,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X000001.CH.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X1997.HK.EQUITY,X600048.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X601066.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X17.HK.EQUITY,X002142.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0.673199624467469,0,0,0,0,0,0.00868145927975352,0,0.0497323381017881,0,0.100140640203665,0,0,0,0,0,0,0,0.0272955194754821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0266472666663407,0,0.0564813166772387,0,0,0,0,0,0,0,0,0,0,-0.00871196576045489
X601939.CH.EQUITY,0.275853977611983,0,6.93889390390723e-18,0.356681421694081,0,0.0626788894154098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0420122147434262,0,0,0,0,0,0.0313404057246106,0.210588317631455,0,0,-0.061166883243015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0.0465023027411799,0
X601318.CH.EQUITY,0,0.0175147572538635,0,0.0917758842216957,0,0,0,0,0,0,0,0,0,0,0,0.00884796346132371,0,0,0.192522149395803,0.00916996383960907,0,0,0,0,0.0104296405611583,0.0468507252718999,0,0,0,0,0,0,0,0.214086139649407,0.0165907399704181,0.0441250005774413,0,0,0,0.235099139237926,0,0,0,0,0,0.0861970698025421,0,0,0,0,0
X601288.CH.EQUITY,0.289361405906043,0,0,0,-0.0271047093934459,0,0,0,0,0.115202205463647,0,0,0,0,0,0,0,0,0.0633030411855952,0,0,0.0566615854921722,0,0,0.0304924771148678,0.259787380838089,0,0,0.0354615424780568,0.0699999185731609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0733595840358864,0,0,0,0,0
X5.HK.EQUITY,0,0,1.73472347597681e-18,0,0,0.159054080482079,0.0654984601819141,0,0,0,0.45376318976471,0,0,0,0,0,0.255112608440661,0.0143277381052605,0,-0.352757596906939,0,0,0,0,0.35142252739075,0,0,0,0,0.183295063270923,0,-0.00308324907550144,0,0,0,0,0,-0.251237252558482,0,0,0,0,0,0,-0.185711699043106,0,0,-0.0576605564296259,0,0,-0.313595123124889
X601988.CH.EQUITY,0,0.106255223948569,0,0,0.0990317290520878,0,0,0,0.106858796919409,0,0,0,0,0,0,0,0,0,0,0,0,0,0.506973192720681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043620907344109,0,0,0,0,0,0,0,0,0.103512772394258,0.0874324228763991,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0.0967563257988298,0,-0.0544355131862466,0,0.045952948829383,0,0,0,0,0.239328755669616,0,0,-0.0467560643256962,0.205916791834959,0,0,0,0.092194614363933,0,0,0,0.0425669370020778,0,0,0,0,0,0,0,0,0.0491781196102428,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0
X600036.CH.EQUITY,0,0,0.00964237628267038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.788177062673077,0,0.00558458684052284,0,0.0709540482925763,0,0,0,0,0,0,0,0,0,0,0,0,0.015094313811834,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0.124957171091181,0.0917917477695384,0,0,0,0,0,0,0,0,0,0,0,0.02417908371085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.355022360900423,6.93889390390723e-18,0,0.0424532188415111,0,0,0,0.0862588093943123,0,0,0.115910382094433,0,0,0.032775240935628,0,0
X601328.CH.EQUITY,1.73472347597681e-18,0.00245213690341014,0,0,0,0,0,0.18904231307463,0,0,0,0,0,0.113140354057878,0,0,0,0,0,0,0,0.322224717449853,0,0,0,0,0,0.0403292582233106,0,0,0,0.00478448953310804,-0.00123443835933647,0.0164212119894258,0,-1.73472347597681e-18,0,0,0.0724698395474025,0.236265856684148,0,0.0566886028790377,0,0,0,0,0,0,0,0,-0.0186685372891611
