,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X002142.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0.52436253788298,0,0,0,0.128033223385967,0,0,0.0501028774860481,0.0511960826886735,0,0,0,0.179238215979377,0,0.0367073394454484,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0.0256759615536952,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0.0778945832020151,0.314066492728888,0,0,0,0,0,0,0.0244729117466733,0.252227757148112,0,0,0.0857558264740619,0,0.0655226707871144,0,0,0,0.0999561674579225,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0445427163437192,0,0.00403836923090381,0,0,0,0,0,0.00280672646124931,0,0,0
X601939.CH.EQUITY,0,0,0,0.644978853192224,0,0.0383854838774099,0,0,0,0.250191462101859,0,0,0,0,0,0,0,0,0,0,0,0.0778592952719448,0,0,0,0,0,0.00436418254883197,0,0,0,0,0,-0.0211193263351303,0,0,0,0,0,0,0,0.0444867420774855,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.290066533746567,0.208103555432284,0,0.630382190070797,0,0,0.0465834898923492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0191703939306266,0,0,0,0,0.0291380552846939,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.00156678662844068,1.73472347597681e-18,0,0,0.183118779785448,0,0.183160053785427,0,0,0,0,0,0,0,0,0,0,0,0.0431350066138751,0,0,0,0,0,0.0914948718775536,0,0,-0.0194413673349104,0,0,0,0,0,0,0,0,0.0479653334414062,0,0.221155502049937,0,0,0,0,0,0,0,0,0.142313154946969,0,0
X601988.CH.EQUITY,0,0,0,0,0.269549570129156,0,0,0,0.0997508366242849,0,0,0,0,0,0,0.0351410381223717,0,0.0750588092719272,0,0,0,0,0,0,0.0911041845305329,0,0,0,0,0,0,-0.189408825546277,0.0511801480882188,0,0,0,0,0,0,0,0,0.113462984818943,0,0,0,0,0,0,0,0.14377605681865,0
X600036.CH.EQUITY,0,0,0.0355370516371787,0,0,0,0,0,0,0.0109566008137276,0,0,0,0,0,0,0,0.0776260091872459,0,-0.136521391464949,0,0,0,0,0.597601064986208,-0.0196458236287936,0,0,0,0,0.182927826909145,0,0,-0.0154238966082487,0,0,0,0,0,0,0,0.0981577715103279,0,0.19605815604343,0,0,0,0,0.10721423311035,0,0
X1299.HK.EQUITY,0,0,0,0,0.171415335246981,-0.0198404410586502,0,0,0,0,0,0,0,0,0,0,0,0.0950583275625912,0,0,0,0,0,0,0,0,0.243321575017621,0,0,0,0.0977083571781445,0,0.194875324148614,0,0,0,0,0.200425570255295,0,0,0,0,0,-0.244368411597031,-0.0295338486256025,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,8.01625696018569e-05,-0.0313271543455346,0,0.00493522455821871,0,0,0,0,0.137850520496488,0,0,-0.0401039367334825,0,0.326080712709504,0,0,0,0,0,0,0,0,0,0,0,0,0.00704306324859559,0,0,0,0,0,0.04957292976381,0.199527784473079,0,0,0,0.241009283621584,0,0,0.0876551913511081,0.0751818595366293,0,0,0,0,0,0
X601328.CH.EQUITY,0.24530659345819,0,0.277285580283281,0,0,0,0.00317486978697116,0,0,0,0,0,0.420022777407908,0,0,0,0,0,0,0,0.138070192031423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137546024146842,0,0,0,0,0,0,0
