,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X601066.CH.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.172065094321565,0,0.199231891852117,0,0,0,0,0,0,0,0,0,0,0.0447041187526292,0,0,-0.19135957144285,0,0,0,0,0,-0.29216691469561,0,0.0486889766079951,0,0,0.839079151344379,-0.0998448321555049,-0.156477479522647,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.00127750289684267,0,0.21203978659221,0.0166030673749639,0,0,0,0,0.0628711781967742,0,0,0,0,0,0,0.0189531740658785,0,0,0,0.0279017472375037,0,0,0.078908439985269,0.0224639702312629,0,0,0,0,0,0.279069136490736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.129618278064081,0,0,0,0,0,0,0,0,0.15942919157103,0,0,0,8.67361737988404e-19,0,0,0,0.152497163006303,0,0,0,0,0,0.0081372523536588,0,0,0,0,8.67361737988404e-19,0.0951807686554066,0,0,0,-0.285433820664506,-0.247015097937049,0,0,0.52343843072093,0.189011110108194,0,0,0,0.191373542147194,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.522208599475221,0.146303062083537,0.0308139415099203,0.60409767527288,0,0,0,0,0.47389349666324,-0.0729476800598454,0,0,0,0,0,0,0,-0.408082921898799,0,0,0,0,0,0,0,-0.658957624886532,0,0,0,0,-0.199879279408769,0,0,0,0.330358094876857,0,0,0,0,0.314693874324029,0,0,0,-0.223225631716505
X5.HK.EQUITY,-0.0778132546395251,-0.0239158880366381,0,0,0,0,0,0,0,0,0,0,0,0,0.46435351196423,0,0,0,0.449902220173501,0,0,0,0,0.0662347340443726,0.0122421179783641,0,0,0,-0.130459669074333,0,-0.13866898773341,0,0,0,0,0.129661065952797,0,0,0,0,-0.101756878941504,0,0,0.182199098079629,0,0,0,0,-0.130224908116954,0,0
X601988.CH.EQUITY,-0.367771221445196,0,0,-0.0047653616719303,0.337042939225905,0,0,0,0,0,0,-0.052920435531745,0,0,0,0,0,0.167608229351559,0,0,0.792787077296234,0,0,0,0,0,0,0,0,-0.545263573617902,0,0,0,0,0,0,0,0,0,-0.000854318121525761,0.0424562486802314,0,0.147380977268458,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,-0.151462920892662,0.552485660552648,-0.0367503545579442,0,0,0,0,-0.0044564404202488,-0.00731322347730551,0.339838159092128,0,0.377027369582989,0,0,0,0,1.73472347597681e-18,0,0,0,-0.145253813312813,-0.173490736668626,0,0,0.221167080812193,0,0,0.0749866626414578,0,0,0.105986204107449,0,0,-0.279593844264565,0,0,0,0,0,0,0,0.21585485150798,0,0.047467833028281,0,-0.135970748248923,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.110815765936025,0.0113889420554932,0,0,0.133870320279478,0,0,-0.0787855822100898,0,0,0.0291515413578282,0.140046164362151,0,0,0.0598642643410901,0,0,0,0,0,0,0.15457029131392,0,0,0,0,0,0.143360213169532,0,0,0,0,0,0,0,0,0,0,0.0229290817600813,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.138320497571469,0.06222897795402,0.120152686082113,0,0,0,0,0,0,0,0,0.361699185078173,0,0,0,0,0,0,0,0.0281021724614841,0.0859812818371898,0,0,0,0,0,0,0,0.0241774299511358,-0.0476787503195717,0,0,0,0,0.122762816440172,0.193327319512846,0,0,0,0,0,0.0747291135880599,0.0563284607522506,0,-0.224759887910089,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0.567961427704087,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,1.0842021724855e-19,0,0.189445735424972,0.127160842354654,0.0116696134136837,0,0,0,0,0,0,0,0,0,0,0,-0.0325588506215483,-0.0708025462241575,0,0,0,0,0,0.0408553608650927,0,0,0,0,0
