,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X300059.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0.133825622439372,0,0.171604190239961,0,0,0,0,0,0,0,0.329222608720818,-1.38777878078145e-17,0,0,0,3.46944695195361e-18,0,0,-0.161461836695566,0,0,0,0,0,0.0925670766511304,0,0,0,0,0,0,0,0,0.0586693257645292,0,0.179213617710914,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0.134073878517047,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.0956244733313122,0,0,0.164694650153352,0,0,0,0.213458313943566,-0.0695817555203227,0,0.251365404935267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.104575682939535,0,0,0,0.226116668343324,0,0,0,0,0.220250639052374,-0.255058980709477,0,0.174773883821128,0.0969059675967138,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.626776386805686,0,0,0,0.0224879114574113,0,0,-0.0336083427369115,0,0,0.172649933832518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000359776965246635,0,0,0,0,0.0324230467509078,0,0,0.277236956357242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.276602099861135,0,0.0552346472147104,0,0,0.369844417767546,0,0,0,0,0.121325129733763,0,0,0,0,0,0,0.0965850206356492,0,0,0.0301482446907981,-0.0538972937932715,0,0,0,-0.0601723119012129,0,0,0,0,0,0,0,0,-0.126027205426681,0,0,0,0,0,0.205207910895871,0,0,0,0,0,0,0.0866430555581097,0,0,0,0
X5.HK.EQUITY,0,-0.104020276767312,0,0.218896117629668,0,0.0299448526363289,0,0,0,0,0,0,0.0739687304647233,0,0,0,0,0,0,0,0.437570312683155,0,0,0,0,0,0,0,0,0,0.423919174074595,0,0.0194077715199138,0,0,0,0,0,0,0,0.00338248533980095,0,0,0,0,0,0,0.17574243237113,0,-0.121671218734974,0,-0.0921225460890576
X601988.CH.EQUITY,0.225897734258201,0.0686795406094774,0.214587862081615,0,0,0,0,0,0.161589344351719,0,0,0.087115449701024,0,-0.178821812841425,0,0,0,0,0,0,0.0777020008327676,0,0,0,0,0.0562357949728137,0,0,0,0,0,0,0,0.0877140719119476,0,0,0.0143295650397587,0,0,0.0615817635101054,0,0,0,0.0938725674216796,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.202987200127591,0,-0.03293983949202,0.0316310347434132,0,0.236893505108668,0,0.278557413103906,0,0,0,0,0,0,0,0,5.42101086242752e-20,0,0,0,0,0,0.0463582942620635,0,0.0820960106035995,0.0347877302696245,0,0.0954267508179272,0,-0.000725328526257828,0,0.034356606193767,0,0,0,0,0,0,0,0,0,0,0.00133558457464359,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.106377747485506,0,0,0,0.112572270788589,0,0,-0.112151610422372,0,0.0234860069928374,0,0.236124217395207,0,0,0.0263465883679537,0,0,0,0.0471554397288531,0.0658672232040407,0.0910152823249071,0,0,0,0,0,0.0121274033072773,0.212866056274038,0,0.0313609616827927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.144397027954155,0.193080345479382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00533505153973927,-0.105750133509448,0,0,0,0,0,0.232057695747204,0,0.0177415136757262,0,-0.124255616000338,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0.104203609872244,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0.132814378884822,-0.334010383583187,0,0,0,0,0,0,0,0,0,0,0.409802780548493,0,0,0,0.113345531575939,0,0,0,0,0,0,0,0.0689069317547484,0,0,0,0,-0.619029001728049,0.120366418278175,0,0,0,0,0,0.765584727363731,-0.049084289961093,-0.289987063597041,0,0,0
X601166.CH.EQUITY,0,0,0.0356417869764728,0,0,0,0.464387176305031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00458279817057699,0,0,0,0.114155712516196,0,0,0.280003238585765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0176422808074742,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.137848229838929,0.0171097805080048,0,0,0.0608015044800278,0,0,0,0,0,0.485674037166026,0,0,0,0,0,0,0,0,0,0,0,0,-0.0589847057063471,0,0,0,0,0,0,0.0401704920807038,0.105366775327795,0,0,0,0,0,0.0270550206642289,0,0,0,0,0,0,0,0,0,0.0212438749665898,0,0
X600000.CH.EQUITY,0,0.124179478208299,0,0,0.0410936757230196,0,0.263351305902667,-0.0922839509467495,0,0,0,0.325925925639398,0,0,0.0635713496470562,0,0,0,0,0,0,0,0,0,0,-0.0281050459269888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0201648568773607,0,0,0.109703070008767,0,0.279306570396209,0,0,0,0,0
X000002.CH.EQUITY,0.0962038267772866,0.0642538937371834,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0.0293892735289374,0,0,0,0,-0.10428296016027,0,4.33680868994202e-19,0,0,0,0,0,0,0,0.471060418825968,0.114729174718109,0,0,0,0,0,0.276489977531728,0,0,0,0,0,0,-0.134061588316911,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0,0,-0.0211591888872653,0,0,0.271453249396885,0,-0.150938279831846,0,0,0,0,0,0,0,0,0.0523707957008573,0.143899144303189,-0.0360884046157395,0,0,0,0.254283957908284,0,0,0,0.17782048345002,0.278209472911283,0,0,0,0,0,0.316404216643497,0,-0.149727204828364,0,0,-0.0483697628665117,0,0,0,0,0.167363981911799,0,0,0,0,0,0,0
