,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X2891.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0.39000770251811,0.0270843826230928,0.0349639092660854,0,0,0,0,0,0,0.199958371204818,0,0,0,0,0,0,0,0.0880923557517485,0,0,0,0,-0.0137702647816503,0,0.0744993379459022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00314375991307094,0,0,0,0,0,0,0.056826663637259,0.0207060755123804,-0.10817341412143
X601939.CH.EQUITY,0.469518154375513,0,0,0.152823308625103,0,0,0,0,0,0,0.124870539021575,0,0,0,-0.0948227655263568,0,0,0,-0.0151922137179853,0,0,0,0,0,-0.000527205347852356,0.178659338148362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0823726573815352,0,-0.00711760248949778,0
X601318.CH.EQUITY,0,0,0,0,0.198156499375944,0.0621907706688688,0,0,0,0,0,0,0,0,0.128575101110016,0,0,0,0.298399979833065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128483813635319,0,0,0,0.137835043980967,0,0,0.0024695014786768,0,0,0,0,0,0
X601288.CH.EQUITY,0.297069329996202,0.0954081221810639,0,0,0.176921349573651,0,0,0,0,0,0.00184178247551227,0,0,0.190635119110732,0,0,0,0,0,0,0,0.046169630295169,0,0,0,0,0,0,0,0,0,0,0,0.123628563283175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0.0209711126061288,0.440573969922442,0,0,0,0,0,0.232726909285281,0,0,0,0,0.0514743669195851,0.254025350191046,0,0.056535837692346,0,0,0,0,0,0,0,0,0.018864417097753,0,0,0,0,0,0,0,0,0,-0.568576077016652,0,0,0,0,0,0,0,0,0.0961735571907823,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.0701496895232251,0,0,0,0,0,0,0,0,0,0,0.183983402351318,0,0,0,0,0,0.283801992785929,0,0,0.00824842951775902,0,0,0,0,0,0,0,0,0,0.283097114316873,0,0,0,0,0,0.00520142155923871,0,0,0.0664176374246652,0.0509535014096731,0,0.0209911783608953,0,0,0,0.094720479097561,0,0,0,0
X1299.HK.EQUITY,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0.0886131500631273,0,0,0.182195509932174,0,0,0.292118501785189,0,0,0,0,0,0,0.136809405439325,0,0,0,0,0.0906373082281115,0,0,0,0,0,0,0,0,0,0.150536458713782,0,0.0365261062105145,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.255933440845894,0,0,-0.222294616554644,0,0,0,0,0.269289882469945,-0.150280726947219,0,0.226036449711313,0,0.799355476071714,0,0,0.0930466751433813,0,0,0,0,0,0,0,-0.0295136175365718,0,0,0,0,0,-0.158507003413962,0,0,0.271652909233044,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.079045192134233,0,-0.145748245624291,0,0,0,0,0.0935842200141875,0,0.336685287765949,0,0,0,4.33680868994202e-19,0,0,0,0,0,0.0128394680409712,0,0,0,0,0,0.0237048132619077,0,0.00939323565611639,0,0,0,0.291297727572501,0,0,0,0,0,0,0.0217397775679347,0,0,0.107795348274828,0
X601658.CH.Equity,0,0,0,0.141297088914749,0.140230666621174,0,0,0,0,0,0,0,0,0.107868051041183,0,0,0,0,0,0,0,0,0,0,0,0,0.0626272587844569,0,0.0988691060416833,0,0,0,0,0,0,0,0,0.259907840978496,0,0,0,0,0,0,0,0,0,0,0.373072494349189,0,0,0.039489862930289
