,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X1997.HK.EQUITY,X001979.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,-6.93889390390723e-18,0.317990122092601,0,0.00253858824320425,0,0,0.343217152011933,0,0,0,0,0,0,0,0.0185835664514262,0,0,0,0,0,0,0,0.175409132993583,0,0,0.0201736547366111,0,0,0,0,0,0,0,0,0,0,0.107025121980716,0,0,0,0,0,0,0,0,0,0,-0.0316080777002408,0,0,0
X601318.CH.EQUITY,0,0,0.336152329054944,0,0,0.182592612015908,0,0,0.00320599066739615,0,0,0,-8.67361737988404e-19,0,0.139441189813612,0,0,0,0,0.0163088596890538,0,0,0,0,0,0,0,0,0,0,0.15792762138565,0,0,0,0,0.0929795187172102,0,0,0,0,0,0,0,0,0,0,0.0318644139293742,0,0,0,0,0
X601939.CH.EQUITY,0.381417220470333,0.209564054214828,0,0,0,0,0,0.340635670813029,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.122267644070716,0,0,0.0794197628743791,0,0,-0.0270224598616323,0,0,0.142320495094849,0,0.149067196717119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0985253839771742,0
X600036.CH.EQUITY,0,0.0807316704986338,0,0,0,0.0421993481346355,0,0,0.02577976785862,0,0,-0.044332287583358,0.0581869823465057,0,0,0.0811925504836384,0,0.194290153758464,0,0,0,0,0,0,0.333272051999813,0.0894634132211497,0.0130757862516113,0,0,0,0.0727499417199923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.233349405607259,0
X601288.CH.EQUITY,0,0,0,0,0,0,0.00195735674952022,0.525629422762851,0,-0.0856009842259934,0,0.0641010319367628,0,0,0,0,0,0,0,0,0,0,0.0646980156062796,0.141176321895191,0,0,0,0,0,0,0.0947410855369528,0,0.0542099755485317,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044408768948694,0,0.0108343176839329,0,0.0117059930724025,0
X1299.HK.EQUITY,0,0,0,0.036950959717815,0,0,0,-0.165116163295723,0,0.152576349753283,0,-0.0151640387693504,0,0,0.0116597905028963,0,0,0,0,0,0,0,0.138049495763735,0,0,0,0,0,0,0,0,0,0.0983058889073646,0,0,0,0,0.143612885105946,0,0.091523705708462,0.166246736939399,0.0351928001433549,0.0969050220823204,0,0,0,0,0,0.294567231102938,0,0,0
X601628.CH.EQUITY,0.167347250470442,0,0,0,0,0.0118336570589349,0,0,0,0,0,0,0,0,0,-0.23818562673127,0,0,0,-0.075253602256391,0,0.192402987002015,0,0,0,0,-0.154620685043852,0,0,0,0,0,0,0.609351118322773,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,-0.00300532180295263
X601988.CH.EQUITY,0.125280831883812,0,0.053756929346544,0,0.54031926313429,0,0,0,0,0.0940560949382677,0,0,0.15402888144494,0,0,0,0,0,0.00667836480954184,0,0,0,0.129379647321727,0,0,0,0.0144207571051794,0.0826576784864378,0,0,0,0,0,0,0,0,0.0682074937660341,0,0.00250792738855911,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.195134961143866,0.105979368393732,0,0,0,0,0,0,0,0,0,-0.0931360072994506,-0.0551607913506597,0,0,0,0,0,0,0,-0.345934210748755,0.199798938124977,0,0,0.137209726794632,0.139622984789607,0,0,0,0,0,0.0509929934309263,0,0,0,0,0,0,0,0.141885532982996,0.0804139678517739,0.0181168015801281,0,0,0,0,0,0,0,0.13859119673997,0
X388.HK.EQUITY,0,0,0,-0.130687435050208,0,0.230895319897279,0,0,0,0,0,0,0.0427280307587706,0,-0.0523922613724117,0,0,0,0,0,-0.1125418012314,0.470006410233022,0,0,0,0,0,0,0.0783930374678863,0,0,0,0,0,0,0,0,0,0.15624735784814,0.0751312224257021,0,-0.0400813223309172,0,0.155608978239285,0,-0.302975077729448,0,0,0,-0.0366698739306021,0.154138686292599,0
