,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X601066.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X823.HK.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600999.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X000166.CH.EQUITY,X2891.TT.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0.360927537288309,0,0.30894726254988,0,0,0,0,0,0.047696532524433,0,0,0,0,0.0514695099028847,0,0,0,0,-0.0444617987050021,0,0,0,0,0,0,0,0.0431130453945038,0,0,0,0,0,0,0,0,0,0,0,0,0.0900596754447135,0,0,0,0,0,0.0588036873061645,0,0,0,0,0
X601318.CH.EQUITY,0.128382853700654,0,0,0,0,0,0,0,0.169240174554718,0,0,0,0,0,0,0,0.18586350187977,0.0151352239836586,0,0,0,0,0,0,0.070534730814151,0,0,0,0,0,-0.0407606425738618,0.12923959506694,0,0,0,8.67361737988404e-19,0.141950670994136,0,0,0,0,0,0.0422902653747934,0,0.0710670269338854,0,0,0,0.130391485530613,0,0,0
X601939.CH.EQUITY,0,0,0,0.283391717809237,0,0.0676926624426161,0,0,0,0,0,0,0,0.45918700434333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.073239547595089,0,0,0.012757596074154,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.355195595147818,0,0.00689992987011546,0,0,0.502549762828498,0.0229739788086349,0,0,0,0,0,0,0,0.0332308031421831,0,0,0,0,0,0,-0.03498875066963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125653768212007,0,0,0,0,0.0922048933547323,0,0.00296698733822717,0.00679511875119104,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0.0844769882961071,0,0,0,0,0,0,0,0,0,0.131451687443657,0,0,0,0,0,0,0,0,0,0.0797550899947625,0.267022151903911,0,0,0.374300244322134,0,0,0.0199788215845801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0714339928715661,0,0
X601988.CH.EQUITY,0.408403666315975,0,0.0659514595654476,0,0,0,0,0,0.0417245017769708,0,0,0,0,0,0,0,0,0.0874763631501338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161202495644567,0,0,0,0.0309777689854166,0,0,0,0,0,0,0,0,0,0,0.20261435866809,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.20357210532224,0,0,-1.73472347597681e-18,0.282146383439866,0.0975984100754318,0,0,0,0.133737036749266,0,0,0,0,0,0,0,0,0,0,0.0340056937321684,0,0.109530037812459,0,0.0397366956555178,0,0,0,0,0.00330158969183875,0,0,0,0,0,0,0,0,0,0,0,0,0.028258454977433,6.93889390390723e-18,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.101050529037911,0,0,0,0,0,0,0,0.425036886335948,0,0,0.133201521225968,0,0.131522718410522,0,0,0,0,0,0,0,0,0.241857015167961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.192209221943608,0,0,0,0,0.15748458834198,0,0,0,0,0,0.0192299547698194,0,0,0,0,0,-0.0163164026240617,0,0.208760197283832,0,0,0,0,0,0,0,0,0,0.0768988612599753,0,0,0,0,0,0,0.0464060674491263,0,0.0570165927284734,0,0,0,0,0,0,0,0,0,0.112227663608955,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,-0.292888111437562,0,0.222134889665103,0,-0.228818142020036,-0.118203755149178,0,0,0,0,0,0,0,1.01534195192002,0,0,0,0,0,0,0.167277736161732,0,0,0,-0.0835593318862952,0,0,0,0,0,-1.08524248235491,0,0,0,0.00538252268817085,0.943672242182088,-0.214193410838375,0,0,0,0,0
