,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.279068376882232,0.0524769143512248,0.0798688664206418,0,0,0,0,0,0,0,0,0,0,0.15688860532147,0,0,-0.115654512473072,0,-0.244407962794233,0,0,0,-0.336394611357593,0,0.11707063664864,0,0.774434836426891,-0.000506309095026747,0,-0.0805532974027518,0,0.197043616126123,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.100000346060604,0,0.18484585653702,0.00995406600135639,0,0,0,0.0752667885578301,0,0.0778618114111058,0,0,0.0981396058917366,0,0,0.0936207866206024,0,0,0.0343593266605974,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0,0,0.1879454894964,0.0034167524030038,0.179997759178539,0,0,0.0327980473863884,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.152330968822081,0,0,0,0,0,0,0,0,0.250162053670083,0,0,0,0,0,0,0,0.127142617140572,0,0,0,0,0,0,0,0,0,0,0,0.113059347955359,0,0,0,-0.185099410481938,-0.173792834774842,0,0,0.133101393810993,0,0.481065868510132,0,0,0,0,0,0.0881835892238467,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.511142737312249,0,0.0285193749947872,0.573405250055069,0,0,0,0.449503416589337,0,0,0,0,0,0,0,0,0,-0.409763201155801,0,0,0,0,0,0,0,-0.705960115452473,0,0,0,0,0,0,-0.0506561787871164,0,0.525215570104079,0,0,0,0,0.149865824151928,0,0,-0.124951361402535,-0.352427473276561
X5.HK.EQUITY,-0.0836927199761305,-0.112469607653122,0,0,0,0,0,0,0,0,0,0,0,0,0,0.597074109326506,0,0,0.401432548277669,0,-0.0147670849340071,0,0,0.141423890458499,0.0308550012729609,0,0,0,0,0,0,-0.0587230048887657,0,0,0,0,0,0,-0.144471401051767,0,0,0,0.0785731016005194,0,0,0,0,-0.122273765362606,0,0.0233939106905146,0
X601988.CH.EQUITY,-0.281435025513526,0,0,0,0.347915423806337,0,0,0,0,0,0,0,0,0,0,0,0,0.179179593558517,0,0,0.654155013463587,-0.018361890421161,0,0,-0.0349844250929804,0,0,0,0,-0.480963265555659,0,0,0,0,0,0,0,0,0.0802722327706257,0,0,0,0,0,0,0.105087731985687,0,0,0,0,0
X600036.CH.EQUITY,0,0.476814149248261,-0.048723136412239,0,0,0.0193780000253728,0,-0.114831213457644,0,0.476392400332564,0,0.109392046299287,0,0,0,0,0,0,0,0,0,-0.0807764786938117,0,0,0.304482889208908,0,0,0.101329247660017,0,0,0,0.0828325243362122,0,-0.285544182430153,0,0,0,0,0,0,0,0.10092123799104,0.118777044242988,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.174078217945454,0,0,0,0.0225262950575013,0,0,-0.164060390096466,0,0,0.0535610995531572,0.0323242800116225,0,0,0.026132616847664,0,0,0.18746866502814,0,0,0,0.14325877830675,0,0,0.0208217522388184,0,0.189362564445754,0,0,0,0,0,0.0477765801403068,-0.016793642308713,0,0,0,0,-0.165512580548071,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.134817510987666,0,0.0541239500136411,-0.00383355272282786,0,0,0,0,0,0.118093667349761,0,0,0.410389773662044,0,0,0,0,0,0,0.0368158027140262,0,0,0,0,0,0,-0.0355573708669425,0,0,0,-0.0678325397402824,0,0,0,0,0.169491767925753,0,0,0,0,0,0,0,0,0.135558925344793,0,0,0,0,0
X601328.CH.EQUITY,0,0.118150895528465,0.0669058282942631,0.0428923470981826,0,0,0.546119030577155,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0.20969391849391,0.249528876542803,0,0,0,0,0,0,0,0,0,0,0,-0.0137556230415648,-0.0371252605539824,0,-0.0332746258892019,0,0,0,0,-0.361982440219996,0,0,-0.0273498909273785,0,0
X601166.CH.EQUITY,0.0120943478961772,0,0,0.290157909605278,0,0,0.0272165355726534,0,0,0,0,0.189821920108262,-0.00466014139860286,0,0,0.0259299610631107,0,0,0.0199872090898331,0,0,0.0796407719794661,0,0,0.0630711023259837,0,0,0,0.163438496904208,0,0,0.110566902862602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0354930162427368
X600000.CH.EQUITY,0,0,0.470215445339362,0,0,0,0.335811776174108,0,0,0,0.215365280317939,0,0,0,0,0,0,-0.134962960536179,0,0,0,0.0872478540905869,0,0,0,0.111869844010657,0,0,0.0408212851417033,0,-0.0426553084021801,0.0147380635653476,0,0,0,0,-0.402536352949683,0.00888329760968865,0,0,0,0,0,0,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0894584110315519,0,0,0,0.363078101594626,0,0,0,0,-0.0754184862168663,0,0,0,0,0.12661886673081,0,-0.0916938438867152,0,0,0,0,0,0,0,0,0,0.36254526520262,0,0,0,0,0,0.124850941315723,0,0,0,0,0,0,-0.0974319016757853,0,0
X601601.CH.EQUITY,0,0,0,0,0,-0.165694018915911,0.0255505167101612,0,0.678418500039789,0,0,0,0,0,0.00486249781143726,0,0,0,0,0,0,0,0,0.0396806269912814,-0.132930086979955,0,0.214509155027511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01121115038198,0,0.0294312201100466,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0.047176678061351,0,0,-0.0104829941816653,0,0,0,0,0,0,0,0,0,-0.0113342478627826,0,0,0,0,0.242388679775972,0,0,0,0.184614762268725,0.303790616419413,0.177935993916043,0,0,0,-0.136874486689159,0,0,0.339413891282061,-3.46944695195361e-18,0,0.105843440356858,0.00178388339547684,0,0,0.0199403485014123,0,0,0,0.0631427981905682,0
X000002.CH.EQUITY,0,0,0,0,0.257124212096832,0,0,0,0,0,0,0,0,0.196089622036584,0,0,-0.233176838398821,0,0,0,0.272653741351008,0,0,0,-0.128527388270909,0,0.300214594517349,0,0,-0.12064186765911,0,0.359985356666651,0,0,0,0,0,0.00400306958026536,0,0,0,0,0.325939550244508,0,0,0,0.0318886006227367,0,0,0,0
X11.HK.EQUITY,0.136789136812277,0,0,0,0.326684632645194,0.0630829794989715,0.099582235504507,0,0,0,0,0.0163684760935535,0,0.0958519727729665,0,0,0,0,0.175064031908372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182273894360086,0,0,-0.0316140208250155,0,0.0463409591355882,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0.409828398635501,0,0,0,0,0,-0.0977019176701177,0,0,0,0,0,0,0,0.0649677784903481,0,0.101833805739831,0.0733030926573569,0,0.0937809572993074,0.107042254489256,-2.77555756156289e-17,0,0,0.101039624158372,0,0,0,-0.0480735141876006,0,0,0.14603563157133,0,0,0,0,0,0,0,0,0,0,0,0,0.0659316447437825,0,0
X2388.HK.EQUITY,-0.121847065668671,0.0735656380042528,0,0,-2.77555756156289e-17,0,0,0,0,0,0,0,0,0,0,0.109832926451863,0.41277679820313,0.131742339150167,0,0,0,0,0,0,0.270771414207781,0,0.161564964708524,0,0,0.106651665451046,0.0620752266739103,0.0904778185647862,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00695812863296485,0,0,0,0,0
X600030.CH.EQUITY,0.0322645791507782,0,0,0,0,0,0,0,0,0,0,0,0.0303692929251232,0,0,0,0,0,0,0,0.0569455464934193,0,0,0,0.0301125877469934,0,0,0,0,0,0,0,0,0,0.0844705567030919,0,0.451593899045923,0,0,0,0,0,0,0,0,0,0.456295431404273,0,0,0,0
X000001.CH.EQUITY,0,0.27683018461847,0,0,0,0.119716637156304,1.73472347597681e-18,0,0,0,0.0658405707911902,0,0,0,0,0.0102944177396409,0,0,0,0.0959555716004594,0,0,0,0,0,0,0,0,0,0,0.0293237997872937,0,0,0,0,0,0,0,0,0.0543633254483988,0,0,0,0,0,0,0,0,0,0,0
X688.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0110960051380428,0,0,0,0,0,0,0,0,0.0480020873984928,0,0,0.141781924343728,0,0.151684165607069,0,0,0.212930859656485,0,0,0.0716617647395074,0,0,0,0.238364618842439,0,0,0,0,0,0,-0.125920585238821,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0857929251347336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.509269745638728,0,0,0,0,0,0,0
X601998.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0907136766182265,0.159181226229859,0,0.0871138878503695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0124298108579375,0,0,0,0,0,0.00427462917450786,0.263680976503154,0,0,0.270882688881213,0,0,-0.0318270178025417
X267.HK.EQUITY,0.010919525619024,0,0,0,0,0,0.189928352111443,0,-0.0543586232746305,0.0649569566138181,0,0,0,0,0.0453946627542148,0,0,0,0.326508101862378,0,-0.086807594528028,0,0,0,0,0,0.0160729300871727,0,0.0535447570443684,0,0,0,0,0,0,0,0,0.0523063608714067,0,-0.130150394749429,0.235000420775371,0,0,-0.117261101038271,0,0,0,0,0,0,0
X1109.HK.EQUITY,0.0344213538265913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.350212970979914,0,0,-0.00938240988288731,0,0,0,0,0,0,0,0,0.288191919005296,0,0,0,0,0,0,0.113045810459158,0,0,0,0,0.117092077783615,0.0748151075045283,0,0,-0.103591928525024,0.0713386392615945
