,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601628.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601166.CH.EQUITY,X601066.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X300059.CH.EQUITY,X1109.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,0,0.379191925747717,0,0.0217820090989577,0,0,0,0.0279556496331539,0,0,0,0,0,0.0953044293701718,0.149109564587903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0781898540876246,0,0,0,0,0,0,0.0355975737120716,0,0.00504638140911777,-0.000576840175804644,0,0.0390037430912994,0,-0.0882484435968257,0
X601318.CH.EQUITY,0,0,3.46944695195361e-18,0,-6.93889390390723e-18,0,0,0,0,-0.0299883248019181,0,0,0,0,0.080295594236244,0,0,0,0,0.363376576746248,0,0.0506572621656613,0,0,0,0,0,0,0,0,0,0.0198431943384607,0,0.0445290778008582,0,0,0,0.12579782215357,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0,0.749525829360304,0,0,0,0,0.0370246444783075,0.130104842841413,0,0,-0.062095543345557,0,0,0,0.0456075034395746,0,0.0307829007614906,0,0,0,0.0180361894318252,0,0,0.00381011111647505,0,0.0106763802520338,0,0,0,0,0,0,0.123652977534148,0,0,0,0,0.0517049813747169,0,0,0,0,0,0.0418301569582245,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.158982937213524,0,0.0678954320842532,0,0,0,0,0,0,0.333304814569885,0,0,0.196863961033333,0,0.0892734816557814,0,0,-0.00412597700023605,0,0,0,0,0,0.163123493196523,0.0339963127853921,0.0755109915568391,0,0,0,0,0,0,0,0,0,0,0,0.15056166811314,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.92203006706896,0,0,0,0,-0.0562107991841185,0,0.0224091449406062,0.11639452683687,0,0,0,0,0,0,0,0,0,0,0.00822777671939824,0,0,0,0,0,0,0,0.026197413795372,0,0,0,0,0,0,0,0,-0.0237322157111904,0,0,0.0119639677728221,-0.0670599429482136,0,0,0,0,0,0,0,0,0.0172929819925273
X600036.CH.EQUITY,0,0.228066857431973,0.0740172246268275,0,0.159018818728378,0,0,0.0961261488668679,0,0,0,0,0,0,0.255796726690446,0,0,0.0865655355157485,0,0,0,0,0,0,0,0.203707078807708,0,0,0.0558058014978936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,0,0.133686383194584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0540126736110049,0,0.0311113331215347,0,0,0,0,0,0,0,0,0,0,-0.0544449879118499,0,0,0,0,0,0,0,0,0,-0.0919807559724024,0,0,0,-0.104312245996499,0.89967895441591,0,-0.0432194504558212,0.0105307256385436
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.0954490175259709,0,0,0,0,0,0,0,0,0,0,0,0,0.285464748592883,0,0,0.178499718766435,0,0,0,-0.105297314234371,0,0.08488223980885,0,0,0,0,0.120245980998632,0.0226375399404063,0,0,0,0.1048546919505,0,0.120687176198689,-0.0403460387433926,0,0,0,0,0,0,-0.010223183432644
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.225305061251505,0,0,0,0,0,-0.0474302689707961,0,0,0,0,0,0,0,0.0826398089784929,0.345559033272986,0,0.126021643865308,0,0,0,0,-0.0545643460273846,0,0,0.0917952567521431,0,0,-0.0486647083395668,0.147217423174293,0,0.313565084318251,0.0338995215555625,0,0,0,0,0.0682418222728932,0,0
X388.HK.EQUITY,0,0.112683696134998,0,0.01369191130942,0,0,0,0.0165031480982237,0,0,0,0.135345300190069,0,0,0,0,0,0,0,0,0.117566361356583,0,0.103913994003719,0,0,0,0,0,0,0.0797287518923822,0,0,0,0,0,0,0.0404532383662509,0.107068799894942,0.307291796601643,0,0,0,-0.319028060626492,0.005303944908534,0,0,0.265510879405661,-1.38777878078145e-17,0,0,0,0
