,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X267.HK.EQUITY,X388.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0.668269394936881,0,0,0.0151010287297524,0,0,0,-1.73472347597681e-18,0,0,0,0.0529436782632868,0,0,0,0,0.128439263902936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0193896193980587,0,-0.0195322605571101,0.050019384422138,0,0,0,0,0.0461767700453635,0,0,-0.0213884311360308
X601939.CH.EQUITY,0.162166018268681,0,0,0.612026329016987,0,0.0154136373409993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130691359257146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00821189428142314
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.0127580770071725,0,0,0,0,0,0,-2.16840434497101e-19,0.0856618070053879,0.295224657319176,0,0,0,0,0,0,0.141298559689515,0,0,0,0,3.46944695195361e-18,0,-3.46944695195361e-18,0.0481459597541977,0,0,0,0.0032242144431742,0,0.0667530434939961,0.192061172269156,0,0.0138952639575583,0,0,0,0.0199419352062412,0,0,0.0642714803056539,0,0
X601288.CH.EQUITY,0.116480394305885,0,0.00654511901759557,0,0,0.0640644700837728,0,0,0,0.0824867092191316,0,0.0366423134582952,0,0,0,0,0,0,0,0,0,0,0,0,0.150458943065804,0,0.296885009167165,0,0,0.153345098559027,0,0.0581789673595531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.263654835524159,0,0.388977152698722,0,0,0.0941191443929613,0,0,0,0,0,0.160723175253461,0,0,-0.279533323997988,0,0,0,0,0,0.380092078429359,0,0,0,0.16443730968634,0,0,0,0,-0.132465410101936,0,0,0,0,0,0,0.0642847743780768,0,0,0,-0.401832605938981,-1.73472347597681e-18,0,-0.138206472801534,0,-0.187912604651912
X601988.CH.EQUITY,0.116251424757126,0.0103386947500791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.584140333332223,0.0365018835983513,0,0,0,0,0.011925189368182,0.149326558146345,0,0,0,0,0,0,0,0,0,0.0616162779129169,0,0,0,0,0,0,0,0,0,0.0870842516548758,0
X600036.CH.EQUITY,0,0,0,0,-0.0282031403477805,0,0,0,0.0323500533434416,0,0,0,0,0,0,0,-0.0222122285852666,0.0377889775322325,0,0,0,0,0,0,0.757626800147192,-0.00619471912776918,0.0323273324135223,0,0,0.103270713534935,0,0,0,0,0,0,0,0,0,0,0,0,0.065383677985217,0.0704323210164341,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.234478054842693,0,0,0,0,0,0,0,0.171682199730803,0,0,0,0,0,0,0.124765882304976,0.00711164519291205,0,0,0,0,0,0,0.18474325171399,0.126576739884705,0,0,0,0,0.135957557737046,0,0,0,0,0,0,0,0,0,-0.112189284740938,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0.218319022036216,0,0,0,0.0307741507663244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0505686968609515,0,0,0,0,0,0,0,0,0,0,0,0,0.402711258608502,0.231693849701656,0,0,0,0.0293128476865222,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0.17181655088235,0,-2.77555756156289e-17,0,0,0.115082392033573,0,0,0,0,0,0,0.256717915870871,0,0,0,0,0,0,0,0.224863171061526,0,0,0,0,0.0656232939809631,0,0,0,0,0.00608230733054939,0,-0.00585844516105376,0,0,0,0,0,0.198597328917473,0,0,0,0.00221780682353307,0,0,0,0.0278521134024541,0,0,0
X601166.CH.EQUITY,0.119679770956066,0.180515499656988,0,0,0,0,0.139557773403905,0,0,0.0392771797077035,0,0,0.00948703091639566,0.158737762829952,0,0,0,0,0,0,0,0,0,0,0.0871121103170797,0.0112299648293693,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0.114298098804269,0,0,0,0,0,0,0,0,-0.0513258406561018
X16.HK.EQUITY,0,0,0,0,0,0,0,-0.0842535833369623,-0.181260503306269,0,0,0,-0.102877043561302,0,0,0,0,0,0,0,0,0,0,0,0,-0.0205076193589277,0,0,0.211437165425938,0.151618026738903,0.168398599569219,0.256962664996919,0,0.373699203345226,-0.100946677579982,0,0,-0.0103423316492367,0,0,0.0509814904356595,0,0,0,0,0.058123052969859,1.0842021724855e-19,0,0,0,0
X11.HK.EQUITY,0,0,0,0,0.0144401144966513,0,0,0,0,0,0,0,0,0,0,0,0,0.101670845680068,0.394265372256948,0.00963701698918422,0,0,0,0,0,0,0,0,0.24504129429736,0,0.350307728399397,0,0,0,0,0,0,0,0,0,0,0,0,0.0532830397132376,0.245940108228557,0.0752888897905409,0,0,0,0,0
X600000.CH.EQUITY,0,0,-1.73472347597681e-18,0,0,0,0.17304527339873,0,0,0,0.327415341016273,0,0.105486818536617,0,0,0,0.069481664258946,0,0.0453401509155563,0,0,0,0,0,0.0664548416674051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161750010135369,0,0,0,0,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,-0.256850081517311,0,0,0,0.138431790553445,0,0.123402827530075,0,0,0,0,0,0,0,0,0,0.302868009867613,0,0,0,0,-0.259689417845731,0.211105401602461,0,0,0,0.157957334837211,0.549462587583684,0,0,0,0,0,0.0068627177815806,0,0,0,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00721693479846999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0790104053879677,0,0.0277111552282847,0.0605781041058782,0.723004858754381,0,0.0563983192603928,0,0.0482240709334675,0,0,0,0.0209567297172717,0,0.025011481598755,0,0,0,0,0.108355437978526,0,0,-0.0519584707581508
X2388.HK.EQUITY,0,0,0,0,0.287357871898697,-0.415484111490807,0,-1.38777878078145e-17,0,0,0,0,0.0385908034512651,0,-0.161983591558723,0,0,0,0,0.335077071960768,0,0,0,0,0,0.233738460426179,0,0.168553315609445,0,0,-0.141121389554356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193917061268844,0,0
X601601.CH.EQUITY,0.0927420124204212,0,0.100786324998006,6.93889390390723e-18,0,0,0.123206038050505,0,0,0,0,0,0,0,0,0,0,0,0,0.0426789769808931,0,0,0,0,0,0,0,0,0,0,-0.00905048444289102,0,0.0875863905207669,0,0,0,0,0.0506112348884281,0,0,0,0,0,0,0,0,0,0,0.245948059168745,0.0225675423540679,0
X267.HK.EQUITY,0,0,0,0,0.108697474287613,0,-0.309628844828306,0,0,0,0,0,0,0,0,0,0,-0.246334121478123,0,0.101778355529025,0,0,0,0,0,0,0,0,0.00278729175116198,0.134472731598548,0.199677085624941,0,0,0.0473176917091155,0,0,0,0,0.199670330386724,0.330769718997453,0,0,0,0,0,0.535952742389646,0,0.0604696626147205,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0.267126856769761,4.33680868994202e-19,0,0,0,0.033528968078601,0.366849676463968,0,0,0.014954705260997,0.133947829744395,0,0,0,0,0,0,0,0.159719836669987,0,0.117616801387294,0,0,0.075648425329197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140981641525972,0,0,0,0,0
X688.HK.EQUITY,0,0.0793119209562158,0,0,1.73472347597681e-18,0,0,0.166330155676911,0,0.0484344797311209,0,0,-0.0368960469253381,0,-0.0267053585630821,0,0,-0.127135976311475,0.0282790593894929,0,0,0,0,0,0,0,0,0.402329719250141,0,-0.00697005574890857,0,0,0.130272042854821,0,0,0,0,0,0,0,0,0,0,0,0,0.0658659290484941,0,0,0,0,-0.0152917775977748
X601998.CH.EQUITY,0,0,0,0.116254034675946,0,0,0,0.045401265062059,0,0.454522007609094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0219585697460533,0,0,0,-4.33680868994202e-19,0,0,0.194764473026959,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.155719607535085,0.230119372430636,0,0,0,0,0,0,0.00872623892618989,0,0,0,0,0,0,-1.73472347597681e-18,0,0.096356823206407,0,0,0.00446657916494496,0,0,0,0,0,0,0,0,3.46944695195361e-18,0.0562111336476297,0,0,0.349129831377993,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0355610136152269,0.0756202918015624,0,0,0.0487843735345191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71068836181883,0,0,0,0,0.0682621438961813,-0.0113281605838015,0,0.00166055992646411,0.0585118174845169,0,0.016016525547403,0.0389638189979073,0,0,0
X000001.CH.EQUITY,0,0,0.0708606846131473,0,0,0.0131619903071221,0,0,0.10147292338263,0,0,0,0,0,0,0,0,0.134970571756554,0,1.73472347597681e-18,0,0,0.036694202328363,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0.20188410498657,0,0,0,0.234189209444603,0.0309209070884681,0,0,0,0.00695754456508298,0,0.0160277828861894,0,0
X2007.HK.EQUITY,0,0,0,0,0,0,0,0.0209782207342797,0,0,0,0,0.0151681905874007,0,0,0,0,0,0,0.107881568344767,-3.46944695195361e-18,0,0,0,0,0,0,0.207148506180134,0.0447920358306641,0,0.082571613777728,0,0,0,0,0,0,0.111523189239497,0,0,0,0,0,-0.147420511560477,0,0.129451384562982,0,0,0.332772814086506,0,0
X601818.CH.EQUITY,0,0,0,0,-0.0268277261808258,0,0.149946284080638,0,0,0.258347945988758,0,0,-0.0687833989736335,0.0499945128468584,0,0,-0.0292449814470689,0,0,0,0,0,0.426286077942936,0,0,0,0,0.157976545686652,0,0,0,0,0,0,-0.0568230373732547,0,0,0,0,0,0,0.0941580171900611,0,0,0,0,0,0,0,0,0
X1109.HK.EQUITY,0,0,-0.0854398553746652,0,0,0,0,0,0,0,0,0,0.0616504901814866,0,0,0,0,0,0,0,0.123736838465707,0,0,0,0,0.0937070252086925,0,0,0,0,0,0.174756777367893,0,0,0,0,0,0,-0.110440326283684,0,0,0,0,0,0,0.358878701617171,0.118533179728216,0,0,0,0
X1113.HK.EQUITY,0,0,0,0,0,0,0,0,-0.00175402493442767,0,-0.381257498002178,0.182087889729884,0.307945353509221,0,0,0,0,0,0.116281505896438,-0.0961848892093316,0,0,0,0,0,0.112718652099572,1.73472347597681e-18,0,0,0.0573524018914484,0,0,0,0.0413437395519169,0,0,0,0,0,0.0724298834674396,0,0,0,0,0,0.120543059778955,0,0,0,0,0
X12.HK.EQUITY,-0.38808146113311,0,0,0,0.067540199151115,0,0.199323340590816,0.0453872294283525,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0.184765068185834,0,-0.254425105995971,0,0,0,0,0.159610960362456,0,0,0.217093617592885,0,-0.0433940257222772,0.358709230536376,0,0,0,0,0,0,0,0,0,0.155427303886207,0,0,0,0.013271502255841,0,-0.3226555777779,0,0,0
X823.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.114975165215889,0,-0.198965214017404,0,0,0.0151557357896519,0,0.1424793851578,0.173259869049463,0,0,0,0,0,0,0,0,0.128372479620789,0.0488933658651282,0,0,0,0,0.0595491156339719,0,0,0,0,0,0,0,0.170033036617135,-0.107102191373332,0,0,0,0,0,0,0
X001979.CH.EQUITY,0,0,0,0.106317560279577,0,0.169308558871821,0,0,0,0,0,0,0,0,0,0.445560900146491,0,0,0,0,0,0,0,0,0,0,0,0.032722295321046,0,0.0922189798178677,-0.0380159345512589,0,0,0,0,0,0,0,0,0,0.0731569468234129,0.00920361915548182,0,0,0,0,0,0,0,0,0
X600048.CH.EQUITY,0.115551223956809,4.33680868994202e-19,0,0,0,0,0,0.0117103850286151,0,0.244430670587389,0,0,0,0,0,0.53559169271442,0,0,0,0,0,0,0,0,0,0.16165169252972,0,0,0,-3.46944695195361e-18,-0.0458037372911725,0.0188957642308323,0,0.0450940764328396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X1997.HK.EQUITY,0,0,0,0.282602542663647,0.0147040329252574,0.302510818697225,0,0,0,0,-0.372640244990162,0.324806277771867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0698030298558985,0.0105794445224638,0.0675888736503646,0.194498078494332,0,0,0,0,0,0,0,0,0,0,0,0,-0.112208510978482,0,0,0.00356359561576382,-0.00748181496599029,0,0,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1579147635886,0.684373654789043,0,0,0,0.108564109838003,0,-0.0120864331996001,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,-0.179849176308324,0.0343997942672639,0,2.77555756156289e-17,0,0,0,0,0,0,6.93889390390723e-18,0,0.0765351060875517,0,0,0,0,0,0
X601688.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0125420764808296,0,0,0,0,0,0.058866410057417,0,0.103415260851923,0,0,0,0.445494688359745,0,-0.00325589488376149,0,0,0.0226233462118371,0,0,0,0,0.011426717398662,0,0,0,0.072025699643953,0,0,0.0234505898879034,0,0,0,0.303543904864176,0,0,0,1.38777878078145e-17,0,0
X601211.CH.EQUITY,0,0,0,0.148832773179201,0,0,0,0,0,0,-0.0689172018300681,0.0453593269155372,-0.0341327855270948,0,0,0,0,0.0258136509524282,0,0,0,0,0,0.137412681148405,0,0,0,0,-0.0533095516726086,0.0394707646992992,0.0266310613082149,0,-0.0196462079379834,0.000775255099200999,0,0,0,0,0.0682991013944662,0,0.0989977699390289,0,0,0,0.116755542619419,0,0.113185949329893,0,0.388839275694884,0,0
X601336.CH.EQUITY,0,0,0,0,0,0,0,0.0961426077322282,1.73472347597681e-18,0,0,0,0,0,0.0580807475015937,0.0477570426161389,0,0,0,0.0456019567169364,0,0,0,0.0497319756889647,0.382416375555225,0,0,0,0,0,0,0,0.0401047320555047,0,0,0.299437818357041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601169.CH.EQUITY,0,0,0,0.233314872046784,0,0,0.172972036081155,0,0.09561308591622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.289617871455012,0,0,0.169662430405918,0.0147266325486726,0,0,0,0,0,0,0
X601229.CH.EQUITY,0.0628986765632403,0,0,0,0,0.0500954915122981,0,0,0,0.069001585824198,0,0,0,0.352665312603425,0,0,0,0.0607038344804379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184395640741629,0,0,0,0,0,0.248158702470073,0,0,0,0,0,0,0,0
