,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X002142.CH.EQUITY,X601169.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,0,0,0,0,0.123309663167064,0,0,0,-0.187593826723505,0.251897479183555,0,0,0.092333013448733,0,0,0,0.273958359330564,0,0,-0.126316010872793,0,0,0,0,-0.136108531587779,0,-0.194820368602779,0,0,0,-0.223820022286141,0,0,0.823799455389541,0,-0.0511020013950241,-0.0807779975014074,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.0501972751561188,0,0.157396556644288,-4.33680868994202e-19,0,0,0,0.12065150236583,0,0,0,0,0.0966223361598047,0,0,0.140140491073551,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.0597746125715155,0,0.00629008371325914,0.0976039945728225,0,0.241986284690604,0,0,0,0,0,0,0.0204107887700646,0,0,0,0,-0.0310447569988423,0,0
X601939.CH.EQUITY,0.179046358124144,0,0,0,0,0.0774501881542235,0,0,0,0.2464615384313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.154019722609091,0,0,0,0,0,-0.0191265382267677,-0.154286697952316,-0.21586533847432,0,0,0.0886223859202597,0,0,0,0.51660934942676,0,0,0,0,0.181606237512913,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.294215212750931,0,0,0.530241614991776,0,0,0,0.541712353411905,-0.46072096640223,0.219768482681765,0,0,-0.211475236562447,0,0,0,0,0,0,0,0,0,0,0,0,-0.417548773397718,0,0,0,0,0,0,0,0,0,0,0,0.0126901636438043,0,0.314918107868441,0,0,0,-0.134942022744041
X5.HK.EQUITY,0,0,0,0,0,0.147231196498076,0,0.213163336741834,0,0,0.0226996697552872,0,-0.0132995361870152,0,0.103038024829996,0.0569646786717884,0,0.0104308471970642,0.0432999244557266,0,0.0524817618063314,0,0,0,0,0,0,0,0,-0.0278800475246891,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117555926618453,0,0,0,0.213004322252883,0,0,0
X601988.CH.EQUITY,-0.0114000243824545,0,0,0,0.530941324637848,0,0,0,0,0,0,0,0,0,0.109250417107089,0,0,0,0,-0.123806665180514,0,-0.12072918901499,0,0,0.215065199330326,0,0,0,0,-0.354410764545776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109738165838557,0,0,0.0325925990398954,0,0
X600036.CH.EQUITY,0,0.258276033093665,0,0,0,0,0,-0.0551692493603897,0,0.581950245111266,0,0,0,0,0,0.0257956698238636,0,0,0,0.243735089172547,0,0,0,0,0,0,0,0.0840536251755295,0,0,0,0,0,-0.227002887636047,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.215467808310428,0,0,0,0,0,0,0,0,0,0,0,0,0.0408928203618367,0.0625619788184341,0,0,0,0,0,0,0.257407185597235,0,0,0,0.0693470183214084,0.0706819699466325,0,0,0.086717634419665,0,0,0,0,0,0,0,0,-0.11709633428432,-0.0828720836034265,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.161819764373525,0.0236530125990297,0.0556087230208642,0,0,0,0,0,0,0,0,0,0.164812586494233,0,-0.0873155909238942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0567865606533471,0,0,0.25175061850852,0.197905286948694,0,0.034945010499967,0,0,0,0.233213192285471,0.134321495049818,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.237200278305898,0.0370776878170531,0,0,0.619272372652334,0,0,0,0,0,0,0,0,-0.0616236211854797,0,0,0,0.249478141996203,0,0,0,0,0,0.301709702093126,0,0,0,0,0,0,0,0,0,0,-0.0495316156454319,0,0,0,0,0,0,0,0,-0.505906626249267,0,0,-0.0602819496639177,0,0
X601166.CH.EQUITY,0.041218505018871,0,0,0.241993145754337,0,0,0,0,0.062830779138793,0,0,0.265595229636862,-0.0336144751196908,0,0,0,0,0,0,0,0,0.226154942599857,0,0,0,0,0,0,0,0,0,0.16855185138348,0,0,0,0,0,0,0,-0.0950978889700656,0,0,0,0,0,0,0,0,0,0,0.0168948254617434
X600000.CH.EQUITY,0,0,0.231034582618777,0,0,0,0.325654463622195,0,0,0,0.43036988783807,0,-0.00184723304399991,0,0,0,0,-0.00816118429400255,0,0,0.0162134957677748,0,0.0152842823887472,0,0,0,0,0,0,-0.0406708420103252,0,0,0,0,0,0,0,-0.184614512691654,0,-0.0440904810764589,0,0,-0.0537641702042415,0,0,0,0,0,0.347336304811215,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0562979503766338,0,0,0,0.395089284721648,0,0,0,0,-0.0785678874457453,0,0.132758575161312,0,0,0,0,-0.0888679331154552,0,0,0,0,0,0,0,0,0.382784561019458,0,0,0,0,0,0,0,0,0,0.0954136878385647,0,0,-0.123865570612159,0.000357133294205742,6.93889390390723e-18,0
X601601.CH.EQUITY,0,0.0726695342621454,0,0,-0.0451039198548324,0,0,0,0.606617191352451,0,0,0,0.024363051536352,0,0,0,0,0,0,-0.0373147427687813,0.0552461803222121,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0276171332885615,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,-0.0418825138906005,0,0,0,0,0,0.0728106702267706,0,0.197797965296833,0,0,0.0662413015132273,-0.0813833685180424,0,-0.140092050801262,0,0,0,0,0.113681579250185,0,0.268735952718224,0,0,0,0,0.21728992390092,0,0.481642647403872,0,0,0,0,0,0,0,0,0.209863187645778,0,0,0,0.0414650834640802,0,-0.0847386914059045,0,0
X11.HK.EQUITY,0,0,0.0192644728692133,0,0.200972275602321,0.0169922008813065,0,0,0,0,0,0,0,0,0,0,0,0,0.363005946922265,0,0,0,0,0,0.0825979791545699,0,0,0,0,0.406845417947243,0,0,0,0,0,0,0.188278803313636,0,0,0,0,0,0,0.0182074199301307,0,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0.0531355099935136,0,0,0,0.0213272199376819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.210576687135144,0.275343117486134,0,0,0.0257143108855275,0,0.135709186977017,0.325574253425462,0,0,-0.0564187826840836,0,0,0,0.563048090947184,0,0,0,0,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0.0348392562996135,0,0,0,0,0,0,0,0,0,0,0,0,0,0.594789015130751,0.014575803277347,0,0.0376544808154809,0,0,0,0,0,0,0.057770511561989,0.09709513284289,5.42101086242752e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122679374496428,0,0
X2388.HK.EQUITY,0,0.377888784599925,0,-0.0488033614783374,0.0574884327688095,-0.264464347879355,0,0,0,0,0,0,0,0,0,0,0,0.573034073424548,0,0,0,0.246513001438147,0,0,0,0,0,0,0,-0.294747784316188,0,0.245139942241272,0,-0.266414949556633,0,0,0,0,0,0,0,0,-0.0197495332044666,0,0,0,0,0,0,0,0
X267.HK.EQUITY,0.0767165214818553,0,0,0,0,0,0.00745315128251757,0,-0.019367452540227,0.0580938959014972,0,0,0,0,0,0.0314533237789601,0.0815915301025079,0,0,0,0,0.145684557230967,0,0.337781787328751,-0.220648526418227,0,0,0,0.0810743672913595,0,0,0,0,0,0,0,0,0,0,0.0412689580046352,-0.304336367276006,0,0,0,0,0,0,0,0,0,0
X601998.CH.EQUITY,0,0,0.000321504679198925,0,0,0,0,0,0,0,0,0.0239817704048655,0.257281203080839,0,0,0,0.303245982370623,0.0245728278595621,0,0,0,0.00637250940421554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185737925372967,0,0.128214363230512,0,0.0657678466727879,0,0,0,0,0
X688.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0432483002957265,0,0,0,0,0,0.168422122277692,0,0,0,0,0.170137065589409,0,0,0.214141492994499,0,0,0,0,0,0.279858192144255,0,0,0,0,0,0.0162421826034751,0,-0.147523771290505,0,0,0,0,0,0.0104288411180634,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.224610917903407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.404000431067191,0,0,0,0,0,0.000701490645739723,0
X600030.CH.EQUITY,0.0113545882130415,0,0,0,0.0180379883066092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123155047890523,0,0,0,0,0.0367635063683915,0,0,0,0,0,0,0,0.102531081823005,0,0,0.149278963451846,0,0.386396608188603,0,0,0,0,0,0,0,0,0.37939099782012,0,0,0,0
X000001.CH.EQUITY,0,0.154091198014536,0,0,0,0.15570941314587,0,0,0.137447534527584,0,0.157182765732692,0,0,0,0,0,0,0,0,0,0,0,0,0.0679098975516665,0,0,0.12410643882275,0,0,0,0.0175878159306822,0,0,0.0101442641409551,0,0.00625687378506067,0,0,0,0,3.46944695195361e-18,0,0,0,3.46944695195361e-18,0.0632017532512479,0,0,0,0,0
X1109.HK.EQUITY,0,0,0,0,0.178835547684267,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00172249390124627,0,0,0.246518249802506,0,0,0,0,0.0390889014158151,0,0,-0.0438762829752861,0,0,0,0.26113318012988,0,0,0,0,0,0.0288841680201417,0,0,0,0,0,0.138466079339738,0,0,0,0,0.204038228883584
X2007.HK.EQUITY,0,0.113933457052544,0,-0.0389384682401853,0,0,0,0,0,0,0,0,0.120570643540013,0,0,0,0,0,0,0,0,0,0,0,0,0.210500119643748,0,0,0.165762439173531,0,0,0.29116353748383,0,0.0464729802628707,0,0,0.0231013814981485,0,0,0,0,0,-0.138955382210308,0,0,0,0,0,-0.0684677364356359,0,0.00353051513559142
X601818.CH.EQUITY,0,0,0,0.291150553884024,0,0,0.307025689490612,0,0,0,0,0.0365337907754293,0,0,0,0,0.0820131246900902,0,0,0,0,0,0,0,0,0,0,0,0,-0.00343436379023442,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0750410044819348,0.106000014243237,0,0,0,0,0,-0.0390360524112032
X1113.HK.EQUITY,0,0,0.0327392240998725,0,0,0,0,0.203435849601699,0,0,0,0,0,0,0,0.229621031026164,0.155541994215194,0,0,0.0691772535472398,0,0.0351807020738252,0,0,0,0.400792439521973,0,0,0,0.0826077707203345,0,0.109413978492008,-0.0683929826653309,0,0,0,0,-0.0254072167219207,0,0,0,0,-0.0990587550847756,0,0,0,0,0,0,0,0
X823.HK.EQUITY,0,0,0,0,0,-0.213323495307986,-0.11039056024501,0,0.0554085386313478,-0.0517942792607136,0,-0.00630571289795258,0,0,0,0.205919710011702,0.122203579511972,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0298402162956311,0.100213968417806,0,0,0,0,0,0,0.469746872291797,0,-0.0581251606847072,0,0,0,0.0622481336798428,0,0,0,0,-0.160783311509289,0
