,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X300059.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X600918.CH.Equity,X000166.CH.EQUITY,X2881.TT.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X001979.CH.EQUITY,X1997.HK.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0.281985463950987,0.0354701106132365,0,0,0,0.311579945621335,0,0,0,0.0794912461547405,0,0,0.035565401466002,0,0,0,0,0,0,0,0,0.157619323983456,0,0,0.00926932265226965,0,0,0,0,0,0,0,0,0,0,0.120710692547757,0,0,0,0,0,0,0,0,0,0,0,-0.0274759164393031,0,0
X601318.CH.EQUITY,0,0,0.297970850475456,0,0,0,0,0,0.079008844422684,0,0,0,0.00308901332842412,0,0,0.204393322495063,0,0,0,0,0.0207648441444649,0,0,0,0,0,0,0,0,0.0818485344489024,0,0,0,0,0,0.0703782735341768,0,0,0,0,0,0.0406224287830412,0,0.0863844082049586,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.400476082119556,0.266290640811515,0,0,0,0,0,0.408959176401214,4.33680868994202e-19,0,0,0,0,0,0,0,0.0278874392450479,0,0,-0.0772454260813365,0,0,0,0,0,0,0,0,-0.00536767556875556,0.0857697469127693,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160385586056537,0
X600036.CH.EQUITY,0,0.0939904728729198,0,0,0,0.0658932489274882,0,0,0,0,0,-0.0885529951974778,0.086680294194977,0,0.142367110211546,0,0,0.234247435717399,0,0,0,0,8.67361737988404e-19,0,0.292963475570483,0.122554545992251,0,0,0,0.0294588786001675,0,0,0,0,0,0,0,0,0,0,0,0,0.00985104460231141,0,0,0,0,0,0,0,-0.182622093042439,0
X601288.CH.EQUITY,0,0,0,0,0,0,0.0162718415466137,0.495850501745337,0,-0.0834615127775795,0,0.0934863873026435,0,0,0,0,0,0.0210883284060124,0,0,0,0,0.063845122492605,0.122980671803029,0,0,0,0,0,0.0881422384452104,0,0,0.0404799457318399,0,0,0,0,0,0,0,0,0,0,0,0,0.0481728001505887,0,0,0,0.0117718850842462,0,0
X1299.HK.EQUITY,0,0,-0.0349754886656559,0,2.16840434497101e-19,0,0,-0.0397895706139903,0,0.13493411344333,0,0,0,0,0,0,0,0,0,0,0,0,0.105911370320433,0,0,0,0,0,0,0,0,0,0.0515117797740929,0,0,0,0,0.0349963504751535,0.154497358946307,0,0.2518045965546,0.117693900645032,0.0694660334458839,0,0,0,0,0,0,0.257133212156757,0,0
X601628.CH.EQUITY,0.0972072815192082,0,0,0,0,0.0227491664779366,0,0,0,0,0,0,0,0,-0.256392728347923,0,0,0,0,0.238953227441805,-0.0734140251066241,0,0,0,0.0283386905890836,0,-0.138995906546342,0,0,0,0,0,0,0,0.62375095658646,0,0,0.0332311425444996,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0271242043959649
X601988.CH.EQUITY,0,0,0.0582000128693828,0.0218090975337945,0.477917903510135,0,0,0,0,0.0168130254836278,0,0,0.0803172714149338,0,0,0,0.209788060718799,0,0,0,0,0,0,0,0,0,0.0359432979602075,0.0137370992552288,0.0615216041079479,0,0,0,0,0,0,0,0.0013016852256984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.151596076546397,0.12968823236503,0,0,0,0,0,0,-0.0394977131900817,0,0,-0.0148721474989566,0,0,0,0,0,0,-0.246095945746742,0,0,0.187436649138067,0,0,0.169744332656302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208749993272136,0,0,0.143783809611481,0,0,0,0,0.169035564261185,0
X388.HK.EQUITY,0,0,0,-0.0814676274897288,0,0.229213054031248,0,0,0,0,0,-0.0435952415808121,0,0,0,-0.0562432828293626,0,0,0,0.502293305620345,0,-0.123042239396854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144797984856307,0,0,0,0,0.0795866448337189,0.04097682231192,-0.176834757731639,0,0,0,0.165872063788735,0
X601166.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0502135569203575,0.181575643491691,0,0.14736812171128,0,0,0,0,0,0,0,0,0,0,0.0204352607133241,0.198546769782632,0,0,0.364714115781188,0,0,0,0,0.0161309498115903,0,0.0103823030995701,0,0,0,0,0,0,0,0,0.00800572750953011,0,-0.0193555249854841,0,0,0,0
X601658.CH.Equity,0,0,0,-0.276507241921025,0.191729224832577,0,0.0272985619812788,0.281837500225263,0,0,0.338756344777829,0,0,0,0,0,0.354344023589658,0,0,0.248008392501142,0,0,0,0,0,0,0,0,0,0,0,-0.359556721157625,0,0,0,0,0,0.114676367656811,0,0,0,0,0,0,0,0,0,0,-0.0262173125081842,0,0.0353974008929522,0
X000001.CH.EQUITY,0,0.106947306296029,0,0.0945774841540652,0,0,0,0.237884899323122,0,0,0.314359185469803,0,0,0,-0.0652687478760685,0.0929769302103443,0,0,0,0,0,0,0.209861706975834,0,0,0,0.20102880465803,0,3.46944695195361e-18,0,0,0,-0.292966353275086,0,0,0,0,-0.135297732067875,0,0,0,0,0,0,0,-0.0398305497516433,0,0,0,0,0,0.0277971334616967
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.0322774187823057,0,0,0,-0.0169112659949,0,0,0,0.183243124430666,0.191907503091345,0,0,0,0,0,0,0,0,0,0,0,0.0792519157135071,0,0.286561628452609,0.0609851698172881,0,0,0.060331828578199,-0.0196505572171419,0,0,0,0,0,0.298302328976992,0,0,0,0.0099834437801433,0,0,0
X000002.CH.EQUITY,0,-0.0149680839605957,0,0,0,0,-0.0606517710866383,0,0,-0.138032841372076,0,0.0656984240583953,0,0,0,0,0,0,0,0.0201309891987694,0,0,0,0.168809598848126,0,-0.064154426640361,0,0.0988145263847194,0,0,0.475516082013295,-0.219676559488782,0.0628762278576077,0,0,0,0,0.0403749359535982,0,0,0,0,0,0,0.298909183328511,0.0811719507703706,0,0,0,0,-0.0750036636773425,0
X601601.CH.EQUITY,0,0.547254983361249,0.0340351676670375,0,0,0,0,0.15288843961979,0,0,0,0,0.207989856746622,0,0,0,0,0,0,0,0.152203205511515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0507030038701458,0,0,-0.0739141002089322,0,0,0,0,0,0,0,0,0,0,-0.0128071778830935,0
X601328.CH.EQUITY,0,0,3.46944695195361e-18,0,0,0,0.0138282589418954,0.0640025980900772,0,0,0,0.152472985322819,0,0,0,0,0,0.325539089733728,0,0,0,0,0.0236418045204955,0.0304033953038128,0.0956595056747901,0,0,0,0,0,0,0,0,0,0,0.104742089995363,0,0.119396086805129,0.00407549036908454,0,0,0,0,0,0,0,0,0,0,0,0.067031706584346,0
X600000.CH.EQUITY,0,0,0,0.10919452306782,0,0,0,0,0,0,0,0,0,0,0,0,0.434893376200723,0,0,0,0,0,0,0.0844760186102406,0,0,0,0,0.0240826310263037,0,0.0453614795709936,0,0,0,0,0,0,0,0,0.0619731547307467,0,0,0,0,0,0,0.0329062097124584,0,0,0,0,0
X601066.CH.EQUITY,0,0,0.0410816861075615,0,0,0,0.0351226558980499,0,0,0,0,0.0885716925085241,-0.0517115897921546,0.59655584605423,0,-0.116378680673196,0,0,0,0,0,0,-0.133279799585493,0.141824897297958,0,0,0,0,0,0,-0.0665984986940476,0,0,0,0,0,0,0,0,0.186974143351003,0,0,0,0,0,0,0.0507129041185252,0,-0.0530052122633509,0,0,-0.138808748744295
X300059.CH.EQUITY,0,0,0,-0.0360418651518375,0,0,0,0,0,0.049896046977876,0,0.0791415252661954,0,0.218129722764034,0,0.0558391933167063,0,0,0.106421490195947,0,0,0,-0.105066253691342,0,-0.0652574826553057,0,0,-0.0329503236076599,0.0149562073614773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225399777992687,0.153162181695064,0,0,0.233152125369267,0,0.145325237722654,0,0
X601319.CH.EQUITY,0,0.0587675958972331,0.214911461396047,0.0011352104530263,0,0,0,0,0,0,0,0,0,0.229312467720024,0,0,0,0.0699008622739892,0,0,0,0,0,0,0,0,0,0,0,0,0.00981067750264576,0,0,0,0.149242647922501,0.0186059557031935,0,0,0,0,0,0,0,0,0.0337426846413547,0,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0.0111960156025451,0,0,0,0,0,0,0,0,0,0,0,-0.0464513506070832,0,0,0,0,0,0,0.123487667874816,0.0820829176121062,0,0,0.0380482903185305,0,0,0,0,0,0,0,0,0,0,0,0.0938093141003487,0.252757610435876,0.505402697815995,0,0,-0.062114758037437,0,-0.504766263782407,0,0.12663169923358,0,0
X11.HK.EQUITY,0,0,-0.0868722587477013,0,0,0,0.0860767448287219,0,0.792112226993817,0,0,-0.0429049024849601,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0979915165818589,-0.0316704023028608,0.0400326736221657,0.036301624432247,0,0,0,0.124433623531582,0,0,0,0,0.104887645156441,0,0,0,0,0,0,0,0,0,0,0,-0.00871710503705354,-0.0509837669213416,0
