,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X601066.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0.144149308364898,0,0.0166083878213018,0,0,0,0,0,0,0.283186360902987,0.244023410276485,0,0,0,-0.0941494245665736,0,0,0,0,0,0,0.0185856205741213,0,0,0,0,0,0,0,0,0.26294783651939,0,0.0249985609187434,0,0,0,0,0.0403634426059204,0,0,0.0600130109263033,0,0,0,0.0207655559934329,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.0496822370570879,0,0,0.225343012099858,0,0,0.152464506463794,0,0,0,0.0577737790270001,0,0,0,-0.111901593914392,0,0,0.00296487663531029,0,0,0,0,0,0,0,0,0,0,0.174682873081958,0,0,0,0,-0.289392447392531,0,0.30697957661167,0.0345594513961925,0.181056262456848,0,0,0,0,0.0847595458194926,0,0,0
X601939.CH.EQUITY,0.482639989858221,0,0,0,0,0.179166051942415,0,0,0,0,0,0,0,0.0697534873957089,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36586224807165,-0.111113030000909,0,0,0.043722033184968,0,0,-0.0470692913205814,0,0,0,0,0
X601288.CH.EQUITY,0.589584567377239,0,0.102957857422922,0,0.0815362384330478,0.121779814350754,0,0,0.0171185761199332,0,0,0,0,-0.0722781128535521,0.0308575513185939,-0.00870223949812902,0,0,0,0,0,0,-0.0546559613303982,0,0,0,0.0208478725507602,0,0,0,0,0,0.0545049159522005,0,0.0525883177028031,0,0,0,0.187554973804339,0,0,0.0184428563793262,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0.183234145378502,0.046911314608171,0,0,0,-0.116841232390899,0,0,0.13879839083867,0.211574982137264,0,0,0,0,0,0.660979142649588,0,0,0,-0.0952786502828912,0,0,0,0,-0.166664118497526,0,0,0,0,0,0,0,0.0278192426413719,0,0,0,0,0,0,0,0,0,0,0.177794995559467,0,0,0,0,0
X601988.CH.EQUITY,0.0709026669505081,-1.35525271560688e-20,0.171638125424468,0.118400429925029,0,0,0,0,0.121958636318938,0.113306745093552,0.133421318127394,0,-0.292178826385896,0,0,0,0,0,-0.0525227902302639,0,0.26582631012046,0,0.0204212230606093,0,0,0,0.0972490036667526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0309329593445835,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.227667694453963,0,0,0,0,0,0,0,0,0,0.0827246835778668,0,0.191951413163489,0,0.116981044812014,0,0,0,0,0,0,0,0.137041983065043,0,0,0,0,0,0,0,0,0,0.179978573933461,0.0188713686278095,0,0,0,0,0.0488102261362557,5.2058933423037e-05,0,0,0,0,0,0.0556059502433302,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.0614251741535551,0,0,0.0320434085509336,0,0,0,-0.00693805949368145,-1.73472347597681e-18,0,0.15395274638963,0.229486656175336,0,0,0,0,0.181397747933609,0,0,0,0.182365001100372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167789573694152,0,0
X601628.CH.EQUITY,0.439785965194359,0.191779910286309,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,-0.0143833555393446,0.0443179721638146,0.0809253141427431,0,0,0,0,0,0,0,0,-0.01928891766295,0,0,-0.172449537038616,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126008176929873,0,-0.105788020956689,0,0,0
X601166.CH.EQUITY,0.176910860964439,0,0,0,0,0.0759745008117265,0.284649900547676,0,0,0,0,0,0,0.0791065149835083,0,0.477862026784252,0,0,0,0,0,0,0,0,0.0781160958663163,0,0.045248334915131,0.0253512411172019,0,0,0,0,0.00133191256295614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
