,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X2007.HK.EQUITY,X002142.CH.EQUITY,X601818.CH.EQUITY,X688.HK.EQUITY,X600048.CH.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X001979.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X600918.CH.Equity,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,0.284009545186529,0.00358443215984701,0.0802889315836385,0,0.0814450241517193,0,0,0,0,0,0,0,0,0,0,0.22053946178901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120523626341663,0,0.0567730202707314,0,0,0.0182206401671845,0,0.197838930247569,0,-0.0967896348224007,0
X601318.CH.EQUITY,0,0,0,0,0,6.93889390390723e-18,0,0.0570079927005703,0.0549857893066853,0,0,0,0,0,0,0,0.0111641041531853,0,0.271074133926479,0,0.321151458716555,0,1.73472347597681e-18,0.0546873829827378,0,0,0.0963742444204723,0.176623442796391,0,0,0,0,0,0,0.0688083979855147,0,0,0,0,0,0,0,0,0,0,0,0,0.011956125937152,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.331610531460244,0,0,0.0391745496876231,0,0,-0.0681025853159698,0,0,0,0,0.0182986615425383,0,0,0,0,0.0759458375112401,0,0,0,0,0.461432119286702,0.158206448903933,-0.14320994606843,0.0312587244675702,0,0,0,0,0,0,0,-0.125454903929782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.26926185511815,0,0.061637256903615,0,0,0,0.197763356221657,-0.12319944348562,0.133997798617703,0,0,-0.0505010311966418,0,0,-0.018718853695036,0.184307675909116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190387383526179,0,0,0,0,0,-0.116095550900431
X600036.CH.EQUITY,0,0.19495318281171,0,0,0,0.0455361293983198,0.0814762511318739,0.111518527494168,0,0,0,0,0,0.199569929900367,0.0529024502406166,0,0,0,0,0,0,0.0676673699137072,0,0,0,0,0,0,0.323604704240421,0,0.0634218449469594,0,0,0,1.73472347597681e-18,0,0,0,0.014525227729944,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.0900589472956708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0832002058757487,0,0,0,0,0,0,0.154146146237051,0,0,0,0,-0.0793636045898643,0,0,0.0199065613140956,0.296595315838294,0,0,0,0.535457855293357,0,0,0,-0.019577246669458,0.040543168423819,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.0321100387950847,0.0193002587541023,0.0476923191323324,0.172788690286611,0.356551358381412,0,0,0,0,0,0,0,0,0,0,0.195452757010692,0,0,0,0,0,-0.0086591711294078,0,0,0,0,0,0.076653298513326,0,0,0.0185843786944861,0,-0.118169175645139,0,0.291773890968467,0,0,0,-0.0756043415679781,0,0,0,0,0,0,0,0,0,0,0,0,0.0459762286304463
X1299.HK.EQUITY,0,0,-0.186570974719898,0,0,0,0,0,0,0.149442576486976,0,0,0,0,0,0,0.00632691045065016,0,0,0,0,0,0,0,0,0,0.0560289731446766,0,0,0,0.0170114629369763,0,0,0,0,0,0,0,0,0,0.204430394762994,0.274932196228761,0.0662333694444513,0.208682991550912,0.107583130103417,0,0,0,0,0,0,0.0879474196980967
X5.HK.EQUITY,0,0,0,0.0189210604866735,0,0,0.013385478151241,0,0,0.0311303849849211,0,0,0,0.09347957871958,0.0537519471756309,0,0,0,0,0,0,0,0.089948318710772,0,0,0,0,-0.0569429174266959,0,0,0,0,0,0,0,0,0,0,0.535200373839703,-0.0114240773767661,0,0.213781474315789,0,0.159184370279387,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,-0.195262384393379,0,0,0,0,0.0922882366093034,0,0,0,-8.67361737988404e-19,0.0330548482363466,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0.307203523502851,0,0,0.231284394459336,0,0,0,-0.00962967719980484,0,0.0501579827094427,0,0,0,0,0,-0.0326487994173409,0.258263906864951,0,0,0,0,0.182534519530484,0,-0.0512423392654208,0,0,0,0.0965345183430673,0
