,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X16.HK.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X600048.CH.EQUITY,X1997.HK.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X002142.CH.EQUITY,X17.HK.EQUITY,X600999.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0.0166659998718961,0.428176761876167,0.101586016780286,0.0844955980056499,0,0.0365664760682178,0,0,0,0,-0.00741257492180837,0,0.0388187363475886,0,0,0,0.0630986590181456,0.0472099355447065,0,0,0,0,0,0.107515932331482,0,0,0,0,0,0.0134208839007169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0150056068235164,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.0815304688175268,0,0,0.0385247426914595,0,0,0,0,0,0,0,0.197403432453864,0.0283874531405426,0,0,0,0,0,6.93889390390723e-18,0.0552239400373146,0.101050625371262,0,0,0,0,0,0,0,0.127974925211567,0,0,0,0,0.318750319565844,0,0,0.0293398691972669,0,0,0.0206497184365185,0,0,0,0,0
X601939.CH.EQUITY,0.344337880155566,0,0,0.144763990093236,0,0.186318336687656,0,0,0,0.0487868370154038,0.0961241381943198,0,0,0,0,0,0,0,0,0,0,0.00105398864655034,0,0,0,0,0,0,0,0,0,0,0,0,0.0598062308447188,0,0,0,0,0,0.0109371901757287,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.421029892742673,0,0,0,0,0,0,0,0,0.213079743498961,0,0,0,0,0,0,0,0.0930003041676577,0,0,0.104492605191118,0,0,0,0,0.0529675800692763,0,0.0428136704582444,0,0.0799525543207062,0,0,0,0,0,0,0,0,-0.0364169018871879,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.464861689713125,0,0,0,0,0,0,0,0,0,0,0.14547350394353,-0.37217536035599,0,0,0,0,0,0,0,0,0,0,0,0.120517436945249,0,0,-0.591583852374998,0,0.440170545383933,0,0.0301594167712373,0,0,0,0,0,0,0,0,-0.282692951327219,0,0,0,0,-0.316268536081888
X601988.CH.EQUITY,0,0,0.318423974150123,0,-6.93889390390723e-18,0,0,0,0.0168316346119583,0,0,0,0,0.0909856421038594,0,0,0,0.0505281145740181,0,0,0,0,0.558451751300695,0.0304673308026465,0,0,0,0,0,0,0,0,0,0.0238474109852047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040098413373211,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0145296119995162,-0.0244613387944539,0.202849561251202,0,0,-0.0232426788893301,0,0.0579893775192315,0.0221668041303746,0,0,0,0,0,0.473637701990604,0,0.117563836198413,0,0,0.101142839858666,0,0,0,0,0,0,0,0,-0.0229070144991903,0,0,0,0.0498807478065019,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0.10398915725439,0,-0.0667547652503508,0,0,0.259459811981274,0,0,0,0.0860611868728459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.341990200289515,0,0,0
X601628.CH.EQUITY,0,0,0,0,0.0253717677538914,0,0,0,0,0,0.195600771706711,0,0,0,0,0.00461037918493795,0,0,0,0,0,0,0,0,0,0,0.0436820067287774,0,0,0,0,0,0,0,0,0,0.225195472027796,0,0,0,0.172053578102682,0.156518510365681,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0.156293334941019,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0.100042248135851,0,0,0,0,0,0,0.0224581609822025,0.0885767250928725,0,0,0,0,0,0.112203799956802,0,0,0,0.0610224411664859,0,0,0,0.0577988333946391,-0.0245863163232828,0,0,0,0.166975508785891,0.2461758803656,0,0,0,0,0,0,0,0.021331522231883,0,0
