,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X267.HK.EQUITY,X388.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X000001.CH.EQUITY,X1113.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1997.HK.EQUITY,X601211.CH.EQUITY,X601066.CH.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X002142.CH.EQUITY,X17.HK.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0.671019476975202,0,0,0,0.00881336344070358,0,0,0.0494996392539732,0,0,0.0995840638512148,0,0,0,0,-2.16840434497101e-19,0,0.0272999769545182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0266972277273767,0,0,0,0,0.0564068323761967,0,0,0,0,0,0,0,0,0,-0.00824757403750763
X601318.CH.EQUITY,0,0,0.0649219728628454,0.179104681656589,0,0,0,0,0.0714779138309605,0,0,0,0,0,0,0.0488396085348232,0,0.161460088812198,0,0.0139504399413091,0,0,0,0,0,0,0,0,0.0994322237256789,0,0,0,0.0288860463419941,0,0,0,0,0,0,0,0.164300750323451,0,0,0,0.0249059567368857,0.0588633921773584,0.0612819778815801,0,-1.73472347597681e-18,0,0
X601939.CH.EQUITY,0.147415811208332,0,0,0.324530522435895,0,0.242410877885922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0110093272244012,0,0,0,0,0,0,0,0.134811979615278,0,0,0,0.068924611509138,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0230842335021033,0,0,0,0
X601288.CH.EQUITY,0.164822037090978,0,0.090316422539468,0,0,0,0,0,0,0.15525274127356,0,0,0,0,0,0,0,0.128164350765366,0,0,0,0.0277262296848919,0,0,0.0118149951602174,0.291772140345241,0,0.0427501687463529,0,0.0569865053556798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0
X5.HK.EQUITY,0,0.202589400331968,0,0,0,0.0413228898443437,0,0.366508981713582,0,0,0,0,0,0,0,0,0.245892471110112,0,0.115686315645657,-0.134650666207193,0,0,0,0,0.362445940786632,0,0,0,0,0.057142541936636,0,-0.0114258415469068,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.637757922415893,-0.223410485477414,0,0,0,-0.183620316495513
X601988.CH.EQUITY,0,0,0.0601321549869674,0,0.0721233256430848,0,0,0,0.0239805412559853,0,0,0,0.027063703746388,0,0,0,0,0,0,0,0,0,0.624023766166521,0,0,0,0,0,0,0.0866948415890169,0,0,0,0,0,0,0,0,0,0,0.0460333466151383,0,0,0,0,0,0,0,0.0662830083640971,0.1040190638144,0
X600036.CH.EQUITY,0,0.0098157283475608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.784532559157282,0,0,0.00547506730612234,0.0704150644207145,0,0,0,0,0,0,0,0,0,0,0,0,0.0148276019797293,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.0228631733611997,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0.23164184987306,0,0,0,0.221714100148963,0,0,0,0.156360847157638,0,0,0.0215197721520496,0,0,0,0,0,0,0,0.0401794777014782,0,0,0,0,0,-0.0186548027263494,0,0,-0.00877953182648177,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.130730351506467,0,0.0921748890107955,0,0,0,0,0,0,0,0,0,0,0,0.0396371405274852,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.360316827927459,0,0,0.0456160253969148,0,0,0.0801793063501725,0,0.105936613628038,0,0,0,0.0339937780701398,0,0
X601328.CH.EQUITY,0,0,0.00357471348339834,0,0,0,0.180019728135298,0,0,0,0.0299198433623238,0,0,0.145947836837315,0,0,0,0,0,0,0,0.268083638425636,0,0,0,0,0,0,0.0329434143112093,0,0,0,0.0348927066834183,-0.0070632997529462,0,0,0,0,0,0.0709704903305294,0.251641255928805,0.0430987601437356,0,0,0,0,0,0,0,0,-0.00398434045975062
