,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X2881.TT.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600999.CH.EQUITY,X2886.TT.EQUITY,X1997.HK.EQUITY,X600918.CH.Equity,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0.125452712588344,0,2.16840434497101e-19,0.0936815143601571,0,0,0,0,0,0.0757043610016793,0,0,0,0,0,0,0,0,0,0,0,0,0.202987958179301,0,0.292557910300259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137088551148313,-0.0431936546883479,0,0,-0.231017268549836
X601939.CH.EQUITY,0.14572323814728,0,0,0.39620186208407,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0.115887975745558,-0.0407405782558302,0,0,0,0,0,0.00688698834899717,0,0,0,-0.101842626989113,0.314581790151067,0,0,0,0,-0.130262128838262,0,0,0,0,0,0,0,-0.0190752141110266,0,-0.0424416464162965,0,0,0,0,0,0,0.172493509919492,0,0,0,0
X601318.CH.EQUITY,0.0577067832034747,0,0,0,0.246165620864151,0.187319736645458,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107947030275179,0,0,0,0.136947664666332,0.0121640315085939,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.0650026797560654,0,0,0,0,0.0466660122334368,0,0,0,0,0,0,0,0,0,0,0,-0.0213552176202958
X601288.CH.EQUITY,0,0.261574645638777,0.0777500082684865,0,0.226132510026288,0,0,0,0,0,0.370469123981461,0,0.174921620756165,0.0438282518288614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0176074167142986,-3.46944695195361e-18,0,0,0,0,0,-0.0427164886983277,0,0,0,0,2.16840434497101e-19,0,-0.123645622797922,0,-0.0600225338227893,0,0
X601988.CH.EQUITY,0,0.122453808411782,0,0.370375975682672,0,0,0.00368195153340973,0,0,0.2774229969003,0,0,0,0,0,0.106224839923031,0,0.102352954680659,0,0,0,0,0,0,0.178332455736679,0,0.0863981838658726,0,0,0,0,0,0,0,0,0,0,0,-0.58759674860585,0,0,0,0,0,0.0748626803011358,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.175164098598142,0,0,0,0,0,0,0.0971596238068422,0,0,0,0.03547398719806,0,0,0,0,0.175201289442851,-0.00177156928658436,0,0,0,0,0.181253289902207,0,0,0,0,0,0,0,0,0.369973354838291,0,0,0,0,0,0,0,0,0,0.0430014646725337,0.00828177697363932,0,0.0893557415166982,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131097448261174,0,0,0.373020989319932,8.67361737988404e-19,-3.46944695195361e-18,0,0,0,0.00749409220919766,0,0,0,0,0,0,0,0.0441561952304549,0,0,0,0,-2.16840434497101e-19,0,0,0,0.291457275168127,0,0,0.0289319712121197,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.104584495896772,0,0,-0.0110928829628606,0,0,0,-0.356866284359103,0.563570849260943,0,0,0,0,0.640181357930469,0,0.105666774494631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245346772954286,0.0126136678183734,0,0,0
X601628.CH.EQUITY,0,0.026029746634999,0,0,0,0.185436587250172,0,0,0,0,0,-0.141814193432497,0,0,0,0,0.104495243773314,0,0,0,0,0.180009437837583,0,0,0,0,0,0,0.137451282385156,0,0,0,0.0747756208358972,-0.14494903700786,0,0,0,0,0,0,0,0.117507348024645,0,-0.00777953866642117,0,0,0,0,0,0.0897423807115549,0.133795626441445,0
X601658.CH.Equity,0,0.145501273854663,0,0,0.0151742512354087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.394244726970713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187780894575402,0,0,0.111774963681884,0,0,0,0,0,0,0.00876939229684706,0,0,0,0,0,0
