,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X001979.CH.EQUITY,X1997.HK.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0.313805049285603,0,0.000437822646408195,0,0,0.35427608603457,0,0,0,0,0,0,0,0.0209644286428518,0,0,0,0,0,0,0,0,0.173983119573874,0,0.0226148559940981,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0.105800599736319,0,0,0,0,0,0,0,0,0,0,0,-0.0307964695845811,0,0
X601318.CH.EQUITY,0,0,0.123529880293712,0,0.0219130301127684,0,0.162856226779848,0,0.177833280235505,0,0,-3.46944695195361e-18,0.0871981123636409,0,0.128816707989407,0,0,0.0381429524815191,0,0,0.218649467643349,0,0,0,0,0,0,0,0.104858246957872,0,0.104706564874155,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0.0423057835777265,-0.120891196577698,0,0,0,0,0.0572676885474709,0,-0.0273178535434119,0,0
X601939.CH.EQUITY,0.413344324113884,0.297502903697992,0,0,0,0,0,0.42529270334743,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0930871723211105,0,0,0,0,0,0,0.103056652303583,-0.0065263716274197,0,0,-1.73472347597681e-18,0,0,0,0,0,0,-0.0297812705266029,0,0,0,0,0,0,0,0,0,0,0.151970117000384,0
X601288.CH.EQUITY,0,0,0,0,0,0.00229896182887915,0,0.526823078365618,0,0,-0.0759876230720766,0.0569205199409008,0,0,0,0,0,0,0,0,0,0,0.0639982460516535,0,0.160762283784545,0,0,0,0.10226276250843,0,0,0,0.0447522496979401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0402124007107004,0,0.0180039250497621,0.0102004427611484,0
X600036.CH.EQUITY,0,0.0476438057598097,0,0,0,0,0.0789405273900559,0,0,0,0,-0.0649316447526233,0.0579354307698342,0,0,0.149873318547671,0,0.270252406829208,0,0,0,0,0,0.216716572599043,0,0.157372518172276,0.0296939871581604,0,0.0779844343671658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0599107065868589,0,0,-0.229115555691393,0
X601628.CH.EQUITY,0.0497493967412484,0,0,0,-0.0134009271074776,0,0,0,0,0,0.00911181289607209,0,-0.0953649560068516,0,0,-0.224599182232649,0,0,0,0,0,0.190369699391398,0,0.13914864074886,0,0,-0.0658780141274308,0,0,0,0,0,0,0.0752683128412367,0.562906197238788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0519350243656281
X1299.HK.EQUITY,0,0,-0.0198595289973409,0,0,0,0,-0.115183375584297,0,0,0.122781762983309,-0.0356260076335251,0,0,0.0396937333540704,0,0,0,0,0,0,0,0.125521529807894,0,0,0,0,0,0,0,0,0,0.0903246573700253,0,0,0.0102672278083543,0,0.10384425130319,0,0.105733536447265,0.156364506273137,0.0595984781021483,0.12049670093777,0,0,0,0,0,0,0.294981098657132,0,0
X601988.CH.EQUITY,0.138710419132423,0,0.0945434177744407,0.373312296517355,0,0,0,0,0,0,0,0,0.223199186746039,0,0,0,0.111011155567838,0,0,0,0,0,0.0173403393836457,0,0,0,0,0,0,1.73472347597681e-18,0.120503776343159,0,0,0,0,0,0.0108943638783128,0,0,0,0,0,0.00592897291808874,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.107820523956037,0,0,0,0,0,0,0,0,0,0,0,-0.122148455487233,0,0,0,0,0,0,0.228554555430656,0,0.183819038544759,0,0,0.134669097474247,0,0,0,0,-0.0097940886660531,0,0.0800590318727679,0,0,0,0,0,-0.0406013755291424,0.073356058686688,0.221452810774464,0,0.251980289237361,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.0391488206423112,0,0.0843666693896304,0,0,0,0,0,0,0.0161542389417115,0.223861496662894,0,0,0.128267058295936,0,0,0,0,0,0,0,0,0,0,0.0693236176617195,0,0.40279252303018,0.0741087097979207,0,0,0,0,0.0877843212382954,0,0.0365222055898285,0,0,0,0,0,0,0,0,0,-0.0040860178121577,0,-0.133084658838037,0,0,0.0237455267700967
