,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X600926.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600958.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601788.CH.EQUITY,X601881.CH.EQUITY,X600918.CH.Equity,X601696.CH.Equity,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X267.HK.EQUITY,MKRturn,TED
X000001.CH.EQUITY,0,0.0635073221497872,0,0,0,0.358082267929934,0,0,0,0,0,0,0.102723168204255,0,0,0.487402359889503,0,0,0,0,0.0631675722010585,0,0,0,0,0,0,0.00224245814749395,0,0.136657146526518,0,0,0,0,0,0,-0.214923764502872,0,0,0,0,0,0,0,0,0,-0.00167977482787524,3.46944695195361e-18,0,0,0.0303992405925805,0
X002142.CH.EQUITY,0,0,0,0,0,0.703268047434288,0,0,0,0,0,0,0,0,0,0,0,0.149032630175014,0,-4.33680868994202e-19,0,0,0,0,0.130877198933464,0,0,0.0986273034092619,0,0,0,0,0,0,0,0,0.0114846534632228,0,0,0,0,0,0,0,0,0,-0.21328804911046,0,0,-0.260121942501632,0.0781520030358422,0
X600000.CH.EQUITY,0,0,0,0,0,0.397874542086248,0,-0.0412011780354201,0,0,0,0,0,0.530585363188927,0,0,0,0,0,0.24970025367728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.189113334423718,0,0,-0.0898423387305766,0,0,0,0.0498549600487256,0,-0.0088677741675344,0.0433311458065957,0
X600015.CH.EQUITY,0,0,0.0452096293263981,0,0,0.242191628578493,0,0,0,0.0863221894506908,0,0,0,0,0.00213442336950334,0,0,0.094131800072835,0.0857655338953269,0.225729814029726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0489548553901884,0,0,0,0,0,0,0,0,0.011419348873028,0,0,0.0114403664618554,0.0382403625852402,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0.0741490828337056,-3.46944695195361e-18,0,0.058045028713639,0.0527352407918506,0,0,0,0,0,0.316126230185662,0.150582210628685,0,0,0,0,0,0,0,0,0,0,0,0,-0.0699970425095644,0,0,0,0,0,0,0,0,0,0,0,0.216948260821123,0,0,0,0,0,0.0316667579213303,0,0
X600036.CH.EQUITY,0.214396371544008,0.151010031752178,0.0933514941045252,0,0,0,0.123279141393942,0,0.0436422220525251,0,0,0.0157418926789718,0,0,0,0,0,0.0610525161370728,0,0,0.0566459789616284,0.0341653966496877,0,0,-0.0331376779721748,0,0,0,0,0,0,0,0,0,0,-0.0525568573271711,0,0,0,0,0,0.260001091225972,0,0,0,0.0516784872031568,0,0,0.014813763093129,0.0647643343253455,0,0
X600919.CH.EQUITY,-0.00734722588940311,0,0,0,0,0.154208978149322,0,0.0630038413826471,1.38777878078145e-17,0,0,0.641953407021905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0419598269351794,0,0,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0.220142863769902,0,0,-0.0111701591978904,0,-0.0414116898047376,0,0
X600926.CH.EQUITY,0,0,0,0,0,0,0.136235523047701,0,0,0,0,0,0.321553802187886,0,0,0,0,0.0567551895847563,0,0,0,0,0,0,0,0,0,0,0,0,0.090411032747542,0,0,0.184381995883151,0,0.0219208413479148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601009.CH.EQUITY,0,0,0,0,0,0.446762855315062,0.0561621011579297,0,0,-0.0763462843174835,0,0,0,-2.16840434497101e-19,0,0,0,0.0525905068844183,0,0.314032731388967,0,0.0107726040203775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.222808221225725,0,0.00703411041414615,0,0.154762868006005,0,0,0,0,0.191308508213115,0,0
X601166.CH.EQUITY,0.064625114708404,0,0.0688859455856667,0,0.0246654980735956,0,0,0.123517190426021,0,0,0,0.0159723570003692,0,0,1.38777878078145e-17,0.251451544321519,0,0,0,0.0437728337141096,0,0,0,0,0,0,0.193694788624768,0,0,0,0,0,0.0169110100505719,0,0,0,0,0,0,0,0,0,0,0,0.0314764998838326,0,0,0,0.0394908377779227,0,0,0
X601169.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.14984713696255,0,0,0,0,0,0,0,0.0867667985498637,0,0,0,0,0,0.0109978203939403,0.193411299283508,0,0,0,0.170224103598065,0,0,0.0487582521955063,0,-3.46944695195361e-18,0,0,0.0539209799956123,0,-0.0408209403552019,0.108594594477756,0,0,0,0,0,0,0,0,0,0
