,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600061.CH.EQUITY,X600837.CH.EQUITY,X600958.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X601901.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000069.CH.EQUITY,X267.HK.EQUITY,MKRturn,TED
X000001.CH.EQUITY,0,0.0147357966419475,0,0.0192317625393017,0,0,0,0,0.256653057235051,0,0,0,0.28487109217834,0,0,0,0,0.0314021473616988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0285471233169356,0,0,0,0,0,0.00342486647298705,0,6.93889390390723e-18,0,0,0.158031603961858,0,0,0.124191219444642,0.0502934482760453,0,0
X002142.CH.EQUITY,0,0,0,0.21551621161517,0,0.0835341349680197,0,0.428700470292404,0,0,2.77555756156289e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0181614662222375,0,0,0,0,0,0.0722373584765584,0.145087097158618,0,0,0,0,0,0,0,0,0,0,0.0146917186449399,0,0,0,0,0,0,0
X600000.CH.EQUITY,0.14679308416493,0,0,0,0.162694656975465,0.14926074309395,0,0.215905363486746,0,0.0532814157429718,0.0187571239011748,0,0.0151519726330773,0,0,0,0,0,0,0,0,0,0,0,0.156852219282491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0335445693452548,0,0,0.0216147839675521,0,0.0103309745705174,0,0,0,0
X600015.CH.EQUITY,0,0,0,0,0,0,0.639883009642023,0,0,0.0824886440843143,0,0,0,0,0,0.0218719323525747,0,0,0.081769328651618,0,0,0,0,0.0418018927621375,0.080507993750353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044196928237274,0,0,0
X600016.CH.EQUITY,0,0,0,0.101351356591352,0,0,0,0,0.186047127235264,0,0,0.0186559575468871,0.272782616190337,0,0,0,0,0.158279894245094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0670565755366776,0,0,0,8.67361737988404e-19,0,0,0
X600036.CH.EQUITY,0.36820591745531,0,0.331112415970014,0,0,0,0,0,0.0569893990723367,0,0,0,0,0,0,0,0,0,0,-0.0562267453275774,0,0,0,0,0,-0.0451137036613354,0,0,0,0,0,0,0,0,0,0,0,0.055997269767467,0.089099441896139,0,0,0.0127805236348874,0,0.0645630386955937,0,0,0,0,0,0
X600919.CH.EQUITY,0,0,0,0.267792343497354,0,0,0,0,0,0,0,0,0,0,0.0427853429311397,0,0.283937722631982,0,-0.0148645423456664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267807318141762,0,0,0,0.0218417403832594,0,0.0803360510442831,0,0,0.017165928277444,0,0,0,0,0,0,-0.00245297264217013
X601009.CH.EQUITY,0,0.230367028848552,0,0,0,0,0,0,0.370973645399721,0,0,0,0,0,0,0.166552530535438,0,0,0,0,0,0,-0.130330801060471,0,0,0,0,0,0,0,0.129651124858417,0,0,0,0,0,0,0,0,0.0325105836745252,0,0,0,-0.0905897134777338,0,-0.0718754756815192,0,0.260237968526972,0,0
X601166.CH.EQUITY,0,0.0305135062237234,0,0,0.172405733002987,0.142317646598834,0,0.117908156815289,0,0,0,0,0.037107149168572,0,0,0.13838014356374,0.0167900560008903,0,0,0,0,0,0,0,0,-0.0307022351780195,0,0,0,0,0,0,0,0,0,0,-0.00233577780159413,0,0.140951407723327,0,0,0,0.0831764784873282,0,-0.0477423604359232,0,0,0,0.0628683477343543,0
X601169.CH.EQUITY,0,0,0,0.0636810650817971,0,0.108382667805525,0,0.00586138608823455,0,0,0.0953585134115677,0,0.0500005755442668,0,0,0.0537300393232059,0,0.0840264982810909,0,0,0,0,0,0,0.212853066397075,0,0.105421454825324,0,0,0,0,0,0,0,0,0,0,0.0151515697691077,0,0,0.0679827229119968,0,0,0.0657465145007604,0,0,0,0,0,0
