,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600958.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601236.CH.EQUITY,X601688.CH.EQUITY,X601788.CH.EQUITY,X601881.CH.EQUITY,X600918.CH.Equity,X601696.CH.Equity,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X267.HK.EQUITY,MKRturn,TED
X000001.CH.EQUITY,0,0,0.0562375428182928,0,0.0109669396286545,0.186666167681457,0.207396083633112,0.019998417058708,0,0,0,0,0,0,0,0,0,0,0.0978247283337816,0,0,0,0.00328805133295304,0,0,0,0.196400132613515,0,0.0363709878600839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0932964948857491,0,0,0
X002142.CH.EQUITY,0.0148721177916762,0,0,0,0.139004581599129,0.378264872493052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0214686849087747,0.272339862042908,0.059109293068171,-0.130660046524224,0,0,0,0,0,0,0,0,0,0,0,0.136589393201897,0,0,0,0.0747214169160352,0,0,0.318302379523519,0,0,-0.279498988592818,0,0,0,0,-0.0728848424802523
X600000.CH.EQUITY,0,0,0,0.323103942307771,0,0.122971170759515,0,0,0,0,0,0.0393047214509837,0,0,0,0,0.370442421235648,0,0,0.171879869037419,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170257903911276,0,0,0,0,0,0,0,-0.065856934983016
X600015.CH.EQUITY,0,0,0,0,0,0,0.504197409872187,0,0,0,0,0.0742466654437594,0,0,0,0,0.213076756730043,0,-0.0151306505999806,-0.0500957913456495,0,0,0.226504982631634,0,0,0.0635160691510963,0,0,0,0,0,0,-0.133911581035825,0,0,0,-0.0365510112679347,0,0,0,0,0,0,0,0,0,0,0,0.0719568301889767,0,-0.0353964931619512,0
X600016.CH.EQUITY,0,0.234048941737302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0991201682942832,0,-0.0516595691166088,-0.0480894924156957,0.700652669542807,0,0,0,0,0,0,0,0.0593227248218378,0,0,0,0,0,0,0,0.0501777982603473,0,0,0,0,0,0,0,-0.242867578067885,0,0,0,0
X600036.CH.EQUITY,0.0291148687882135,0.104321317509965,0.134598563538655,0,0,0,0,0,0,0.0103335490173409,0.360640737801265,0,0,0,0,0,0,0,0,0.0782689833628912,0.0600853564181951,0,0.00103008773032873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0336952624754245,0,0,0,0,0,0.0337803172286803,0,0.0437429095665311,0,0
X601009.CH.EQUITY,0,0,0,0.810974095339291,0,0.0773628938072383,0,-0.105110785921045,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0642593913691437,0,0,0,0,0.077308508659197,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.168852952939539,0,0,0.113677292927314,0,0,0.0582035767581097,-0.00633218971526947,-0.0157848566874485,0,0,0
X601166.CH.EQUITY,0,0,0.0696804766822616,0,0.0685675362333165,0.111781939275119,0,0,0.296185937574125,0,0.029469334664523,0,0,0,0,0.277376851085621,0.0489893085261141,0.0436096971619688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0317404920716338,0,0.0434376747772688,0,0,0,0.0446475362755806,0,0,0.044285495910243,0,0,0,0,0.0282187529721304
X601169.CH.EQUITY,0,-0.0200207152447001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.748720314201509,0.11270048130128,0,0,0,0,0,-0.0290135483973264,0,0,0,0.0267262611901365,0.0127971608394506,0,0,0,-0.0441873094336955,0,0,0.0582489427760103,0,0,0,0,0,0.000264041645304279,0,0,0,0,0,0.070593621980961,0,0,0,0,0
X601229.CH.EQUITY,0,0,0,0,0,0.0804996100538012,0,0,0,0,0,0,0.764898762023806,0,0,0,0,0,0,0,0.26233200721382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.347246735142338,0,-0.0930884200656909,-0.0752843586153331,-0.0974203206603923,0,0,0,0,0,-0.0659965883208053,0,0,-0.146735776868033,-0.0617752149185839,0.137010047243934,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.828871979750929,0,0,0,0,0.0549230478092591,0,0,0,0,0.0882454158176997,0,0,0.0316131327139023,0,0,0,0,-0.00780303386309149,0,-0.00138044664308847,0,0,0.0630489476573618,0.0562354025450615,-0.204367687998242,0,0,0.0129587379676164,0,0,-0.016201482236427,0,0,0,0,-0.0309270932173964,0
X601328.CH.EQUITY,0,0,0.0848898794423927,0,0.39057388539205,-3.46944695195361e-18,0,0,0.0055989687015266,0.0783688145853685,0.140373008851366,0,0.108331943446325,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0253946114651619,0,0.0533786736618682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601398.CH.EQUITY,0,0,0,0,0,0.143541027532613,0,0,0,0,0.0484207979305348,0,0,0,0,0,0.617024616483798,0,0,0,0,0,0,0,0,0,0,-0.358173980539823,0,0,0,-0.149588109395596,0,0,0,0,0,0,0.0986106169918455,0,0,0,0,0,0,0.0030401958834362,0,0.149308728980738,0,0.00689817625802314,0,0
X601818.CH.EQUITY,0,0,0.0909564343923348,0,0,0,0,0,0,0,0.311917706585149,0.0434873909443437,0,0,0,0,0,0,0,0,0,0,0,0.00979144832490994,0,0,0,0.0283658406754468,0,0,0,-0.0256124233386947,0,0,0.129635283097982,0,0,0,0,0.0883082125106872,0,0.0853344298487102,0.0409883168107959,0,0,0,0,0,0,0.0513621497422442,0,0
X601939.CH.EQUITY,0.0676923638557786,0,0,0,0,0,0,0,0,0,0.790153066153027,0,0,0,0,0,0,0,0,0.0517413707282466,0,0,0,0,3.46944695195361e-18,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0248624396278766,0,0,0,0,0.139574662519908,0,0.00835396095289679,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,0,0,0,0,0.94605486654192,0,0.0512040839128631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0567178414815951,0,0,0,0,-0.0552250199733598,0,0,0,0,0,0,0.141175138697381,0,0,0,0,0,0,0,-0.0810306291604773,0,0,0.0238153957647581,0,0.0391323829069575,0
X601998.CH.EQUITY,0,0,0.0214793048948275,0.0316618825627034,0,0,0,0,0.515245042951787,0,0,0,0.240736185723823,0,0,-1.73472347597681e-18,0,0,0.024879798529043,0,0,0,0.00179657007628033,0,0,0.164614977849436,0,0,0,0,0,0,0,0,0.0417884497999584,0,0,0,0,0,-0.056758975346141,0,0.0547829568774254,0,0,0,0,0,0,0,-0.0833584781604801,0
X601658.CH.Equity,0.199111287514878,0,0,0,0,0,0.039192950235281,0,0,0,0.223649948873264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0833596742447295,0,0,0,0,0,0,0,0.0482433409360943,0,0,0,0,0,0,0,0,0.0893904132223335,0,0,0,0,0,0,0,0,0.0754564216743038
X11.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.15723692567279,0,0,0.140231949254636,0.443127849582008,0,0,0,0,0,0,0,0.116369354986007,0,0,0,0,0,0.00447357163400584,0,0,0,0,0,0,0,0,0,0.0563604205931766,0,0.111363965156515,0,0,0,0,0.0232123747926829
X2388.HK.EQUITY,0,0,0,0,0.0254216063827285,0,0,0,0,0.100557712350181,0.0313070350778962,0,0,0,0,0,0,0,0.387272253563123,0,0,0,0,0,0.110363647799653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.146921868932841,0,0,0,0,0,0,0.179627542805934,0,0,0.0377600795196088,-0.178432074380717,0
X5.HK.EQUITY,0,0,0,0,0,0,-0.174221620393632,0,0,0.0863707379911348,0,0,0,0,0,0,0,0,0.480866479447265,0.242574327966528,0,0,0,0.0027072736768287,0,0,0,-0.0494790307340059,0,0,-0.0791240186585317,0,0,0,0,0,0,0,-0.141040383047951,0,0,0,0,0,0,0,0,0.0520520431044833,0.0126498307344518,0,0.0738897100624358,0
X2884.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00963713176774768,0,0,-0.0532257902602132,-0.0112195741778722,0,0,0,0,-0.184890881558828,0,0,0,0,0,0,0.985788523027319,0,0,0,0,0,0,0,0,0,0,-0.196457177764459,0,0,0,-0.067624196548339,0,0,0,0,0.259374775016741
X2886.TT.EQUITY,0,0.301842777096152,0,0.190717141954767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144519324131884,0,0,0,0,0,0,0,0,0,0.608071273911854,0,0.0566599665252519,-0.68785332675098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.140912286684732
X2891.TT.EQUITY,0,0.0618798964283905,-0.309535950174228,0,0.732150747980295,0,0,0,0,0,0,-0.195702280736845,0,0,0,0,0,0,0.149067989269968,0,0,0.014790620493128,0.0466899603777142,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0393457538627582,0,-0.0808808865731231,0,0,0,0,0,0,0,0,0.307492139496394,0.0302890721247005,0.0228830677778379,0.241020367616868,0.0714417162630066
X000166.CH.EQUITY,0.0955930128390877,0,0,0,0,0,0,0,0,0,0.0193543485230433,0,0,0,0.0160074903596662,0,0,0,0,0,0,0,0,0,0,0.137357895794595,0,0,3.46944695195361e-18,0.128540691922996,0.043431706811524,0,0,0.192547601809239,0,0,0,0.112111319951325,0.128402131243364,0,0,0,0,0,0,0,0,0.0219839281388647,0,0,0,0
X000776.CH.EQUITY,0,0,0,0,0.178744878571013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117131294582353,0,0,0,0,0.200406820293938,0.0123193122096203,0,0,0.162253889511653,0,0.0145751992690222,0,0,0,0,0,0,0.423048578108997,0,0,0,0,0,0,0,-0.0352626875258976,0
X002736.CH.EQUITY,0,0.0978950943912456,0,0,0,0,0,0,0.162518441664417,0,0,0.0298309539087661,0,0,0,0,0,0,0,0,0,0,0,0.0886045787065838,0.122214511243748,0,0,0,0,0,0.351534476052484,0,0.153302163070065,0,0,0,0.0213700934528464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X300059.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0290862676435888,0,0,0,0,0.0132748283761871,0,0.0542967287664207,0.00668255655781482,0,0,0,0.370478483893815,0,0.0783321193454962,0.208909914571313,0.0052079337376285,0.166442223661828,0,0,0.0497949172690675,0,0,0,0,0,0,-0.0809704670056014,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0034011465212395,0,0,0,0,0,0.0148858473269666,0,0,-0.0474262732082547,0,0,0,0.0268530867350165,0,0.0192882327858683,0,0,0.0301489163240719,0.158446598451181,0,0.290480693265673,0,0,0,0,0.169964854263813,0.140226141304754,0,0.043276374131229,0,0,0,0,0.183523737014599,-0.0410092619611455,0,0.0637852451713197,0,0,0
X600837.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0501368694401362,0,0,0,0,0,0,0,0,0.0771409306386479,0.0931673207839194,0,0,0,0,0,0.0282265698954361,0.531359382369846,0,0.167214915785173,0.0127397606987257,0,0,0,0,0.0152998952842889,0,0,0,-0.00666080005468882,0,0,0,0
