,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X5880.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600958.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X267.HK.EQUITY,MKRturn,TED
X000001.CH.EQUITY,0,0.0399521220282581,0,0,0,0,0.0766257297571826,0,0,0,0.383714669507248,0,0,0,0,0,0,0,0,-0.181997720203457,0,0,0,0.275592057875824,0,0.0591426223232965,0,0,0,0,0,0.0140416409632055,0,0,-0.0837282964668357,0,-0.135282762361486,0,0,0.122248490363901,0.425322940113943,0,0,0,0,-0.051819821956535,-0.11782530757409,-0.0232646071545488,-0.0848186708930053,0
X002142.CH.EQUITY,0.22059482443598,0,0,0,0,0,0,0.0910776852188347,0.110069964684703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000620419571324986,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185516486225808,0,0,0.0166448971565515,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0.223264711942815,0.112807024949956,0.257437732351566,0,0,0,0.100511383925875,0,0,0.00771980738761301,0,0,0,0,0,0,0,0,0,0.1174958151151,0,0,0,0,0,-0.0432978327629683,0,0,0,0.135766513623267,-0.0281537303566886,0,0,0,-8.67361737988404e-19,0.107072051793288,0,0,0.0189612499453016,0,0,-0.0542485267396999,0,0.0203487019816376,0,0
X600015.CH.EQUITY,0,0,0,0,0.0835833577924177,0,0,0,0,0.419228412413204,0.0674546363529926,0,0.0487324468268308,0,0,0,0,0,0.126991705640281,0,0,0,0,0,0,0,0,0,0,0,0.0421573163560863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0.0313140322188494,0.0877412850114494,0.341565092248998,0,0,0,0,0,0,0.10337242063327,0,0,0,0,0,0.25051005303977,0,0,0,0,0,0,0,0,-0.0722032916247178,0,0,0,0,0,0,0.087006209711601,0,0,0,0,0,0,0,0.172112562354178,0.0468722410909544,0,0,0,0,0,0,0,-0.0529395561764216
X600036.CH.EQUITY,0,0.0619990410189102,0.138366875252172,0,0,0,0,0,0,0,0,0.0139542518375339,0,0,0,0.00594722290985718,0,0,0,0,0.181789185833908,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0691167185417232,0,0,0,0,0.450360449605942,0,0.093513907454185,0.0556397211936497,0,0,0,0,0,0,0.160515768445469
X600919.CH.EQUITY,0,8.67361737988404e-19,0.160658179438345,0,0,0,0,-0.00335216513871731,0,0.488289690568973,0,0,0,0,0,0,0.359262135481458,0,0,0,0,0,0,-0.0792398997962099,0,0,0,0,0,0,0,0,0.0147159315776175,0,0.0673907780362285,0,0,0,-0.0972985721152842,0,0,-0.190960653604257,0,0,0,0,0,0,0,0.196204049827829
X601009.CH.EQUITY,0.614486298579696,3.46944695195361e-18,0,0,0,0,0,0,0.0650695965298992,0,0,0,0,0.11031387300043,0.147800096116074,0,0,0,0,0,0,-0.206081310483144,0.107368352566474,0.0637465796249634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0495342364998737,0,0,0,0.139177737990466,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0.187491260468734,0,0,0,-0.0189107821137356,0,0,0,0,0,0,0.402080645597529,0,0,-0.0613091188246336,0,0,0.0207166079237046,0,0,0.0780198387328649,0,0,0,0,0,0,0,0,0.0472868110365186,0,0,0,0,0,0,0,0.125501537941329,0.295982526858836,0,0,0,0,0,0.221594968011481
X601169.CH.EQUITY,0,0,0,0.534758362324489,0.280739555496367,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0.0205688936306468,0,0.107825149671697,0,0,0,0,0.137259050211891,0,0,0.0122972009610902,0,0,0,0,0,0,0,0,0,0,0,0,0.0688627111997247,0,0,0,0,0,0,0,0.0450943285140255,0
