,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X600926.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601577.CH.EQUITY,X601818.CH.EQUITY,X601838.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601997.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X601077.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2801.TT.EQUITY,X2880.TT.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X5880.TT.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X2883.TT.EQUITY,X2888.TT.EQUITY,X267.HK.EQUITY,MKRturn,TED
X000001.CH.EQUITY,0,0.100885993469454,4.33680868994202e-19,0,0,0.107662047871076,0,0,0,0.0516434285695394,0,0,0,0,0,0,0.0256969161273947,0,0,0,0,0,0.158659043923832,0,0,0,0,0,0,0,-0.0590605084827562,0,0,0,0,0,0,0,0.00905029112224236,0.450393219283754,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0
X002142.CH.EQUITY,0.122996579064235,0,0,0,0,0.125640473915267,0,0,0.201708518516563,0,0,0,0,0,0,0,0.32180297924127,0,0,0,0,0.0098338954856946,0,0,0,0,0,-0.313354078576736,0,0,0.183721520275932,0,0,0,0,0,0,0,0,0,-0.105294554980055,0,0,0.165925263415566,0.127853509700725,0,0,0,0,0.0389400129769257,0,0
X600000.CH.EQUITY,0.109973709993787,0,0,0.245228565365939,0,0,0,0,0,0.0785722943461569,0,0,0,0,0,0,0,0.15305853228671,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0819576803067111,0.0537570584158862,0.0533012277773756,0,0,0,0,0,0.0684631893142703,0,0,0,0,0,0,0
X600015.CH.EQUITY,0.194059593407962,0,0,0,0,0,0,0.0581577343414974,0.138161767915789,0,0,0,0,0,0,0,0,0,0,0.0410994294251095,0,0,0,0,0.316353313426174,0,0,0,0.0670433644032981,0,0,0,0,-0.0842666623205816,0,0,0,0.0263527961447447,0,0.0179401518182476,0.146525653311048,0,0,0,0,0,0,0,-0.150120624043723,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0.0535502535886379,-0.401549532745489,0,0,0,-1.73472347597681e-18,0,0,0,0.070993279386676,0,0,0,0,0,0,0.352153338291461,0,0,0,0.00497098320025564,0,0,0.03793681468413,0,0,0,0,0,0,0,0,0.172495479960293,0.209355482590312,0,0,0.171995527418348,0,0,0,0,-0.0498849445779835,0.285363834946864,0,-0.0128859204574348
X600036.CH.EQUITY,0.149773320931706,0.0939582625687981,0,0.112373761495208,0,0,0,0,0.195248717764398,0,0.0255177068535318,0,0.242666291741188,0,0,0,0,0,0,0,0,0,0.038357007788525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600919.CH.EQUITY,0,0,0.0801122396603641,0,0,0,0,0.101447365186726,0.127776542756316,0,0.00723135851971997,0,0,0,0,0,0,0.143366841664563,0,0,0.297156479593104,0,0,0,0,0,0.0334715571479664,0,0,0,0,-0.251960325860253,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,-0.0354461289303308,0,0,0,0,0
X600926.CH.EQUITY,0.0664720027480155,0,0.0408430250474618,0,0,0,0,0,0.123665162148899,0.122415887144864,0,0,0,0,0,0.0351542938315668,0,0.286827909309027,0,0,0,0,0,0,0,0,0,0.0222839008629395,0,0,0,-0.059330657324807,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.20109388834514,0,0,0,0,0,-0.0393355116921679
X601009.CH.EQUITY,0,0.0753938751278381,0,0.226936085923778,0,0,0,0.355501824529794,0,0,0,0,0,0,0,0,0,0.0465792216606942,0,0,0,0,0,0,0,0,0,0.0829733231086715,0,0,0,-0.099751606551422,0,0,0,0,0,0,0.0581231452873796,0,0.0691226457731107,0,0,0.016202845196481,0,0,0,-8.67361737988404e-19,0,0,-0.00624777569859397,0
X601166.CH.EQUITY,0.55139944556611,0.0712042044113059,0,0,0.0977796930444511,0.205657946275797,-1.73472347597681e-18,0.13942807275903,0,0,0,0,0.0690667028572688,0,0,1.73472347597681e-18,0,0,0,0,0,-0.0994375955382245,0,0,-0.182499090714489,0,0,0,0,0,0,-0.104348482962751,0,0,0,0.0367434839098091,0,0,0,0,0,0,0,0,0,0,0.0529867772712498,0,0,0,0,0
