,X000001.CH.EQUITY,X002142.CH.EQUITY,X002958.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X600926.CH.EQUITY,X600928.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601577.CH.EQUITY,X601818.CH.EQUITY,X601838.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601997.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X601077.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600958.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X388.HK.EQUITY,X000627.CH.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X267.HK.EQUITY,MKRturn,TED
X000001.CH.EQUITY,0,0,0,0,0,0,0.247573231336688,0,0,0,0,0.0388140211038346,0,0,0,0,0,0,0,0,0,0,0,0,0.233772381934715,0,0,0,0,0,0,0,-0.0290440661357963,0,0,0,0,0,0,0,0,0,0,0,0,0.361641944406286,0,0,0.0459112989593794,0,0,0
X002142.CH.EQUITY,0.0515522543559835,0,0,0,0,0,0,0.311375872396815,0,0,0,0.125704436312663,0,0,0,0,0,0.0175417692322139,0,0.0995407573056702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0898030535435308,0,0,0,0.00882726738096516,0,0,0,0.00252795306148685,0
X002958.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.29193890430872,0,0,0,0,0,0,0,0.214972242440878,0.00297969330767329,0,0,0,0,0,0,0.188918847194526,0,0,0,-0.0136181815382012,0,0,0,0,0,0,0,0,0.0930428412798159,0,6.93889390390723e-18,0,0,0,0,0,0.19377994085965,0,0,-0.11513017973978,0,0
X600000.CH.EQUITY,0,0,0.00913317547121884,0,0.158252313710443,0.0205078286529611,0,0,0,0,0.0631525925493434,0,0,0.19811171779981,0.0523925778783215,0.115115924159672,0,0,0.0937706944795439,0.0495586778875891,0,0,0,0,0,0,0.0766414289073031,0,0,0.065866365342743,0,0,0,0,0.00497240556557058,0,0,0,0,0.0674813845972237,0,0,0,0.0958484325441575,0,0,0,0,0,0,0,0
X600015.CH.EQUITY,0,0,0,0.249476222106901,0,0.21896971353274,0,0,0,0,0,0,0.15791087583831,0,0,0,0,0,0,0,0,0,0,0,-0.0680066868491495,-0.0580437757553943,0.473470687378332,0,0.0880871271286725,0,-0.107688064791059,0,0,0,0,0,0,0,0,0,0,0,-0.123599269435131,0,0.0566307619855056,0,0,0.111518011623559,-0.104862095195388,-0.00228439888881875,-0.023181027656885,0
X600016.CH.EQUITY,0,0,0,0,0.219821221502944,0,0,0,0,0.0521828819806634,0,0,0,0,0,0,0.153877142564172,0.055844541763031,0,0.266167658475401,0,0,0,0,0,0.203751948195491,0,0,0,0,0.0918329988792284,0,0,0,0,0,0,0,0,0,0.0493710659063004,0,0,0,0,0,0,0,-0.015612975196165,0,0,0
X600036.CH.EQUITY,0.352014534671013,0.0129522335856654,0,0,0,0,0,0,0,0,0,0.128822885368574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0647405721914707,0,0,0,0,0,0.0051460513991954,0,0,0,0,0,0,0,0.0416005857430093,0,0.163803713630205,0,0,0,0,0,0,0,0
X600919.CH.EQUITY,0.115193654677768,0.119747253212654,0,0,0,0,0,0,0,0,0.107012265742738,0.010340454000548,0.168800788120978,0,0,0.130338198311208,0,0,0,0,0,0,0.138466103940855,0.100737593257056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600926.CH.EQUITY,0,0,0,0,0,0,0,0.0189123395477641,0,0,0.424550980431752,0,0,0,0.0144435323460766,0.219993496609929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0281639587514659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0319294248024815,0,-0.0453781847727932,0
X600928.CH.EQUITY,0,0,0.187825883356755,0,0.114462628039789,0,0,0,0,0,0,0,0.071606878056394,0,0,0,0,0,0,0,0,0,0.00981540411586117,0,0,0,0.533758220880635,0,0.0640472042433144,0,0.0205184213363385,0,0,0,0,0,0.0283915895002048,0,0,0,0,0,-0.0743266486920887,0,0,0,0,0,-0.0724251472710223,0,0.0474121702663999,0
X601009.CH.EQUITY,0,-0.0215880658143309,0,0,0,0,0,0,0.382700989285227,0,0,0.36590926387245,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00931441235090612,0,-0.0214595816450997,0,0.0952346191208613,0,0.133492618784648,0,0,0.0336042546293761,-0.211803151636713,0
X601166.CH.EQUITY,0,0.232479008655403,0,0,0,0,0.0514728027583407,0,0,0,0.191815239891093,0,0,0,0.00160131616785314,0.113365113017027,0,0.0307988904108188,0,0,0.0718691106257833,0.0140309130352789,0,0.293008497848617,0,0,0,0,0,0,0,0,0,0,0,0.0421251593185753,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.027931659240773,0,0
