,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600958.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X601901.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000069.CH.EQUITY,X267.HK.EQUITY,MKRturn,TED
X000001.CH.EQUITY,0,0,0,0.195020129605741,0.0140598822398925,0.124909696449619,0,-1.73472347597681e-18,0.161712553668961,0,0,0,0.120877939858514,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0.00338587600080864,0,0,0,0,0.0191030343300802,0,0,0,0,0,0,0,0,0.0555815557946529,0,0.0991633812061665,0,0,0.0785085074934546,0.0493598790966788,0,0
X002142.CH.EQUITY,0,0,0,0.196428679723302,0,0,0,0.228205094846588,0,0,0.21881653861967,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.0185351131374929,0.161248904796728,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0.067752881607903,0,0,0,0,0,0,0
X600000.CH.EQUITY,0.0353367275036609,0,0,0,0.139133307038656,0.218776578669962,0,0,0,0,0,0,0.157024913120765,0,0,0,0,0,0,0,0.0216060575837496,0,0,0,0,0.00726570603056834,0,0,0,0,0,0,0,0,0,0,0,0,0.0222422066870417,0,0.0768283090102573,0,0,0.115788132164528,0,0,0,0,0,0
X600015.CH.EQUITY,0,0,0,0,0,0,0.607620020310672,0.0660657698013443,0,0,0.100461105095156,0,0,0,0.0507655464415131,0.0516320429569278,-8.67361737988404e-19,0,0,0,0,0,0,0,0.0527766107010062,0,0,0,0.00183671768936693,0,0,8.67361737988404e-19,0,0,0,0.0212874733681334,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0.0990449600171392,0.274426256047905,0,0,0,0,0.343763871750189,0,1.38777878078145e-17,0,0.0160433169448622,0,0,0,0.108080564186022,0.0385355305932251,0,0,0,0,0,0.0983496874393396,0,0,0,0,0,-0.027110347451313,0,0,0,0,0,0,0,0,0,0,0.0286528065721382,0,0,0,0,0,0,0,-0.00563747228551682,0
X600036.CH.EQUITY,0.440069039669325,0.040428769112878,0.273145362678773,0,0,0,0,0,0,0,0,0,0,0,0.0867430995926157,0,0,0,0,-0.0417390427328114,0,0,0,0.0423713997685153,0,0,0,0,0,-0.0352002156648637,0,0,0,0,0,0,0,0,0,0,0.0209980066058432,0.0922762118570072,0,0,0,0,0,0,0,0
X600919.CH.EQUITY,0,0,0,0.264106542382841,0,0,0,0,0,0,0,0,0,0,0,0,0.274041517673075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0875534507699086,0,0.202241344176769,0,0,0.0340855824986959,0,0,0.051578779168301,0,0,0.0143131345753741,0,0,0,0,0,0,0
X601009.CH.EQUITY,0,0.230553585943154,0,0.215895024321889,0,0,0,0,0.369413292880922,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0619268067243026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0335105901939597,0,0.261134422078952,0,0
X601166.CH.EQUITY,0,0.00507458770912469,0,0,0.0920094946744762,0.209627630299744,0,0.0943586850086087,0,0,0,0,0.0802678767009836,0,0,0.0862120447038273,0.069269565250649,0,0,0,0,-0.0391228911272028,0,0,0,0,-0.00638875644687712,0,0,0,0,0,0,0,0,0,0,0,0.10713608457613,0,0,0,0.116870062607076,0,0,0,0.0497537920831061,0,0.0331235206798484,0
X601169.CH.EQUITY,0,0,0,0.0357070013354229,0,0.0544142574623189,0,0,0,0,0,0,0.0124801470919371,0,0,0,0.200259879396001,0.153440841671581,0,0,0,0,0,0,0,0.0996022572107985,0,0,0.0512271734148176,0,0.0976410382116126,0,0,0,0,0,0,0.0746029854622741,0,0,0.0672258132450671,0,0,0.0674998847050832,0,0,0,0,0,0
