,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600958.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601236.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X267.HK.EQUITY,MKRturn,TED
X000001.CH.EQUITY,0,0.223865141651703,0,0.0350043372128673,0,0,0,0,0,0,0.0989560458597651,0,0,0,0,0,0.133463320117753,0,0,0,0,8.67361737988404e-19,0,0.288224908795257,0,0,0,0,0.045783034497118,0,0,0,0,-0.0785376295380472,0,0,0,0,0,0.106573514550698,0,0,0,0,0,-0.0664059331064919,0,0,0,0.0245840791610523
X002142.CH.EQUITY,0.199937181779356,0,0,0,0,0,-0.117348480966382,0.0908312552025636,0.0722642442147193,0,0.0990862083918248,0,0,0,0,0.296148244272948,0,0,0,0,0,-0.0458784845615558,0,0,0,0,0,0,0,0,0,0.0556758318391724,0,0,0,0,0,0,-0.0486280275868905,0.103370950423551,0,0,0,0.0617428517268716,0,0.109960733553649,0,-0.107475712999522,0,0
X600000.CH.EQUITY,0,0,0,0,0,0.113782262600063,0.0330081387704019,0,0,0,0,0.169262696870731,0,0,0.0161091769346352,0.0165677270536498,0,0,0,0,0,0.14660661400591,0,0,0.160503739739771,0,0,0,0,0,0,0,0.24927608371317,0,0,0,0,0,0,0,0,0,0.235931429458576,0,0,0,0,0.088017071318802,0,0
X600015.CH.EQUITY,0.0229964516693559,0,0.00121235825922626,0,0,0,0,0.00356746304627104,0,0.468582468330533,0,0,0,0,0.161783891278337,0,0.175156176614428,0,0,0,0,0,0,0,0,0,0,0,0.0209507315161449,0,0,0,0,0,0,0,0,0,0.142243243365227,0,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0.175981598854329,0,0,0.170894034402569,0,0,0,0,0,0,0,0,0,0.164165678544868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0587796406256314,0,0.133639734279538,-0.572135513713341,0,0.149775084168894,0,0,0,0,0.0449890824645226,0,0,0,0,0,0.286061210466494,0
X600036.CH.EQUITY,0,0,0,0,0,0,0.190003488877489,0,0,0,0,0.110980559142077,0,0,0,0,0,0,0,0,0,0,0,0.260452381618036,0,0,0,0,0,0,0,0,0.0546627266122833,0,0,0,0,-0.163619922981116,0.0621648560111462,0.482457401816833,0,0.195905465737908,0,0,0,-0.201668194866542,0.055092101947652,0,0,0
X600919.CH.EQUITY,0,0,0,0,0,0.591706223567697,0,0.147753205068943,0,0,0,0,0,0,0,0,0,0,0,0.341754123640472,0,0,0,0,0,0.00149309530278402,0,0,0,0,0,0,0.428435694459228,0,0.209141396737855,0,0,0,0,0.119990256207418,0,0,0,-1.36157285997557,0,0,0,0,-0.0457141516062622,0
X601009.CH.EQUITY,0.33671263914402,0.000245981997009664,0,0.0586471360836216,0,0,0,0,0,0,0,0,0,0,0.429619844121612,0.0556641793312402,0,0,0,0,0,-0.221426662605834,0.0606483339864725,0.141889260792324,0,0,0,0,0,0,-0.00841868659009963,0,0,0,0,0,0,0,0,0.212832678846093,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0.131598586300714,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0.35134007774062,0,0,-0.214953054600032,0,0,0,0,0.112009818726494,0,-0.167124224691776,0,0,0,0,0,0,0.246201194454299,0,0,0,0,0,0.047162210824916,0,0,0.354291634786632,0.274984855003888,0,0,0,0,0,0.182569561968113
X601169.CH.EQUITY,0,0,0,0.981612579998472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0221707450569912,0,0,-0.31847295940135,0.0497562626786555,0,0.175935320274067,0,0,0,0,0,0,0,0,0.171640928824031,0,0,0,0,0,0,0,0,-0.387593479928958,-0.110566565196701,0,0,0.0796458774446711,0,0,0
