,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600958.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601236.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X601696.CH.Equity,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X267.HK.EQUITY,MKRturn,TED
X000001.CH.EQUITY,0,0.149849243333133,0.261800044290845,0,0.00294253160950072,0,0,0.141954265848832,0,0,0.121223390109789,0,0,0,0,0,0.0498471109896553,0,0,0,0,0,0,0.135785856733897,0,0,0,0,0,0,0,0,0.0674932146451149,0,0,0,0.024241107183065,0,0,0,0.0880248431211811,0,0,0,0,0,0,0,0,0,0,0.0581216412146048
X002142.CH.EQUITY,0.536713402002226,0,0,0,0,0,0,0,0,0,0,0,0.00848418566714873,0,0,0,0,0,0.0894618395964982,0,0,0,0,0.0356661043355301,0,0,0,0,0,0,0,0,0,0,0.00927434729375693,0,0,0,0,0,0.132861612458514,0,0,0,0,0,0,0,0,0,-0.0594834115371469,0
X600000.CH.EQUITY,0,0,0,0,0.279082187959852,0,0.0417392922668002,0,0,0.00938211272510926,0.112833357593041,0,0.165080125189702,0,0,0,0,0.131762686934062,0,0.12183774474456,0,0,0,0,0,0,0.0880278079643838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0
X600015.CH.EQUITY,0,0,0.224923759872141,0,0,0,0,0,0.10162739486385,0.0859989669298469,0,0,1.38777878078145e-17,0,0.418955922447613,0,0,0,0,0,0,0,-0.0624321091511197,0,0,0.1819943798937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0209672485349345,0,0,0,0,0,0,0,0,0,0,0.0755657074590984
X600016.CH.EQUITY,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0.144275049539163,0,0.0459550706547449,0.463446893431465,0,0,0,0.171016960544574,0.065796198995552,0,0.0969721352319984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.0878244581337355,0,0,0,0,0,0,0.431588564848392,0,0,0,0,0,0,0,0,0,0,0,0.0393476562193146,0,0,0,0.246811345201772,0,0,0,0,0.0438339796489464,0,0,0,0,0.102954235436191,0,0,0.0139917907740983,0.0376215626119045,0,0,0.0147212069404083,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0
X600919.CH.EQUITY,0,0,0.112227446563392,0,0,0,0,0.170997936067327,0,0.10336263407659,0,0,0,0,0,0,0,0.176876266226942,0.010838831919464,0,0.033095800908272,0,0.0181521738683807,0,0,0,0,0,0.0234923693354238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.241671037495607,0,0.072644714693637,0,0,0,0,0,0
X601009.CH.EQUITY,0.176150596956453,0,0.111956823345263,0,0.0410590641462555,0,0,0,0,0,0.0217031956884088,0.0804023501313871,0.104956552625641,0,0.107555933828594,0,0,0,0,0.166728042447562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0887665410742753,0,0,0,0,0,0,0,0,0,0.0218206566286698,0,0,0,0,0,0
X601166.CH.EQUITY,0.0659902476539767,0,0,0.020004817614589,0,0.144469124082643,0,0.250100658339621,0,0,0,0,0.0318267421365356,0,0.252671574194217,0.13821552926309,0,0,0,0,0,0,0,0,0.0518112791777033,0.0474879678597491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0361677566213868,0,0,0,0,0,0,0,0,0,0,0
X601169.CH.EQUITY,0,0.0426477176894765,0.243367726434724,0.281996589226802,0,0,0.0227249307762429,0,0,0,0,0,0,0,0.0185588824321826,0,0.0392218554178127,0,0,0.115329484130791,0,0,0,0,0,0,0,0.0740816572624054,0.00391470601384455,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0444928858734485,0.131303761181606,0,0,0,0,0,0,0,0
X601229.CH.EQUITY,0,0.0759392845543594,0.205679936909492,0,0.0706571303866718,0,0,0.488464560076227,0,0,0,0,0,0,0,0,0,0,0.0802070554645498,0,0,0,0,0,-0.175214701281794,0,0,0,0,0.00655685368429572,0,0,0,0,0,0.132079855345013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.0243172430495352,0,0,0,0,0,0,0,0,0,0.0698662554102811,0,0.0926970184212299,0.370292855234475,8.67361737988404e-19,0,0.318465421758872,0,0,0.0136342387659659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0.080225354587258,0,0,0,0,0,0,0,0,0,0,-0.0227590031863424
X601328.CH.EQUITY,0,0,0.0514854716020644,0,0.0585315623512933,0,0,0,0,0.468067736248593,0,0.435645630547316,0,0,0,0,0,0,0,0,0,0,0,-0.0245633388728062,0,0,0,0,0,0,0,0,0,0,-0.0220405598915311,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0516297074961244,0,0,0.0603772247970723
X601398.CH.EQUITY,0.0644981150350773,0,0,0,0,0.107966026706993,0,0,0.109286897229475,0,0,0.364144193174974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00865970940599127,0,0,0.315957882816448,0,0,0,0,0,0
X601818.CH.EQUITY,0,0.0458438156512095,0,0.0183087389392953,0,0,0,0,0.353213796673875,0,0,0,0,0,0,0,0,0.604017651521952,0,0,0,0,-0.0132740563771745,0,0,0.0164855463546646,0,0,0,0,-0.0601005501132132,0,0,-0.0266717556696699,-0.00426429097261736,0,0.0301075571557114,0,0,0.0568337336137611,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0.507259328344241,0,0,0,0,0,0,0,0,0.110657191594224,0,0.263463414468568,0,0,0.0216331212703685,0,0.0570875732563366,0.0137681178552158,0,0,0,0,0.107737117566138,0,0,0,0,0,0,0,0,0,-0.0348824027791226,0,0,0,0,0,0,0,0,0,0,0,-0.0971893373450741,0,0,-0.0252649590343112,0,-0.0225212440470222
X601988.CH.EQUITY,0.109073704885784,0,0,0.140395252058555,0.08625307012417,0,0,0.0595986762189225,0,0,0,0.275389389526622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0238959613515223,0,0,0.159996544613937,0,0,0,0,0,0.0110940320616153,0,0.0568648605508647,0,0,0,0,0.0476801152228984,0,0,0.0483241369548085,0,0
X601998.CH.EQUITY,0,0,0,0.120103143303795,0.220508159285168,0,0.421602229619271,0,0,0.0171113522997516,0,0,0,0,0.196733540446308,0,0,0,0,0,0,0,-0.00638107388989679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0106831199754882,0,0,0,0,0,-0.0157065130961421,0,0,0,0.113050310205171,0.0511957667673682
X601658.CH.Equity,0,0.138302836333938,0,0,0,0,0,0.993210415045931,0,0,0,0,0,0,0,0,0,0,0,0.457722321949201,0.254473001965575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.127174323878366,0,0.0737710752889477,0.101726036536435,-0.158989964312798,0,0,-0.496804210768086,0,0,0,0,0,0,0,0.124691931199154
X601916.CH.Equity,0,0,0,0,0.209415924437433,0,0.0915490576450343,0.325633829729642,0,0.191445638198856,0,0,0,0,0,0,0,0,0.110858320756787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0927420868204877,0,0,0,0.0779598303355886,0,0,0,0,0,0,0,0,0,0,0,0.00522263735853558
