,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601077.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600958.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X267.HK.EQUITY,MKRturn,TED
X000001.CH.EQUITY,0,0.290383220428014,0,0,0,0,0,0,0,0,0.161765839901693,0,0,-0.0308772908025591,0,0,0,0,0.079106299573535,0,-0.117989796539802,0,0,0,0.192091138901312,0,0,0,0,0,0,0.341693689260615,0.0377609032216264,0.0221306606562388,0,0,-0.333929475219865,0,0,0,0,0,0,0,0,0,0,0,0,0
X002142.CH.EQUITY,0.216668562923723,0,0,0,0,0.0420664951420878,0.02348565508626,0,0.0670558677626381,0,0,0,0,0.0155481709594084,0,0,0.155208138871318,0,0,0,0,0,0,0,0.0123531817106448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0718536286334592,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0.0146566693100373,0,0,0.0212807785504752,0.245621432238315,0.120697485374669,0,0,0,0,0,0.388649552898077,0,0.0321458545052241,0,0.040599991290436,0,0,0,-0.0076117678305727,0,0,0,0,0,0,0,0.0683297612033343,-0.0623325850261798,0,0,0,0,0,0,0,0,0,0.190592670228474,0,0,0,-0.0709817836221169,0,0,0,0,0,-0.0621214070035189
X600015.CH.EQUITY,0.0291469928914702,0,0,0,0.0133186816101204,0,0,0,0,0.265739822177902,0,0,0,0,0.405104724765727,0.0168343273450492,0,0,0,0.0304927196846096,-5.42101086242752e-20,0.219171492509949,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0.0332156480299702,0,0,0,0,0,0,0,0,0,0.123696453775888,0,0,0,0.0306053752275215,0,0,0,0
X600016.CH.EQUITY,0,0,0.1258815527103,0.232854080465336,0,0,0,0,0,0,-1.73472347597681e-18,0,0.167762633328013,0.150981296577938,0,0,0.143838149727459,0,0,0,0,-0.0512118774807602,0,0,0,0,0.069893476787387,0,0,0,0,0,0.0682864724667504,0,0,0,0,0,0,0,0.0869530741946693,0.125217935907231,0,0,0,0,0,0,0,-0.192295849717534
X600036.CH.EQUITY,0,0.224335056864419,0.193803551663609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0702618854998069,0,0.212357178358934,0,-0.0341549698169271,0.0189327022137826,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.0221829226913845,0.395666875364547,0,0.0153539054667776,0.0344529113234932,0,0,0,0,0,0,0.00746655617564852
X600919.CH.EQUITY,-0.0217843587841439,0,0,0,0.0587740896610911,0,0,0,0,0.198381301974112,0.0649118250518967,0,0,0,0.119475705867275,0,0.425169544528153,0.149110403297411,-0.0135835488091816,0,0,0,0,0.0178528662905947,0,0,0,0,0.116463258450403,0,0,0,0,0,0,0,-0.0167000822203735,0,-0.15986575879878,0,0,-0.141620411710869,0,0,0,0,0,0,0,0.0652969916022756
X601009.CH.EQUITY,0.432717683521156,0,-0.0756470087877212,0,0,0,0,0,0.145513915516754,0,0,0,0,0.140518197891635,0.223429095544447,0.124665486548346,0,0,-0.0715369014255058,0,0,0,-0.237499310742657,0,0,0,0,0,0,0,0,0,-0.0630016990861277,0,0,0,0,0,0,0,0,0,0,0,0.286592920391415,0.174449857835852,0,0,0,0
X601166.CH.EQUITY,0,0.268213717229605,0,0,0,0,0,0,0,-0.242866371700064,0,0,0,0.0348080798133048,0,0,0.447463359238408,0,0,0,0,0,0,0,0,0.0228033827428181,0,-0.0210124811786844,0,0,0,0,0,0,0.0675820335018986,0,0,0,0,0,0.0531756076981052,0.279950975870408,0.24469659237512,0.0454997559495306,0,0,0,-0.0460629499729056,0,0.281121738176782
X601169.CH.EQUITY,0,0,0.126301950527756,0.597533871104634,0,0,0,0,0,0,0,0,0.310292281936127,-0.0850623810073715,0,0,0.0426598376866697,0,0,0,0,0,0,0.138063338569307,0,0,0,0,0,0,0,0,0,0,-0.0483710250580561,0,0.0275444385691157,0,0,0,0,0,0,0,0,0,0,0.0876526721691628,0.105609685300215,0
