,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600926.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600958.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601788.CH.EQUITY,X601881.CH.EQUITY,X601901.CH.EQUITY,X600918.CH.Equity,X601696.CH.Equity,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X267.HK.EQUITY,MKRturn,TED
X000001.CH.EQUITY,0,0.249619143316234,0,0,0,0.133109228458484,0.287083333868181,0,0.476096132229928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0853798717589726,0,0,0,0,0,0,0,0,0,0,0,-0.118864775333183,0,0.0819185282137117,0,0,0.0674850049118557,0.110039985693784,0,0.0502762413544767,0,0,0,-0.00729310858183438,0,-0.126128213939123,0,-0.0346465182137932
X002142.CH.EQUITY,0.00833947353000989,0,0,0,0,0.231505451040151,0.237658404290825,0,0,0,0.0588671897198004,0,0,0,0,0,0,0,0,0,0,0,0,-0.0398453729612648,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,-0.0201115685225044,0,0,0.149238684432158,0,0,0,0,-0.0336294435005917,0,0,0
X600000.CH.EQUITY,0,0,0,0.0319221795594299,0,0.0318350544210758,0,0,0,0,0,0,0.392570748958562,0,0,0,0,0.060775848544586,0,0,0,0,0.0119940981449751,5.42101086242752e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155673998479854,0,0,0,0,0,0,0,0.0120816731742976,0,0
X600015.CH.EQUITY,0,0.0311480903510941,0,0,0,0,0,0.199739919167537,0.160007264760491,0,0,0,0.140544527826969,0,0,0,0.139648205157503,0,0.0374269030211575,0,0,0,0,0,0,0,0,0.0451116045118961,0.0895816315366038,0.0222119057860186,0,0,0,0,0,0,0.0618065475116774,0,0,0.0848483019284705,0,0,0,0,0.119897994731338,0,0,0,0,-1.73472347597681e-18,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,-0.0905724221654911,0,0,0,0,0,0.388174333593225,0,0.0938630963451541,0,0,0.0147570854553335,0,-0.0369191913037308,0,0,0,0,0,0,0,0,0,0,-0.246537176858025,0,0.157960626858035,0.149864035369791,0.44214150787048,0,-0.293799610255078,0,0,0,0,0,0.180742542369671,0,0,0,0,0,0,0,0.0352746399421126,-0.0578682342020005
X600036.CH.EQUITY,0.243522616225765,0.293438930829372,0,0,0,0,0,0,0,0,0,0,0,0.132317033749396,0.00486917122799928,0,0,0.155471947732074,0,0.0121719314608937,0.0408738475942902,0,0.0794096846623608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.074703320139895,0,0,0,0,0,0,0.0995870922763052,0.274314582127755,0,0,0,0,0
X600926.CH.EQUITY,0,0.144425364739457,0,0.0229345789361099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0434769288907354,0,0,0,-0.00275445820811236,0,0,0,0,0,0.211100955355068,0,0,0,0,0,0,0,0,-0.148812915417521,0,0,0.0422521108021745,0,0,0,0,0,-0.0755134793360675,0.0605298390379442,0,0,-0.105337448367028,-0.107768094417036
X601009.CH.EQUITY,0,0,0,0,0,0.0484213642986941,0,0,0,0,0,0.187010920677556,0.120418750318741,0.14752178182478,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0.112750179962777,0,0,0,0,0,0,0,0,0.297122016960114,0,0,0,0,-0.321875081315324,0.0943726513610821,0,0,0,0.117134383384417,0,0.219679680373291,0,0,0.11009659788338,0
X601166.CH.EQUITY,0.0765662721225259,0.132670451247423,0,0,0,0.0892782365060412,0.027390180484965,0,0,0,0,0,0,0,0.372281180769724,0.0949088746407612,0,0,0.0284704043633678,0,0,0,0,-0.000819084758145103,0,0,0,0,0,0,0,0,0,0,0.0212051457037517,0,0,0,0,0,0,0,0,0,-2.71050543121376e-20,0,0,0,0,0,0,0
X601169.CH.EQUITY,-4.33680868994202e-19,0,0.110895733330635,0.0603660264177819,0,0,0,0,0.0311387406533259,0,0.236722396651858,0,0,0,0,0,0,0.141530109197985,0.082446722159991,0,0,0,0,0,0.048566721769573,0,0,0,0,0,0,0.00399685700559919,0,0,0.056484986477278,8.67361737988404e-19,0,0,0,0.00606309443453013,0,0,0,0,0,0,0,0,0,0,0,0
X601229.CH.EQUITY,0,0,0,0,0,0,0.0367459734647797,0.434330230291158,0.0157625913529767,0.15087546291147,0,0,0,0,3.46944695195361e-18,-8.67361737988404e-19,0,0.0312163337590928,0,0,0,0.105156124010668,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49979015416662,0,-0.0814718187362007,-0.0502455645088374,0,-0.121092607044243,0,0.0696241239206553,0,0,-0.0557056227244202,-0.00603523301830469,0,-0.1169902213037,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0.00414446912856976,0,0,0,0,-1.38777878078145e-17,0,0.0974360958363522,0.0939349075174453,0.428366299262805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0573807717959601,0,0,0,0,0,0.133124850747783,0,0,0.115194728609949,0.0958873318043902,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.293290083980105,0,0.279565680275715,0,0,0,0,0,0,0,0,0,0,0,0.0518440963288543,0,0.0757317199018191,0,0,0,0,0,0,0,0,0,0,0.0322885667388659,0,0,0,0.0468010919578706,0,0,0,0,0,0,0,0,0,0,0.09648995732395,0,0.0379384903670609,0,0,0,0,0
