,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X601658.CH.Equity,X601066.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X1109.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X688.HK.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X601881.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0,0.122216134356289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.172184600824751,0.0374755087571971,0,0.660993243180995,-0.272169858670132,0.519902259073104,0.0113858304909913,0,0,-0.143032689850582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0615838561564064,0
X601318.CH.EQUITY,0,0,0,0,0,0.223541792741866,0,0,0,-0.0750347508457637,0,0,0,0.103351202334934,0,0,0,0.0654363413428308,0,0,0,0,0,0,0,0,0,0,0,0,0.156869347962112,0,0,0,0,0.242684884075527,0,0.0563417710396093,0,0,0,0,0,0,0,0,0,0,0.0438146799809202,0,0,0.0466275693223846,0
X601939.CH.EQUITY,0,0.0463526703249864,0,0.799017568115376,0,0,0.0142420196060967,0,0,0.0437335331523144,0,0.0227688779977171,-0.0292763592474311,0,0,0,0,0.0909030968616612,0,0,0,0,0.00162261918617444,0,0,0,0,0.0220314625580185,0,0,0.0309526434021508,0,0,0,0,0,0,0.076613910737163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.968253734216347,0,-0.0225409436425476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0680812898277327,0,0,0,0,0,0,0,0,0,0,0,-0.0271507706348278,0,-0.0669985432511301,0,0,0,0,0,0,0,0.0275752855881043,-0.0928850183773814,-0.0317128403607095,0
X601628.CH.EQUITY,0.0145018180534427,0,0,0,0,0,0,0,0,0.272477060616765,0.169871901619129,0,0,0,0,0,0,0,0,0.442699196200827,0,0,0,0,0,0,0,-0.0176345554579486,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.00653295298286368,0,0.274894326292462,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0.35324359007776,0,0,0,0,0.0519619858988724,0,0,0,0,0,0,0,0.137578894257436,0.0527447317086011,0,0,0,0,0,0,0,0,0.129377505151067,0.0921392163133705,0,0,0,0,0,0.0444066918226807,0,0,0,0.0160590618763241,0,0,0,0,0,0.00650036861620383,0.0115635446989797,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.0725636169804044,-0.0529158671681956,0,0,0.00681309359842603,0,0,-0.0515403459639917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00687393783456556,0,0,0,0,0,0,0,0,0.0121310094532735,0,0,-0.119782988711302,0,0.974755842762705,0.108133933531012,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.124836050320871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.252469161342886,0,-0.122662195725444,0,0,0.047493359800377,0,0,0.0346797906508471,0,0,0.123384059672097,0.366331034830272,0,0.0311886457745648,0,0,0.0804533246637375,0,0,0,0.0221458878392206,0.0163344076563068,0,0,0,0,0,0,0,0,-0.108340055073456
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0260581508728392,0,0,0,0,0,0.250925923043368,0.46565104797237,-0.0913549533673159,0,0,0,0,0,-6.93889390390723e-18,0,-0.140583079739141,0.0880610195837635,0,0,0,0,0.0170203694433185,0.0640865013019081,0,0,-0.184842098289135,0,-2.77555756156289e-17,0.187078572974571,0,0.0549089023948422
X388.HK.EQUITY,0,0,0,0,0.268737304714961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.325230809181105,0.294267064773234,0,0,0.0603828972349973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.24273882981887,0,0,0,0,0,0,0,0.172557839895151,0
