,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X600030.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0,6.93889390390723e-18,0.0572642891859095,0,0.139721029931972,0.178335065716463,0,0.351063792036056,0,0,0,0.000610064376254639,0,0.133058962684725,0,0,0,0,0,0,0,0,0,0.0119575649594655,0,0,0,0,0,0.104107778729362,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0.149720044927387,0,0,0,0,0.0429738471129237,0,0,0.215295101690951,0,0,0,0,0,0.0534108702105941,0.100621611377251,0,0.0708517704229423,0.167909285194037,0,0,0,0,0,0,0,0,0,0,-0.102188709838803,0.102413573881728,0,0,0,0,0,0.136335047858259,0,0.0631743621923683,0,0,0,0,0,0,0,0,0,0.0258600329290153,0,0,0,0
X601939.CH.EQUITY,0.255394579092804,0,0,0,0,0,0,0,0,0,0,0,0,0.415751282193419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201770744335048,0.102966289470001,0,0,0,0.0188547902175345,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.343955889328024,0,0.0265520180440754,0,0,0.487905753351396,0,0,0,0,0,0.00728009617587461,0,0,0.0356506571675029,0,0,0.0091035369416881,-0.0255806549313143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100406602363529,0,0,0,0
X5.HK.EQUITY,0,0,0,-0.0698001759960244,0,0,0,0.0747248174985321,0,0,0,0,0.0246473879640735,0,0,0,0,0,0,0,0,0.0683283195335977,0.657973633751501,0,0,0,0.221874916809801,0,0,0,0,0,0,0.181136084180358,0,0,0,0,0,0,0,0,-0.120527390899316,0,-0.0885907724985874,0,0,0,0,0,0,0,-0.0641970763380128
X601988.CH.EQUITY,0,0.0592014763177258,0,0,0,0,0,0,0,0,0.107886073726052,0,0,0,0,0.21983731173331,0,0.0739964431868785,0,0,0,0,0,0.220275690408307,0,0,0,0,0,0,0,0.103767804037633,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136867623832404,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.117636210041392,0,0,0,0.267543576601326,0,0,0,0.166832843304878,0,0,0,0,0,0,0,0,0,0,0.0482798063058699,0,0,0,0.161331933983337,0,0.150334972627419,0,0,0,0,0.0358544196269164,0,0,0,0,0,0,0,0,0,0.0241657513831931,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.119853548431042,0,-8.67361737988404e-19,0.141536001007434,-8.67361737988404e-19,0,0.278534528383942,0,0,0,0.0933525907238248,0,0,0,0,0,0,0.00847264241366964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.399131910320248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.109545229180076,0,0,-2.77555756156289e-17,0.116284618113533,0,0,0,0.140628943744302,-0.0362346391475232,0,0,0,0.0130138030191042,0.258808099909977,0,0,0,0,0.116153107106721,0,-0.0463643248364948,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.257598861613561,0,0,-0.116858840755721,0,0,0,0,0,-0.01150056652176,0.0787914728184654,-0.2898389035652,0.76057068917405,2.16840434497101e-19,0,0,0,0,0.261713264831722,-0.504768963145129,0,0,0,-0.269535963191326
