,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X000166.CH.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X001979.CH.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0,0.301084028906371,0,0,0,0,0.407591221321478,0,0,0,0.00241916953052343,0,0,0,0,0,0,0,0,0,0,0,0,0.120178643938564,0.0651009609078015,0,0.0535621721361614,0,0,0,0,0,0,0,0,0,0.0834858505174437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0.332887756286984,0,0,0.172565039045328,0,0,0.0133324132754887,0,0,0,-8.67361737988404e-19,0,0,0.138556153266413,0,0,0,0.0169668734382227,0,0,0,0,0,0,0,0,0,0.155757183723599,0,2.71050543121376e-20,0,0,0,0.0926036783416943,0,0,0,0,0,0,0,0,0.00549740884786,0,0.0330009834186702,0,0,0,0,0,-0.00121592240090323
X601939.CH.EQUITY,0.458522095610834,0.117700732265944,0,0,0,0,0,0.178918821505171,0,0,0,0,0,0,0,0,0.00982003804696698,0,0,0,0,-0.137409296751477,0,0,0,0,0,0,0,0.138042059340408,-0.0113125861436681,0,0.138614148995096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197779724040254,0.144388782612977,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0.554847763138869,0,-0.078851673902911,0,0.041278834936576,0,0,0,0,0,0.0178789467323317,0,0,0,0,0.0594887357144419,0,0.135296377692937,0,0,0,0,0.113303225484397,0,0,0.0562720316089744,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0336053110015882,0,0,0,0.0192857896494792,0,0
X600036.CH.EQUITY,0,0.137528589863921,0,0,0,0.0513249997877211,0,0.0282749689905293,0,0,0,0,0.136467571543664,0,0.03385228028146,0,0,0,0,0,0,0,0,0,0.0973120030965166,0.0381398146700425,0,0,1.73472347597681e-18,0.0052408374601878,0.0137646475699335,0,0,0,0,0,0,0.0569764874955318,0,0,0,0,0.057441811687793,0,0,0,0,0,0,0.360693007303814,-0.268215031492458,0,0
X1299.HK.EQUITY,0,0,-0.0700209940436244,0,0,0,0,0,0,0.134357634219348,0,0,0,0,0,0,0,0,0,0,0.155772754584651,0,0.202579722844952,0,0.0383813747812706,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0.142121519802535,0,0.00274648557946769,0.0131751577257393,0,0.16356826486662,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.1751201517888,0,0,0,8.67361737988404e-19,0.00163387775654942,0,0,0,0,0,0,-0.0135037543637349,0,-0.241030779218759,0,0,0,0,-0.0645524078015446,0,0.190994099845112,0,0,0,-0.147230476276137,0,0,0,0,0,0,0,0,0.604756962663158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.23639805980188,0,0.0668566629124869,0.49737324522836,0,0,0,0,0,0.119041277495991,0,0,0.145938971534212,0,0,0,0,0,0.0109641996850265,0,0,0,0.12557810411133,0,0,0,0,0,0.0621186037124802,0,0.0390968447186472,0,0,0,0,0,0.0700821513724428,0,0.0121693803352225,0,0,0,0,0,0,0,0,0,0,0,-0.0313741247420535,0.0317232890543339,0
X5.HK.EQUITY,0,0.170490680483349,0.14474244675957,0,0,0,0,0,0,-0.0130398358679421,0,0,-0.0523401007475354,0,0,0,0,0,0,0,0,-0.391801001785664,0.186129041782698,0,0,0.12835979278232,0.14907917172428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0940984229175012,0.0996004465431616,0,0,0,0,0,0,0,0.135687671480851,0,0
X388.HK.EQUITY,0,0,0,0,-0.169483208233055,0.254598418729221,0,0,0,0,0,0,0.0558036998889799,0,0,-0.0848197238312148,0,0,0,0,-0.1273254103212,0.436491910253343,0,0,0,0,0,0.11301358799693,0,0,0,0,-0.0296094728217008,0,0,0,0,0,0.136160523391114,0.0740534862644319,-0.0198342252294809,0,0,0.18021566187676,0,-0.216731805550949,0,0,-0.0585937928291339,0,0.145105910618823,0,0
