,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X600999.CH.EQUITY,X2007.HK.EQUITY,X688.HK.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X001979.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0.102169583634484,0.405931310263996,0.0284113391390836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0265428856776648,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140358673379676,0,0,0,0,0.00781758408927289,-0.0306987857793622,0,0.0711958376710854,0.0748019534349545,0,0.030103389310635,0,-0.0712242694719247,0,0
X601318.CH.EQUITY,0,0,0.00407871307224286,0.155031995599337,0,0,0,0,0.152474419897867,0,0,0,0.0392573611354024,0,0.0341267394211239,0,0,0,0,0.181551378565812,0,0,0,0,0,0,0,0,0.0744391454127311,0,0,0.117308570457583,0,0,0,0,0,0.0731461793666951,0,0,0,0,0,0,0,0,0,0,0.049342004066777,0,0,0,-0.0923472530840585
X601939.CH.EQUITY,0,0,0,0,0.189281262965107,0,-0.0603235146581537,0,0,0,-0.0187786806592772,0.148696603865214,0,0,0,0,0,0,0.135785458122333,0,0.0220174310224032,-0.116573507384968,0.596956964440234,0,0,0.123210247028644,0,0,0.0539631294756365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0199721179588934,0.00212105571163787
X600036.CH.EQUITY,0,0.148231357431027,0,0,0,0,0.197048793462781,0,0,0,0,0,0.206120654841185,0,0,0.150778593062215,0,0,0.0232933310480037,0,0,0,0.166333439837013,0,0.228533370487375,0,0,0,0,0.0216207715601734,0,0,0,0,0,0,0,0,0.0078859573258322,0.122392081841221,0.0134552063545797,0,0,0,0,0,0,0,0,0,-0.0881405197295297,0,0
X601288.CH.EQUITY,0.183593408023067,0,0.0852614140711283,0,0,0.0844679763946818,0,0.285465854361333,0,0,0,0.0607522890061393,0,0,0.061664329968931,0,0.0700570789070921,0,0,0,0,0,0,0,0,0,0,0.0373806437002315,0,0,0,0,0.12487959451813,0,0,0,0,-0.10163879515302,-0.0157040729512093,0,0,0,0.0321734482152105,0,0,0,0,0.0792134855115217,0,0,0,-0.0577764302697048,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.183782986197906,0,0,0.0530710145221202,0,0,0.165337766856822,0,0,-0.124104529456818,0,0,0,0,0,0,0,0,0.602461348403397,0.0836130762460537,0,0,0,0,0,0,0,0.0925594819647454,0,0,0,0,0,0,0,0,-0.0442627457791011,0
X1299.HK.EQUITY,0,0,-0.193592730325567,0.0704696227627957,0,0,0,0,0,0,0.199990720677644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0995159902711845,0,0,0,0,0,0.102388145258993,0,0,0,0,0,0,0.0857913946258402,0.0963923104167578,0,0.12553120332594,0.274586895075143,0.0865811721189491,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.202439999235678,0.700299498902371,0,0,0,0,0,0,0,0.0299166810041966,0,0,0,0.0341149708472334,0.0460681489655395,0,0,0.0645864594132981,0,0,0,0.0927303819171478,0,0,0,0,0,-0.127308630810094,0.0946069496613722,0.026581645825217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,-8.67361737988404e-19,0,0,0,0.0736452331142736,0,0,0,0,0.0437336391645985,0,0,-0.0920149928225718,0,0,0,0,0,0.170415684019715,0,0,0,0.0933973027101236,0,0,0.181707581409535,0,0.0126351392238436,0,0,0,0,0,0,0,0,0.0127522336676532,0,0.309418223415358,0,0,0,0.211967716901585,0,0,0,0,0.116557173970377,0,0,0,0
X601166.CH.EQUITY,0,0,0.0565756736593252,0.153821318773661,0,0,-0.00782911559511614,0,0,0,0,0.0621952697152709,0.102665543066626,0,0,0.0378622925096436,0,0,0,0,0,0,0,0,0.155691422744585,0,0,0.33753908225996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19
