,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X267.HK.EQUITY,X600837.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0,0.0787387399647839,0,0.386123671572572,0.125489425987935,0.0856697205834644,0,0,0,0,0,0,0,0,0,0,0,0.25913620165637,0,0,0,0,-0.0156728529970171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0596127020706339,0,0,0.0500506116226554,-3.46944695195361e-18,0.0546506484684558,0,0,0.0793545733484596,-0.0749410280192927,0.0253380503279801,0
X601318.CH.EQUITY,0,0,0,0.112626595372303,0,0,0,8.67361737988404e-19,0.118815488020139,0,0,0.0889609027907238,0.0410773840679893,0,0,0,0.0273649356473675,0,0.142775933533663,0,0.287845490673396,0.0396270151051066,0,0,0,0,0.0607686986734114,0,0,0,0.134186985196145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0709380534673423,0,0,0,0,0,-0.00634740366512928,-0.132361364386027
X601939.CH.EQUITY,0,0,0,0,0.247938715692085,0,0,0,0,0,0,0.230070877325541,0,0,0,0,0,0.13807997208775,0,0.0399562949067301,0,-0.118129763699256,0,0,0.364295453926532,0.211572585724268,-0.0474722856057124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00119763411367917,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.115150861103735,0,0,0,0.0114166169254685,0,0.166723973437198,0,0,0,0,0.149540040642306,0,0,0,0,0,0,0,0,0,0.25001030894075,0.00783563646869775,0,0,0,0.0111048333820078,0,0.0554820528958892,0,0,0,0,0,0,0.00822153947767755,0,0,0,0.0850904574929063,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.0935778991617322,0,0.212510475686174,0,0,0.0494439209255431,0,0.249636802936938,0,0,0,0,0,0,-0.0685328106800222,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0989356214168989,0,0,0,0.0124326928619533,0,0,0,0,0,0,0,0,0,0,0,0,0.227917048145619,0,0.145015493267169,0,0,0,-0.0273971954487744,0
X601628.CH.EQUITY,0.0602147036769578,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0.167383209206811,0,0,-0.0246266770506719,0,0.267637341127892,-0.0783389442606248,0,0,0,0,0,0,0,0,0.0216147822365157,0,0,-0.000169420592784263,0.720261476291649,0,0,0,3.46944695195361e-18,-0.0130417497704588,0.143955351187945,0,0,0,0,0,0,0,0,0,0,-0.0969679971322996
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.146017610360135,0,0,0,0,0,0,0,0,0.0299400632245812,0,0,0,0,0,0,0.110780075724223,0,-0.190487712517505,0,0,0,0.010411313521681,0,0,0,0,0,0.0784116656887761,0,0.23899130225364,0.122450985489867,0.0562967328802916,0.0457866546123014,0.104585500373683,0,0,0,0,0,0,0,0.0346085586954887
X601988.CH.EQUITY,0,0,0.0928074002279157,0.106114696440213,0.16615080133255,0,0,0,0,0,0,0,0,0,0,0,0,0,0.230506839166447,0,0,0,0.211012307555035,0,0.0440828195675477,0,0.331405616129747,-0.0298365664135347,0,0,0.142533253329796,-0.074316120299482,0,0,0,0,0,0,0,0.0902299143239591,0,0,0,0,0,0.0287041232681535,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.0825894274434465,0,0,0,0,0,0.241503515965117,0,-0.0787793979715685,0.0642121240125159,0,0,0,0,0,0,0,0,0,0.107642544529489,0,0,0.142367643755642,0,0,0.216638253440109,0,0,0.0608570914216462,0,0,0,0,0,0,0,0,0.234929749395862,-0.101566974597128,0,0.107808824119248,0,0,0.0606795340493589,0,0,0.108537206097125,0,0,0,0.0433282238328179,0
X601166.CH.EQUITY,0,0,0.033602828581891,0.101197273567712,0,0,0,0,0,0,0,0.0325840306182036,0.0871303664236036,0,0.0510131399711284,0,-1.0842021724855e-19,0,0,0,0,0,0.165957524279368,0,0,0,0,0,0.362187173933069,0,0,0,0,0,0,0.0254676291448173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
