,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X1997.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X002142.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0,0.477155524446129,0,0,0,0,0,0,0.105101772655263,0.185429435436254,0,0,0.20977556392218,-0.0154675707032405,0,0.0913152539238367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0612186358693125,0,0,0,0.011278393346745,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.0344829993947468,0.0938741747346212,0.280970938727229,0,0,0,0,0,0,0.0599134672623824,0.336628043297426,0.0875234028689561,0,0,0.0656039249210184,0,0,0,0,0.0178785168089485,0,0,0,-0.0406450284648946,0,0,0,0,0,0,0,0,0,0.0617854918263075,0,0,0.00108031618495261,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.269701468703152,0,0,0.437475279938897,0.0678509449962894,0.0690182479990333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0115564248326547,0,0,0,0,0,0,0,0.17443217436368,0,-0.0565671880145128,0,0,0,0,0,-2.77555756156289e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0161740128587286,0,0
X601288.CH.EQUITY,0,0,0.260291407545566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173441818312029,0,0,0,0,0,0,0.0194664385392297,0,0,0,0,3.46944695195361e-18,0,0,0,0.10091343437941,0.246845811214464,0,0,0,0,0,0,0,0,0,-0.0118536820287069
X5.HK.EQUITY,0,0,0.0556597682561546,0,0,0.189340089377654,0,0.255794156916436,0,0,0,0.265738235447902,0,0,0,0,0,0.110417718571813,0,0.0690991476251309,-0.255854235643616,0,0,0,0,0.182885007293071,0,0,-0.184367577723207,0,0,0,0,0,0.125513631118552,0,0,0,0,0,0,0,0,0,0,0,0,0.101879245444873,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,0.204845173053056,0,0,0.0919045716391571,0,0.20879672978205,0,0,0,0.188135337999649,0,0,0,0,0,0,0,0,0,0,0.217461465142055,0.0411726415474266,0,0,0,-0.0345572841537552,0,0,0,0,0,0,0,0,0,0,0,0,0.23868613795141,0,0,0,0,0,0,0.0277954804064512,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0359620211843756,0,0.0377075211173163,0,0,0,0,0,0,0,0.742304018665936,-0.0142229975271786,0,0.0482217233316413,0,0,0.0968440214321008,0,0,0,0,0,0,0,0,0,0,0.09138412887466,0,0.0605644992982522,0,0,-0.00538978041081202,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.239242804390123,0,0,0,0,0,0,0,0,0.0769577585614842,0,0,0,0,0.0525743880121062,0,0,0,0,0,0,0.0372255804620546,0.0622207035508066,0,0.0930785265712535,0,0.011963707696448,0.190119261846288,0,0,0.154032035351621,0,0,0,0,0,0,0,0,-0.0489686025145204,0,0.0954311864616831,0,0,0,0,0,0.0745004482928293
X601628.CH.EQUITY,0,0.153055070847903,0,0.0401676385521099,0,0,0,0,0,0,0,0,0,0,0,0,0.0652398825106742,0,0,0,0,0,0,0,0.147018422260439,0,0,0,0,0,0,0,0,0,0,0,0,0.37284160600143,0,0,0.126742756895931,0.0601732908221123,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.278460020620804,0,0.0517749952443128,0,0,0,0,0,0,0,0,0.293793795994246,0,0,0,0,0,0,0,0,0,0,0.345959338216436,0,0,0,0,0,0,0,0,0,0,0.0209744212813755,0,0,0,0,0,0.0274184777892687,0,0,0,0,0,0,0,0.0702669244103998,0,0,0,0
