,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X601211.CH.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0.146930216664127,0,0,0,0,0,-0.0655763691002028,0,0,0,0,0,0,0,0,0,0,-0.0685678674448683,0,0,0.498158018092388,-0.18946147965777,0,0,0,0,0.365347801188294,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0.0645058180889433,0,0,0,0,0,0,0,0.0636223383618585,0.0258117722396491
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.00690260033909509,0,0,0,0,0,0.213507276152531,0,0,0,0.419455194602398,0,0,0,0,0.0330881252034344,0,0,0,0,0,0.0869631893923574,0,0,0,0.26190595491687,0,0.06869075723462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.121591445149579
X601939.CH.EQUITY,0,0,0,0.771505180264531,0,0,0,0,0,0,0.101122015357534,0,0,0,0,0.11105318201694,0,0,0,0,0,0,0,0,0.0101061753649148,0,0,0.0663344160799436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00571257834176361
X601288.CH.EQUITY,0.0465373823855304,0,0.965517832259497,0,0,0.0331223032134675,0,-0.0646589426805809,0,0.0152989221990166,0,0,-0.0281598063881007,0,0,0,0.00413457056022408,0,0,0,0,0,0,0,0,0,0,0.0159777177794959,0,0,0,0,0,0,0,0,0,0,-0.0063436019693463,0,0.0148195834196943,-0.0606299545961898,0,0,0,0.0663902811888095,0,0,0,0,-0.130427332632363,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,-0.0947729150851911,0.212293505881291,0,0.349674144968902,0,0,0,0,0,0,0.225990547447017,0,0,0,0,0,0,0,0,-0.0921214274334737,0,0,0,0,0,0,0.38048249478852,0.00817645063829921,0,0,0,0,0,0,0,0,0,0.0665496547277732,0,0,0,0,0,0.0670862080023722,-0.013264038099355
X600036.CH.EQUITY,0,0,0,0.348066971843053,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175631123567466,0,0,0,0,0,0,0,0.198252970785322,0,0.0317152807918909,0,0,0,0,0,0,0,0,0.0622084528923638,0,0,0,0,0,0,0,0.0833789734166826,0,0,0,0,0.011362921440144,0,0,0
X601988.CH.EQUITY,0,0,0,0.0691384707561635,0,0,0,0,-0.0269617687502997,-0.0729354114655798,0,0,0,0,0,0,0,0,0,0,0.00120457615236918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131481212129566,-0.062443273740679,0,0.989432610163474,0,0,0,0
X1299.HK.EQUITY,0,0.0064845072528807,0,0,0.0338751752207567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.310699476495489,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0891982364883106,0.176540607721719,0,0,0,0,0.171701434343886,0,0,0,0,0.0678807521967758,0,0,0,-0.0397353532520369,-0.084260358038692
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.106497949822221,0,0,0,0,0,0,0,0,-0.229709388492363,0,0,0,0,0,0,0,0,0.0445789628461686,0.486043902474608,0,-0.154231915388744,0,0,0,0,0,0,0,0,0,0.325323673059909,0,0,0.147350999022828,0.327604020803464,0.0919655105691887,0,0,0,0.329644438637718,0,0.076101832880579,0.0253849176673825
X388.HK.EQUITY,0,0,0,0,0.297680570407491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0737255897558769,0,0,0,0,0,0,0,0,0,0,0,0.107024501470267,0,0,0,0,0,0.148211139185855,-0.167090258767895,0,0.323285389062274,0,0,0,-0.0198852869760949,0,0.180960365685448,0
X601658.CH.Equity,0,0,0.23590363733011,0.135102862560969,0,0,0,0.0433024978450933,0,-0.0345511736249338,0,0,0,0,0,-1.73472347597681e-18,0,0.0621279648399922,0,0.0347329532470756,0,0,0,0,0,0,0.131307686182249,0.0140216668846843,0,0,0,0,0,0,0,0,0,0,0,0.12326595320814,-0.0808909423871262,0,0,0,-1.73472347597681e-18,0,0.0708813719990272,0,0,0.0561836839001269,0,0,0
X600030.CH.EQUITY,0,0,0,0,0.0135341255066527,0,0,0,-0.00085429643917542,0.108395073549325,0,0,0.3305443360215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0495035895441497,0,0,0.0758795361286932,0,0,0.181245848224977,0,0,0,-0.0567103738134139,0.145183201178132,0,0,0,0.219198969552076,0,0,0,0,0.0439664191719295
X601066.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.00849771308675683,0,0.654445616849494,0,0,0.0547290155027312,0,0,0,-0.0220272621629295,-0.0506978936895459,0,0,0.0293403991157868,0,0,0,0,0,0,0,0,-0.0206207516979336,0,0,0,-8.67361737988404e-19,0,0,0.175706275248182,0,0,0,0,0.00878220938442878,0,0.00123826255189401,0,0,0,0,-0.0411644814231763,0,0
X601166.CH.EQUITY,0,0,0,0.0409487738794634,0,0.0607308199592318,0.177481409221283,0,0,0,0,0,0,0,0,0.0401473193060957,0,0.0242700336628978,0,0,0,0.0707294650374398,0.0550881610137953,0.210850088461674,0,0,0.020122493145396,0,0,0,0,0,0,0,0,0,0,0.114761829828411,0,0,0,0,0,0,0,0,0,0,0.291804890033629,0,0,0,0
X000002.CH.EQUITY,0,0,0.0545683436902364,0.0974257127437395,-0.210295670775181,0,0,0,0.282817630346281,0,0,0,0.32481376291056,0.150769781603049,0,0.0151273958173362,0,0,0,0.0240270554875822,0,0,0.0928826797796308,0,0,0,0,0,0,-0.22771608055594,0,0,0,0,0,0.0969160246550878,0,0,0,0,0,0,0,0,0,0.0264817142597227,0,0,0,0,0,0,0.0188625088380511
X000001.CH.EQUITY,0,0,0,0,0,0.593613888328043,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0.0239427382014235,0,0,0,0,0,0.0872097461690396,0,0,0,0,-0.141777908784304,0,0,0,0.0641792393317591,0,0,0,0.143641473098172,0,-0.0261925723411555,0.0453723866885624,0,0,0,0,0,0,0,0,0,-0.189223470946461,0
X601328.CH.EQUITY,0.106845205578285,0,0,0.140077843817084,0,0,0,0,0,0,0,0.0546696622600381,0,0,0,0,0,0.083799238803202,0,0,0,0.389520490245309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0255764665353554,0,0,0,0,0,0.0795285611367168,-3.46944695195361e-18,0,0,0.00560213712244727,0,0,0,0
X600000.CH.EQUITY,0,0,0.139401121195526,0,0,0.384035513692339,0,0,0,-0.0670388778252247,0,0,0,0,0,0,0,0,0,0,0.0295777115145527,0,-0.0178192907891503,0,0,0,0,0.104363433859915,0,0,0,0,0,0,0,0,0,0,0,0,0,0.644401996585595,0,0,0,0,0,0,0,0.203722384358233,0,0,0
X601601.CH.EQUITY,0,0.320498354761079,0,0,0.327651064322635,0,0,-0.0283942886057917,0,0,0,0,0,0,0,0,0,0,0,0.217397246235938,0,0,0,0,0,0.107133567112886,0,0,0,0,0,0,0,0,0.076802828540417,0,0.0845563347630271,0,0,0,0,0.0493229269203441,0,0,0.00414440044620017,0,0,0,0,0,0,-0.0723383768161319,0
X601319.CH.EQUITY,0,0,0,0.170725921617857,0,0,0,0,0,0,0,0,0,0,0.148693271397388,0.137143674336887,0,0,0,0,0,0,-0.0455476304561741,0,-1.73472347597681e-18,0,0.0893959603941649,0,0,0,0,0,0,0,0.0969380883835812,0,0,0,0,0,0,0,-0.0757546506767433,0,0.0528790504219633,0,0.234164322908536,0,0,0,-0.00271856106557177,-0.120486694363355,0
X16.HK.EQUITY,0,0,0,0,-0.0342867833761516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0948106517207636,0,0,0,0,0,0,0,0.260822478754771,0,0,0,0,0,0,0.255495550680202,0,-0.0531499948348297,0,0.0346549626391139,0.0641325097614693,0.293739677687129,0,0,0.192212074884666,-0.0953236480071637,0,0,0,8.67361737988404e-19,0,0
X600016.CH.EQUITY,0,0,0.0172201106573858,0,0.070796288944776,0,0,0,0,0,0,0,0,0.097464893502502,0,0,0.0667037136287134,0,0,0,0,0,0.0386098954943971,0,-0.0732518703177445,0.348996153638963,0,0.0725844947230504,0,0,0,0,0,0.00501145108966367,0,0,0,0,-0.133682733229627,0,0,0,0,-0.104407361954545,0,0.0545845681386636,0.270672716827743,0,0,0,0,0,0.102123169679405
X1109.HK.EQUITY,0,0,0,0,0.318230698191873,0,0.04425877750008,0.100371171153069,0,0.1170747742331,0,0,0.00247421934551297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122164396579774,0,0,0,0,0,0,0.125905488450889,0,0,0,0,0,0.142316525858863,0,0,0,0,0,0,-0.0682980719757887,0.0918297478173323,-0.023085345320051,0
X601998.CH.EQUITY,0.23226336635019,0,0,0,0,0,0,0,0,-0.0612678523029057,0,0,0,3.46944695195361e-18,0,0,0,0,0.119060823483668,0,0.0265650729639143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142878983610486,0,0.538306622021245,0,-0.0465242105909302,-0.049112544701306,0
X300059.CH.EQUITY,0,0,0,0,0,-0.0168926079238217,0,0,0,0.204910728544406,0,-1.73472347597681e-18,0,0,0,0,0,0,0.00307214598811567,0,0,0,-0.0310223530455728,0,0,0,0,0,0,-0.0219490425895759,0,0,0.246525039035291,0.0654745446479018,0.0275467702072997,0.0622600374959223,0,0,0,0,0,0,0,0,0,0,0.152125006601192,0.190080954667587,0.0416836322109669,0,-0.0385737170232309,0,0
X002142.CH.EQUITY,0,0,0,0,0,0.704189345832054,0,-0.255331370847131,0,0.0825125806069076,0,0,0,0,0,0.0947277010654032,0,0,0,0,0,0.166886626712865,0,0,0,0,0.134113800909764,0,0,0,0,0,0,0,0,0,-0.0197437439267438,0,0.271434573979308,-0.279741286785195,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0
X600048.CH.EQUITY,0,0.046652337044146,0,0,0,0,0,0,0,0,0,0,0,0,0.785331898886066,0,0.0412011356648564,0,0,0,0,0,0,0,0,0.0658790446558993,0,0,0,0,0.0277802446700204,0,0,0,0,0,0,0,0,0,-0.0146033175097062,0,0,0,0,0.0462814123862578,0,0,0,0,-0.111884014761715,0,0
X2388.HK.EQUITY,0,0,0,0,0,0,0,0,0.320359261179494,0,0.16880337149599,0,-0.169047716926556,0,0,0,0,0.0854132566292554,0,0,0.190361319886698,0.186687119792086,-0.32407224885699,0,-0.161452745501993,0,0,0,3.46944695195361e-18,0,-0.337968217656345,0,0,0,0,0,0.373625237155373,0,0,0.339326981698397,0,0,0.21025407355112,0,0,0.0201072165998272,0,0,0,0,-0.0549755436083569,0,0
X11.HK.EQUITY,0,0,0,0,0,0,0,0.13106672928666,0.594726075235726,0,0,0,0,0,0,0,0,0,0,0,0.0187777875666158,0,0.035139753392088,-0.158203453914697,0,0.033948068464665,0,0.186005452891657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.048511558096597,0,0.128045108368971,0,0,0,-0.0952018625003505,0.0519443751338684
X688.HK.EQUITY,0.289691125187624,0,0,0,0,0,0,-0.00992424866105172,0,0,0,0,0,0,0,0,0,0,0,0,0.323764787118096,0,0.0521218707741113,0,0,0,0,0,0,0,0.360123650804707,0,0,-0.0803513207186692,-0.184057671707985,0,0.15353530484024,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,-0.0076351790477058,0,0,0,0,0
X2007.HK.EQUITY,0,0.252866001571923,0,0,0,0,0,0.127564318033815,0,0,0,0,0,0,0,0,-0.0208589040981166,0,0,0,0,0,-0.0253035813938332,0,0,0,0,0,0,0.326824190347593,0,0,0,0,-0.0737808756684342,0,0.33880984018273,0,0,0,0.280924971504212,0,0,0,0,0,0,0,0,-0.0664508498600761,0,0,0
X601818.CH.EQUITY,0,0.143662230314637,0,0.168079247521295,0,0,0.0681577821914952,0,0,0,0,0,0,0,0,0,0,0.0655889318489875,0.0805187616639859,0.0853842691823244,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0278760881931224,0,0,0,0,0,0.0912586429808144,0,0,0.0485200778029201,0,0,0,0,0.00328082940814952,0,0,0,0,0
X601688.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.226585573137051,0,0,0,0,0,0,0,0,0.0137388203259724,0,0,0,0.150046224497123,0,0,0,0.00708242521590431,0.0155728345671974,0,0,0,0,0,0.235786543996449,0,0.138380999544877,0,0,0.0707839121980427,0,0,0,0,0,0.142420529014215,2.16840434497101e-19,0,0,0,0,0
X600999.CH.EQUITY,0,-0.0292782404983661,0,0,-8.67361737988404e-19,0,0,0,-0.0303919281514036,0,0,0,0.116301865073477,0,-0.141441137620516,0,0,0,0,0,0,0,0,0,0,0,0,0.0035128002253465,0,0,0,0,0,0,0,0.421781990277168,0,0.190547154342964,0,0,0,0,0.0381557192209836,0,0,0.0174285515260867,0,0,0,0,0,0.164409246424121,-0.0236588267380372
X601336.CH.EQUITY,0,0,0,0,0.279483447969927,0,0,0,0.0270677535826891,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.146965296454344,0,0,0,0,0,0,0,0,0,0,0.122777006613668,0,0,0.0787000813597537,0,0,0.267718297407629,0.0370185650126632,0.04001678115501,0,0,0,0,0,0,0,0,0,0,0
X600837.CH.EQUITY,0,0,0,0.0204696387237465,0,0,0,0,0,0,0,0.294643614210026,0,0,0,0,0,0,0.0571847896745995,0,0.0387440780920392,0,0,0,0.0436394648215453,0,0,0,0,0,0,0,0.382644026351098,0,0.0137082666058743,0,0,0,-0.032348836253198,0,0,0,0,0,0,0.010202572313133,0,0.150245900227594,0,0,-0.0279258926573547,0,0
X267.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218205201135339,0.268630706607286,0,0.179853989993739,0,0,0.18210973605079,0,0,0,0,0,0,0,0.123561387072776,0,0,0,0,0,0,0.16669054393652,0,0,0
X601211.CH.EQUITY,0,0,0,0,0,0,0.0224052949736758,0.0737757653439956,0,0,0,0,0,0,0,0,0,0,0,0.095881553920161,-0.0167926820126804,0,0,0,0.06402246706802,0,0,0,-0.114231939419921,0,0,0,0.262595589082456,0.11825833708434,0,0,0,0,0.0912743980705178,0.0626847211518662,0,0,0,0,0,0,0.057043831733351,0,0,0,0,0,0
