,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X001979.CH.EQUITY,X1997.HK.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0,0.313808634447436,0,0.00043899988838653,0,0,0.354259689447259,0,0,0,0,0,0,0,0.0209618636347566,0,0,0,0,0,0,0,0,0.174002327441924,0,0.022602870677223,0,0,0,0,0,0,0,0,0,0,0.105805137010868,0,0,0,0,0,0,0,0,0,0,0,-0.0308081099349638,0,0,0
X601318.CH.EQUITY,0,0,0.223303504085222,0,0,0,0,0,0.174969097735216,0,0,0,0.0152154501109733,0,0.0942244923337374,0,0,0.0871339947546291,0,0,0.136506332757414,0,0,0,0,0,0,0,0,0,0.0216527500819897,0,0,0,0,0,0,0.0671772740458438,0,0,0,0.00547914433877953,0,0,0,0,0,0,0,0,0,0,-0.145925250978557
X601939.CH.EQUITY,0.41334298942564,0.297505269794323,0,0,0,0,0,0.425294125879127,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0930866502889165,0,0,0,0,0,0,0.103054134783456,-0.00652658366282453,0,0,0,0,0,0,0,0,0,-0.0297826704247078,0,0,0,0,0,0,0,0,0,0,0.151970648635652,0,0
X601288.CH.EQUITY,0,0,0,0,0,0.00234782458844383,0,0.526729620788533,0,0,-0.075957402672071,0.0569896342373704,0,0,0,0,0,0,0,0,0,0,0.0639728447540277,0,0.160772933779578,0,0,0,0.102268050710186,0,0,0,0.0446679571621344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0401936417821565,0,0.0180710675147327,0.0101718446214922,0,0
X600036.CH.EQUITY,0,0.0242655046253471,0,0,0,0,0.130992987439784,0,0,0,0,-0.050189640186503,0.0861151289674768,0,0,0.181927845927467,0,0.264590643786868,0,0,0,0,0,0.20720200805152,0,0.128964048859909,0.0375557022023511,0,0.0736208010686504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0900126366354485,0,0,-0.199810705195689,0,-0.0289995148972788
X601628.CH.EQUITY,0.0497493967412484,0,0,0,-0.0134009271074776,0,0,0,0,0,0.00911181289607209,0,-0.0953649560068516,0,0,-0.224599182232649,0,0,0,0,0,0.190369699391398,0,0.13914864074886,0,0,-0.0658780141274308,0,0,0,0,0,0,0.0752683128412367,0.562906197238788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0519350243656281,0
X1299.HK.EQUITY,0,0,-0.0225012581109955,0,0,0,0,-0.0858553298948062,0,0,0.105958547461339,-0.0160602506729428,0,0,0,0,0,0,0,0,0,0,0.133886103883322,0,0,0,0,0,0,0,0,0,0.0582818264498417,0,0,0,0,0.114953463148503,0,0.101866976885069,0.142317294508007,0.0848747619460312,0.122174809119614,0,0,0,0,0,0,0.298531516802569,0,0,0
X601988.CH.EQUITY,0.17185077858032,0,0.0906654852967912,0.378697436311855,0,0,0,0,0,0,0,0,0.244341833937091,0,0,0,0.070513896369602,0,-8.67361737988404e-19,0,0,0,0.0324915989653615,0,0,0,-8.67361737988404e-19,0,0,0,0.118980587000198,0,0,0,0,0,0.0170946054613805,0,0,0,0,0,0.0181105549739736,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.124614077415065,0,0,0,0,0,0,0,0,0,0,0,-0.0884449260414893,0,0,0,0,0,0,0.238587280661179,0,0.186823356125657,0,0,0.142670822828069,0,0,0,0,0,0,0.0545078028824202,0,0,0,0,0,-0.0670036118051325,0.0530190867532729,0.197487536486242,6.93889390390723e-18,0.270984934599136,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19
X601166.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0698089025685776,0.144772404443768,0,0,0.105742596328594,0,0,0,0,0,0,0,0,0,0,0.142026311231804,0,0.436832727919504,0,0,0,0,0,0.0472897238622809,0,0.00586309463117025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025423467328069
X388.HK.EQUITY,0,0,0,0,-0.120288491118127,0,0.279138388836913,0,0,0,0,0,0.0563526254850246,0,-0.0504328967043231,0,0,0,0,-0.121947054321288,0,0.468644991114915,0,0,0,0,0,0.078867172019034,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0.158140866966902,0.00744959954301837,0,-0.0739259693645884,0,0.142439216671309,0,-0.363869079314277,0,0.062730703865636,-0.0377736858428761,0,0.17647125703829,0,0
X601658.CH.Equity,0,0,0,0.504864876972267,-0.358595688895931,0.0716378667483978,0,0,0,0.275002223368992,0,0,0.0484778018352128,0,0,0.0637876583116629,0.312572020768881,0,-0.00213727261754748,0,0,0.222758911074335,0,0,0,0,0,0,0,0,0,-0.258476680942655,0,0,0,0,0,0,0,0,0,0,0.107920180083178,0,0,0,0,0,0,0,0,0,-0.0578954728294273
X000001.CH.EQUITY,0,0.103548926738511,0,0,0.149798247596668,0,0,0.248105285004317,0,0.291148158744105,0.0487965350778726,0,0,0,0,0,0,0,0,0,0,0,0.184375803380896,0,0,0,0.179423537826585,0,0,0,-0.0934904476790949,0,-0.304969198391271,0,0,0,0,-0.0660114918359083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
