,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X2007.HK.EQUITY,X002142.CH.EQUITY,X688.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0.418620897479116,0,0,0,0.0542835298861713,0,0,0,0,0,0,0,0,0,0,0.012723182523987,0,0,0,0,0,0,0,0,0,0,-0.0126456857816359,0,0,0,0,0,0,0,0.231376319009162,0,0,0,0,0,0,0,0,0,0.0103550879634255,0.0304407979362158,0.239466291722889,-0.0181815585192409,0,0
X601318.CH.EQUITY,0,0,0,0,0.0628483776748772,0,0,0.0572614505292071,0.12693792706969,0,0.00875348865435807,0,0,0.000230347230133203,0,0,0,0,0.189850281229519,0,0.270909405467376,0,0,0,0,0,0,0.102116175187094,0,0,0,0,0,0,0,0.0685399911841977,0,0,0,0,0,0,0,0,0,0,0,0.0491426034846408,0,0,0,0,-0.153263157084581
X601939.CH.EQUITY,0,0.0221173094422437,0,0.236511819318967,0,0,0,0,0,-0.0300417307793879,0,0,-0.00243271969922777,0,0,0,0,0,0,0,0,-0.279580058269639,0,0.746563621351225,0,0.0727069772816475,-0.167845289259504,0.0633010755085662,0,0.0483960423767899,0,0,0,0,-0.0290955862739654,0,0,0,0,0,0,0,-0.0744270352534678,0,0,0,0,0,0,0,0,-0.0381524284339321,0.0608571686868007
X601288.CH.EQUITY,0.218421129085311,0,0.020046120560499,0,0,0.0380669298628062,-0.057905147725647,0.288968664310847,0,0,0,0,0,0,0,0.115800508132517,0,0.0061713896913205,0,0,0,0,0,0.0346726911431061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0.170130055070314,0,0,0.110474021914867,0,0,-0.0919184549425776,0
X600036.CH.EQUITY,0,0.194775124800608,0,0,0,0.0391112659296089,0.118825660931984,0.0840669962380442,0,0,0,0,0,0.199180904969729,0.0508294210774067,0,0,0,0,0,0,0,0.0696681702192899,0,0,0,0,0,0.322844385787616,0.0447794626283787,0,0.0110412887079775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.0612745898090927,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0.163836744292798,0,0,0,0.197856964105654,0,0,0,0,-0.0223124569486967,0,-0.0780373088375895,0,0,0.00203258568028563,0.0937371108823176,0,0,0,0,0.63251114446352,0,0,-0.0349051530317263,0,0.106599411914013,0,0,0,0,0,0,0,0,0,-0.0435453537267448
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.255386512627814,0,0,0,-0.0361153258208377,0,0,0,0,0,0,0,0,0,0,0.0872976487729359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0868467416737398,0.183652603702681,0.100998825784953,0,0,0,0,0,0.0703997054639377,0.1191545151556,0,0.0583836280979888,0,0
X601988.CH.EQUITY,0.0308906806076908,0.0192973165636399,0.045961650535208,0.171885093857644,0.356591393373051,0,0,0,0,0,0,0,0,0,0,0.188676117159278,0,0,0,0,0,0,-0.00809316502178658,0,0,0,0,0.0757845988159892,0,0.0160727043164404,0,0,-0.121400563119182,0,0,0.270371349095088,0,0,0,-0.0836060584852233,0,0,0,0,0,0,0,0,0,0,0,0.0452926606131579,6.93889390390723e-18
X5.HK.EQUITY,0,0,0,0,0,0,0,0.0283485570462938,0,0,0,0,0,0.0437248221285547,0,0,0,0,0,0,0,0,0,0,0.141887670480835,0,0.0124234493553004,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,-0.000398374844226447,0.474215911811165,0,0,0.260806648771246,0,0.194200741038012,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0,-0.0260786631744182,0,0.0760368450877594,0,0,0,-0.0106600361459345,-0.0703247081058226,0,0,0,0,0,0,0,0,0,0.432012327322874,0,0,0,0,0.277371128081709,0,-0.0313579432698464,0,0,0,0,0,0,0,0,0,0.323457574877585,0,0,0,0.0216607714732233,0.0924518519503822,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0.0408803773315025,0,0,0,0,0,0,0.131392890329497,0,0,0,0,0,0.163423469043647,0.0970895134666675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0261387788657329,0,0,0,0.0878427508815822,0,0,0,0,0,0,0,-0.0165134248971122,0,-0.0357976260580035,0,0.135138530105445,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0.0260838470013818,0,0,0,0,0,0,0,0.0731600855476097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161697158099544,0,0.365691558591297,0,0.0103517032318702,0,0,0,0,0.068196257622014,0,0,0,0,0,0,0,0,0.0992065899906052,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.584118227739514,0,0,-0.0589102872729883,0.0797183144444855,0.0307682070481591,0,0,0,0,0,0,0,0,0,0,0,0,0.0122221786967514,0,0.0658838362618152,0,0,0,0,0.184398366395223,0,0,0,0.10523659881285,0,0,-0.169183734696635,0,0,0,0
X000001.CH.EQUITY,0,0.0688805966152354,0,0.0277173476495551,0.566061919134171,0,0,0,0,0,0,0,0,0,0,0.0589593161682283,0,0,0,0,0,0,0.0458704601059737,0,0,0,0.0404802020570503,-0.285145601370227,0.138157559082812,0,0.0377044029684656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0748771745266187,0,0,0
X000002.CH.EQUITY,0,-0.0264699691743481,0,0,0.230997328001419,-0.267290306468708,0,0,0.185179397634737,0,0,0,0,0,0,-0.10773789866783,0,0,0,0,0,0,0,0,0,0,0,0.313555342757802,-0.133502194302605,-0.321759872106497,0,0.0666723399712984,0,0,0,0.0273416960846105,0,0,0,0,0,0,0.166037811877309,0,-0.0510671894725977,0,0,0,0,0,0.0357947824179321,0,-0.00430322162006154
X601328.CH.EQUITY,0,0.166542512922408,0,0.0642706667252317,0,0,0,0.0869721988110916,0,0,0,0,0,0,0,0,0,0,0.218327243441138,0,0,0,0,0,0,0.0884914677362992,0,0,0,0,0,0.18132268598304,0,0,0,0,0.0878817179880108,0,0,0,0,0,0,0,0,0,0,0,0,0.0876163401280153,0,0,0
X601066.CH.EQUITY,0,0,0.00556321038917997,0,0,0,0.0220414856606368,0,0,0,0,0,0.633958005719676,0,0.0738790305446131,-0.0531340779627427,0,0,0,0,-0.0458196634827355,0,0.0443232283440794,0,0,0,0,0,0,0,0,0,0.0330359518511563,0,0,0,0,0,0.117184009315405,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601601.CH.EQUITY,0,0.229647802866509,0,0.14534914563695,0,0.227705753656128,0,0,0,-0.100308644342014,0,0.129064678837063,0,0.238249988826304,0,0,0,0,0,0,0.165321831382281,0,0,0,0,0,0,0,0.0615926118975811,0,0,0,0,0,0,0,0,0.0398718624974521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0361156982318412
X600000.CH.EQUITY,0,0.17416122758066,0,0,8.67361737988404e-19,0,0,0,0,0,0,0.0259624502689201,0,0,0,0.405896407820302,0,0,0,0,0,0,0,0.00428879670109924,0,0,0,0,0,0,0.0541539330853816,0.0223038975712108,0,0,0,0.0196960738906265,0,0,0,0,0.0432803161615523,0,0,0.0513819031103766,0,0,0.0210716773213501,0,0,0,0,0,0
