,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X601916.CH.Equity,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0.143966915603248,0,0.0166212046302348,0,0,0,0,0,0,0.283038201258703,0.244485070685849,0,0,0,-0.0962332589787189,0,0,0.0178901526702665,0,0,0,0,0,0,0,0,0,0,0,0,0.265292792562,0.0253088988717261,0,0,0,0,0,0.0408363428729196,0,0,0.0614864700077139,0,0,0,0.0203421939059664,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.103096558595586,0,0,0.261920552151352,0,0,0.372948030809111,0,0,0,0.128649407845367,0,0,0.0383102021704696,-0.0158472064047263,0,0,0,0,0,0,0,0,0,0,0,0,0.0764515356508683,0,0,0,0,0,-0.259359193181008,0,0.0233597321924961,0,0.104863288602521,0,0,0,0,0.0514542950936306,0,0,0,0
X601939.CH.EQUITY,0.473984492624085,0,0,0,0,0.184218099330533,0,0,0,0,0,0,0,0.0612310599493791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.370528929244555,-0.115390671014799,0,0,0.0490389782105626,0,0,-0.044611754325553,0,0,0,0,0,0
X601288.CH.EQUITY,0.565642425305614,0,0.130012680746732,0,0.125567149135829,0.0697594216227666,0,0,0.0238479954798432,0,0,0,0,-0.0529625445940006,0,-0.0294340904887678,0,0,-0.0387323968951543,0,0,0,0,0,0,0,0.0583548734400013,0,0,0,0,0,0,0,0,0.0513613428143408,0,0.026950522950704,0.211015598675666,0,0,0,0,0,0,0.0201211915673402,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0.20859227834754,0.0568200407653271,0,0,0,-0.11994524542246,0,0,0.103058867445711,0.215713605645483,0,0,0,0,0,0.653509524435895,0,0,0,0,-0.11663733757659,0.0297954059118284,0,0,-0.154616111853389,0,0,0,0,0,0,0,0,0.027905305914425,0,0,0,0,0,0,0,0,0,0.181299097649246,0,0,0,0,0,0
X601988.CH.EQUITY,0.0883600437466083,0,0.151606011977334,0.142410215621295,0,0,0,0,0.128269869757831,0.0975132785282591,0.168964781666333,0,-0.303689036990669,0,0,0,0,0,0,-0.0580817739034116,0,0.25983716058609,0,0,0,0,0.111189838937441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0162217986564319,0,0,0,0.00719242291907829,0.0222707450415086,0,0.00958453839663992
X600036.CH.EQUITY,0,0.111108278426365,0,0,0,0,0,0,0,0,0,0.157360528296148,0,0.101471747100611,0,0.248142204626826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197646514458765,0,0,0,0,0,0,0.0393343044610355,0.0358155882382661,0,0,0,0,0,0.106287663488223,0,0,0.0457510991352987,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.129115655602065,0,0,0,0,-0.0165931212507651,0,-0.0323900832548445,0,0,0.225676771723679,0.259461209534757,0.197262406804693,0,0,0,0,0,0,0,0.0957877388644619,0,0,0.0238179975584201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0
X601628.CH.EQUITY,0.0964452031482389,0.382202978431317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0.0739436878062205,0,0,0,0,0,0,0,0,0,0,0,-0.261293803710757,0,0.0684695833404692,0,0,0,0,0,0,0,0.242406681815201,0,0,-0.0685834998979681,0.14614122963838,0,0,0,0.02757188920408,0,0.148587135947569
X601166.CH.EQUITY,0.168409183410401,0,0,0,0,0.124204215865092,0.155174339606214,0,0,0,0,0,0,0.136999491754668,0,0.492514272058573,0,0,0,0,0,0,0,0,0.10319596510528,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0346564031406489
