,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X300059.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X2881.TT.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X1997.HK.EQUITY,X600015.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0.532763806357058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0213568734871011,0,0,0,0,0,0,0,0,0,0.401251655347216,0,0,0.12091916003763,0,0,0,0,0,-0.148137293942596,0,0,0,0,0,0,0,0,0,0,0,0.0668179271165359,-0.102882156078447,0,0,-0.0242249319028367,0
X601939.CH.EQUITY,0.1006188587081,0,0,0.335938050819649,0,0,0,0,0,0,0,0,0,0.171634990991328,-0.0465885502143883,0,0,0,0,0,0,0,0,0,-0.0944649423332157,0.322483980072552,0,0,0,0,-0.095187661248415,0,0,0,0,0,0,0,-0.0375901887283856,0,0,-0.0369646126579119,0,0,0,0,0,0.145973079932869,0,0.0603885288751267,-0.0209048570153507,0,0
X601318.CH.EQUITY,0,0,0,0,0.25914689148239,0.0950051527015485,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0445421035505819,0,0,0,0.13569267706499,0,0,0,0,0,0,0,0,0,0,0.171536226734397,0,0,0,0,0.0844966369144713,0,0.019542846659673,0,0,0,0,0,0,0,0.021092741103086,0,-0.0263669637838997,0
X601288.CH.EQUITY,0,0.654528314808646,0,0,0,0,0,0,0,0,0,0,0.102197025185053,0,0,0,0,0,0,0,0.148485627009278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0238584047550397,0,0,0.0268533598657147,0,0,0,0,3.46944695195361e-18,0,0,0
X601988.CH.EQUITY,0,0.0363930846707848,0,0.376012859073139,0,0,0,0,0,0.312248188743215,0,0,0,0,0,0.108381868272899,0,0,0.112744778133264,0,0.0516656401016792,0,0,0,0.173858178735831,0,0,0.0443236767364112,0,0,0,0,0,0,0,0,0,0,-0.546751450527635,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.265937878442383
X600036.CH.EQUITY,0,0.176870225313837,0,0,0,0,0,0,0.032539627999963,0,0,0,0.0413801137412803,0,0,0,0,0,0.110929983741838,0,0,0,0,0.242937159464633,0,0,0,0,0,0,0,0,0,0.362953281943069,0,0,0,0,0,0,0.0763702408822121,0,0,0,0,0,0.0928019336869721,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0655272059564075,0,0,0.0677030689973167,0,0,0.382217657317384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0233618124116073,0,0,0,0,0.281926139429914,0,0,0.0316822290697126,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0583807056289948,0,0,0,-0.191579898116535,0,0,-0.474253774897458,0.747697598886378,0,0,0.0791374079637533,0.510604836689535,0,0,0.0582813091397582,0,0,0,0,0,0,0,0.086509522522476,0,0,0,0,0,0,0,0,0,0.189617171558803,0.113932607681645,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.304414768787789,0,0,0,0,0,-0.154094622594322,0,0,0,0,0.0889989842498784,0,0,0,0,0.187714269516625,0,0,0,0,0,0,0.115462397673041,0,0,-2.77555756156289e-17,-0.0673916095646548,0,0,0,0,0,0,0,0.0936791676698535,0,0,0,0,0,0,0,0,0,0.1523261000527,0,-0.0416310918377046
X601658.CH.Equity,0,0.148321586024865,0,0,0.00986593793417919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.388295650815028,0,0,0,0,0.0131927477362918,0,0,0,0,0,0,0,0,0,0,0,0.18860433959675,0,0.11302605789421,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.242519200491092,0.204310576509273,0,0,0,0,0,0,0,0,0,0.088369742491748,0,0.01565436839319,0.161773192360853,0,0,0,0,0,0,0,0,-0.0447720385070073,0.00158691164823534,0.059823363872205,0,0,0,0.0105683887370578,0.0819983658052065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116550007972786,0,0,0
X388.HK.EQUITY,0,0,0.295184207088306,0,0,0,0.100032012626795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108571062182166,0,0,0.0330792063759245,0,0,0,0,0,0,0,0,0,0,0,0,0.0192747334297728,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0.485099178076383,0,0,0,0.035341341290104,0.0282810767204684,0,0,0.0119141460850238,0,0,0,0,0.0048533002229505,0,0,0,0,0,0,0,0,0,0,0.240410735141161,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0144298078285292,0,0,0.011033948194203,0.0704264967732424,0,0.0906550184475331,0,0,0
X600000.CH.EQUITY,0,0,0.0364636578119452,0.157399852037577,0.0834602214046879,0,0,0,0,0,0,-8.67361737988404e-19,0.308922139241132,0,0,0,0,0,0,0,0,0,0,0,0,0.0381104415083284,0,0,0.153390100528943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0746394886303412,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105333430269029,0,0,0,0.158054721892142,0,0,0,0,0,0,0,0.0767205206021788,1.38777878078145e-17,0,0.249248259795726,0.153289312474675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0851123312669898,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0232433309557238,0,0,0,0,0,0,0.0352227826660692,0,0,0,0,0,0.371223715210671,0,0,0,0,0,0.0256593244365274,0,0.298975994829612,0.0322041535232484,0.0241872228000958,0.0890264125137314,0,0,0.0711094014997674,0.0268807857869369,0,0.0363715394101846,0,0,0,0,0,0,0,0,0.0181619099510345,0,0.0643535902342599
