,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X300059.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X823.HK.EQUITY,X000776.CH.EQUITY,X601169.CH.EQUITY,X601881.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0.130186553136413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0842114142325566,0,0.449539580566095,0.327898349774323,0.0588367344296796,0,0,0.169892161971992,-0.250663782382292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0436423515633239,0,0.031679884875653,0,0,0,0,0,0,-0.018794128664558
X601318.CH.EQUITY,0,0,6.93889390390723e-18,0,0,0.112902660257683,0,0,0,0,0,0,0,0.190236971213462,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0.107658483111517,0,0.0675059771360674,0,0,0.147461086506857,0.214319163468311,0,0,0,0,0,0,0,0,0,0,0,0.0752509800127508,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.809293826114797,0,0,0,0,0,0,0,0,0,0,0,0,0.0953775093973471,0.0367469203520887,0.0757150950200696,0,0,0,0,0,0,0.00895942983790306,0,0,0,0,0.0112434699427152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.0486097266944336,0,0.928841567265771,0,-0.00720204600174858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031540510559856,0,0,0,0,0,0,0.0757918282963471,0,0,0,0,0,-0.0444238028721355,0,-0.091414595988648,0,0,0,0,-0.00874373317717523,0,0,0,0,-0.105668265115858,-0.0396566752046479,0
X601628.CH.EQUITY,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.0739445344896791,-0.132230893883757,0.382538442077044,0,0,0,0,0,0,0,0.0377586630798232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0839567510830803,0.534220356637672,0,0,0,0,0,0,0,0,0.229712415726216,0.0121222117960308,0,0,0,0,0.0683251247554009,0
X600036.CH.EQUITY,0,0,0.406186020183917,0,4.33680868994202e-19,0,0,0,0.0222028731741776,-0.00512057329330571,0,0,0,0,0,0,0.104812819985115,0,0,0.00628461503050131,0.0125451690531282,0,0,0,0,0.187877695608604,0,0.120960919616217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,-0.161152273404908,0.0824501344181662,0,0.0275032986552757,0,0,0,-0.000842224122420122,0,0.03856775905827,0,0,0,0,0,0,-0.0725954127637503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.105912292656171,0,0,0.0110230578185093,0,0,0,0,1.02121048230497,0,0,0.0350432159686003,0
X1299.HK.EQUITY,0,0,0,0,0.113587509753236,0,0,0,0,0.147734178412188,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0285558750622407,0,0.128022532536054,0,0,0,0.101255784780574,0.399266793413427,0.123635812362161,0,0,0,0,0,0,0,0,0,0,0.237650907323273,0,-0.20847158119955,0,0,0,0,0,0.0941264294054823,-0.0584561918121523,0
X5.HK.EQUITY,0,0,0,0,-0.0619738697194639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.331457986776994,0.437384659470254,0,-0.026720432224049,0,0,0,0,0,0,-0.0638429873245406,0,0,0,0,0,0,0,0.0605405019079776,0.0354451996271372,-0.0868509657334079,0,0,0,-0.0047106750923461,0.143214713325395,0,0.0174430211052642
X388.HK.EQUITY,0,0,0,0,0.269199491563218,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.147698604580349,0,0,0,0,0,0.457590309540299,0,0,0,0.0424453843172599,0,0,0,0,0,-0.109446110193621,0,0,0,0,0,0,0,0,-0.132707125047068,0,0.155541711647625,0.071035179244031,0,0,0,-0.107996655014798,0.0736850144839123,0
X601658.CH.Equity,0,0,0.107080391134137,0.120323230322694,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248125946258914,0.0325287679468718,0,-0.0770197501991846,0,0,0,0,0,0,0,0,0.0692462758290522,0,0,0,0,0,0,0,0,0.0311805518566127,1.73472347597681e-18,0,0,0.24446708159422,0,0,0,0,0,0,0.0105703582350439,0,0,0
X600030.CH.EQUITY,0,0,0,0,0.0150603802216062,0,0,0,-0.0487178964762583,0.0486183531347089,0,0,0.244310699669047,0,0,0,0,0,0,0,-0.0114171391442268,0,0,0,0,0,0,0,0.0894732067652302,0,0,0,0,0.108101819240759,0,0.181892939944225,0,0,0.219919764190649,0,0,0.0455740476219683,0,0.131940851581792,0,0.0509371240721605,0,0,0,0,0,0.0665515675551885,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,0.0040479052518922,0.0210225355669081,0,0,0.734027910211916,0,0,0,0.0335972920136118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00671450388873299,0,0,0,0,0.159926154231818,0,0,0,0,0,0,-0.0339582652945954,0,0
X601166.CH.EQUITY,0,0,0,0.0198311985140397,0,0.102247738832353,0.365429611612694,0,0,0,0.055479166931526,0,0,0,0,0,0.0575444564779003,0,0,0,0,0.0732327385226243,0,0,0,0,0,0,0,0,0,0,0,0,0.0136229370263741,0,0,0,0,0.0242986036833342,0,0,0,0,0,-0.018031845905605,0,0,0.245884259935279,0.0510755709999307,0,0,0
X601328.CH.EQUITY,0,0,0,0.0462888888149704,0,0.114060814857419,0.0205263294548701,0,0,0,0,0,0,0,0,0,0.0291490891318418,0,0,0,0,0.373415917684634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.249019086279377,0,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0.228006395379292,-0.115335325629055,0,0,0,0.145609004108188,0,0,0,0.148359038252239,0.0628055382997125,0,0,0,0,0,0,0,0,0,0,0.0864981623137354,0,-0.173738759248972,-0.0160301944137014,0.0169910118184797,0.0948282858651764,0,0,0,0,-0.0772490503279995,0.190718946269039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
