,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X267.HK.EQUITY,X388.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0.668269076656313,0,-6.93889390390723e-18,0.0151002324057168,0,0,0,0,0,0,0,0.0529443276926832,0,0,0,0,0.128436610752832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0.0193946816234545,0,-0.0195315762943211,0.0500152772972862,0,0,0,0,0.0461804203267798,0,0,-0.0213880069984944,0
X601939.CH.EQUITY,0.162166310701507,0,0,0.61201530879332,0,0.0154135256256874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130702971885655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00821021352039428,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.0127580770071725,0,0,0,0,0,0,-2.16840434497101e-19,0.0856618070053879,0.295224657319176,0,0,0,0,0,0,0.141298559689515,0,0,0,0,3.46944695195361e-18,0,-3.46944695195361e-18,0.0481459597541977,0,0,0,0.0032242144431742,0,0.0667530434939961,0.192061172269156,0,0.0138952639575583,0,0,0,0.0199419352062412,0,0,0.0642714803056539,0,0,0
X601288.CH.EQUITY,0.211898032424207,0.225640531659614,0,0,0,0.0589625089226237,0,0,0,0,0,0,0,0,0,0,0,0.140297992677687,0,0,0,0,0,0,0.0472034968967315,0,0.121755325353015,0,0,0.0648360248068308,0,0,0,0,0,0,0.0103170311434518,0,0.056898423747609,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,-0.106812531072181
X5.HK.EQUITY,0,0,0,0,0,0.263653261167916,0,0.389003618410765,0,0,0.0941021978499644,0,0,0,0,0,0.160724367649977,0,0,-0.279546615441527,0,0,0,0,0,0.380093389688089,0,0,0,0.164436439239872,0,0,0,0,-0.132433697736359,0,0,0,0,0,0,0.0642934668928349,0,0,0,-0.401849573803558,0,0,-0.138216415499648,0,-0.187897109498569,0
X601988.CH.EQUITY,0.116245293102964,0.0103310405468663,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.584148410236,0.0365032264365572,0,0,0,0,0.0119245415255302,0.149328335739766,0,0,0,0,0,0,0,0,0,0.0616137204880149,0,0,0,0,2.16840434497101e-19,0,0,0,0,0.0870858392467589,0,0
X600036.CH.EQUITY,0,0,0,0,-0.0265027745839531,0,0,0,0.0298096791100854,0,0,-0.0023658429744185,0,0,0,0,-0.0202022637809357,0.0418640251705008,0,0,0,0,0,0,0.758991971735651,-0.00659118898450281,0.0300177309335275,0,0,0.102037994990288,0,0,0,0,0,0,0,0,0,0,0,0,0.0652515343709685,0.0704657643936809,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.211029709937958,0,0,0,0,0,0,0,0.230867110721271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193107060588747,0.125759472025281,0,0,0,0,0.128553532002072,0,0,0,0,0,0,0,0,0,-0.0434581673323415,0,0.0591141571683545,0,0,0,0,0,0.0909177322378915
X601628.CH.EQUITY,0,0,0.218319022036216,0,0,0,0.0307741507663244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0505686968609515,0,0,0,0,0,0,0,0,0,0,0,0,0.402711258608502,0.231693849701656,0,0,0,0.0293128476865222,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0.171817232100436,0,-2.77555756156289e-17,0,0,0.115083209896962,0,0,0,0,0,0,0.256717619179152,0,0,0,0,0,0,0,0.224861625192218,0,0,0,0,0.0656236121640688,0,0,0,0,0.00608195313104025,0,-0.00585956673970508,0,0,0,0,0,0.198597108384068,0,0,0,0.00222062998080796,0,0,0,0.027851864212771,0,0,0,0
