,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X601066.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X600999.CH.EQUITY,X601336.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0.134446800994815,0,0.111016064530109,0,0.0699459782601887,0,0,0.335546246424731,0.0501797416530961,0,0,6.93889390390723e-18,0,0,0,0,0,0,0.12292913516366,0,-0.0724638282756763,0,0,0,0,0,0,0,0,0.196594159034021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.294879106229291,0,0,0.0205263189598642,0.188055299891457,0,-0.0951448446611347,0,0,0,1.38777878078145e-17,0,0.379217475046514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0528528737227205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0.133420479803623,0,0,0,-0.00603710472307128
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.23459422670999,0,0,0,0,0,0,-6.93889390390723e-18,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0201534760613711,0,0,0,0,0,0.153258222526841,0,0,0.0798862263714011,0,0,0.175216971028561,0.18514168489818,0,0,0,0,0,0
X601288.CH.EQUITY,0.343596599022497,0.0713181823289398,0,0,0.380474647994118,0,0,-0.0185241978176694,0,0,0.0799064868950586,0,0,0,0,0.107755530094516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000998076435632426,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.397960264430909,0,0,0,0.0222219075107047,0,0,0.156276989628128,0,-5.55111512312578e-17,0.132477211734356,0,0,0,0,0,0.183534376374154,0,0,0,0,0.0636303745359424,0,-0.03625391447369,0.030160942043354,0,0,0,0,0,0,0,-0.0439580606934524,0,0,0,0,0.0641740204778987,0,0,0,0,0,0,0,0,0.0561997403846052,0,-0.00844105172334612,0
X600036.CH.EQUITY,0,0,0,0,0,0,0.146657732499018,0,0,0.00218304317874895,0,0.475226092759975,0,0,0,0,0,0,0,0,0,0.0168386728040996,0,0,0,0,0,0.139363250871756,0,0.132887494635279,0,0,0.0201178290988642,0,0,0,6.93889390390723e-18,0,0.182461521149687,0,0,0,0,0,0,0,0,0,0.0105756778921945,0,0,0,0
X1299.HK.EQUITY,0,0,0,0.0533838295170314,0.0304397677510798,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0.187544762223563,0,0.0201693749390991,0,0.0650128822505602,0,0,0,0.10208537907875,0,0,0,0,0,0.263445364403178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.298507233944015,0,0,0,0
X5.HK.EQUITY,0,0,0,-0.184077925804447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.236215678894093,0,1.15581301305193,0,-0.763300636682335,0,0,0.528559569548063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.350246224696517,0,0,0,0,0,0,0,0.133590160098712,0.0643067013210795,-0.0471464604554101,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.213727151185107,0,0,0,0,0,0,0,0,0.272906180610846,0,0.0450552406657735,0,0.180033399018389,0,0,0,0.0894676931260084,0,0,0,0,0,0,0,0,0,0,0.00148011029555808,0,0,0,0,0,0,0,0,0,0,0.0436569286230259,0,0
X601658.CH.Equity,0,0.0913344961653862,0,0.221860030567557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0537328060971733,0,0.362019840979508,0.514883641161275,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.268788526125638,0,0,-0.638822585308884,0,0,0
