,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601628.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X1109.HK.EQUITY,X300059.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0,0.365985862705995,0,0.0364191579741718,0,0,-0.0088401366625503,0,0,0.0611263420182473,0,0,0,0.109190596985753,0,0.159252928908926,0,0,0,0,0,0,0,0.116381810378981,0,0,0,0,0,0,0.0592569092883313,0,0,0,0,0,0,0,0,0,0,0,0,0.000415158826219472,0,0,0,-0.145984382717841,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14202131204688,0,0,0,0.471528902483872,0,0,0,0,0,0,0,0,0,0,0.0421687064153563,0,0.00680001659692748,0,1.73472347597681e-18,0.0511722105079974,0,0.0762788436252664,0,0,0,0,0,0,0.0634519064264163,0,0,0,0,0,0,0,-0.124069054765203
X601939.CH.EQUITY,0,0,0,0,0.675048775947435,0,0,0,0,0,0,0.235501864578383,0,-0.0214228256216951,0.0998372678947943,0,0,0,-8.67361737988404e-19,0.0495528919675673,0,0,0,0.0240398485469464,0,0,0.00196171717027754,0,0,0,0,0,0,0,0,0.00519282558467833,0,0,0,0,0,0.067825459002441,0,0,0,0,0,0,0,0,0,0,0.0313475874957927
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.131026031725528,0.165298288873917,0,0,0,0,0,0,0.300785631068468,0,0,0,0,0.18052194089302,0.0934606733186955,0,0,0,0,0,0,0,0,0.118649783165826,0.0182219242088681,0.0715227518606283,0,0,0,0,0,0,0,0,0,0,0,0.13913312157305,0,0,0,0,0,0
X601288.CH.EQUITY,0.170848610058358,0,0.834343051532207,0,0,0,0,-0.0795501101994544,0,0,0,0,0,0,0,0,0.0206562838168196,0,0,0,0.0238884981077063,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0706539954175271,0,0,0,-0.0119156432269526,0.00953427881041973,-0.172989237177098,0,0,0,0,0,0,0,0,0,-0.00527175418103401,0,0
X600036.CH.EQUITY,0,0.211329738686615,0.0796343317781334,0,0.155352308029562,0,0,0.0957211108749415,0,0,0,0,0,0,0,0.26415696830864,0,0,0.0864313775632897,0,0,0,0,0,0,0.212830893306376,0,0,0.0588398008480848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,-1.38777878078145e-17,0,0,0.142484833420082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105196618711971,0.00191271449606401,0,0,0,0,0,0,-0.00833899237802888,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0311296097717845,-0.0594017584566491,0,-1.73472347597681e-18,0,-0.0932479171640985,0.908894985125302,0,-0.0903190717372171,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.259445816548085,0,0,0,0.0405685771886446,0,0,0,0,0,0,0,0.19344056921945,0,0,0,0.105407484638062,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0.07298287535576,0,0,0,0,0.0445427067641459,0.0746434051510554,-0.0386097122424931,0,0,0.121893846590329,0,0,0,-0.0924776975016386,-0.114954310224503
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.251892838847447,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0637619430490373,0.365411720163974,0.0234388813641441,0.112889262793645,0,0,0,0,-0.0650800255828455,0,0,0.084677489841472,0,0,0,0,0.147037772449624,0.323221614790756,0,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0.117008705689945,0,0.163523636250957,0,0,0,0.031090679542031,0,0,0,0,0,0,0,0,0,0,0,0,0.125397904770808,0.233657796518878,0.0284058177430176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118541311105105,0.287617640795822,0,-0.30918907817874,0,0,0.0212339157090822,0,0,0.156056261963762,-6.93889390390723e-18,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0.0212529569546775,0,0,0,0,0,0,0,0,0,0.418097048670479,0,0,0.00732534397998611,0,0,0.12833799083166,-0.00104846713848719,0,0,0,0,0,0,0,0,0,0,0,0.249002313626496,0.0101829194690598,0,0,0,0,0.197663485203994,0,0,-0.0178422004906785,0,0.0384993977648649,0,0,-0.0877245179389076,0.111683823215106,0,0,0,0,0
X601658.CH.Equity,0.115974940141301,0.0371750823856611,0.328494448076556,0,0.0111877972756501,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.190696627502418,0,0,0.181056691870008,0,0,0,0,0.0465608292741483,0,0,0.0108230506894579,0,0,-0.0387349452365795,0,0,0.0742421328590177,0,0,0,0.0591352200241686,0,0,0
X601166.CH.EQUITY,0,0,0,0,0.047578949002212,0,0.0811934376207988,0,0,0,0,0,0,0,0.00275598802625515,0.0257638228786789,0,0,0,0,0,0.0307098314507685,0,0.0616199253692076,0.482065729369259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00356321458426693,0,0.0255503677568935,0,0,0,0.205159799334948,0,0.0295987818738651,0,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.669385258135958,0,0,0,0.0565372337952202,0,0,-0.0138738267109322,0,-0.075699890221193,0,0.0312912392616306,0,0,0,0,0,0,-0.00245254141529545,0,0,0,0,0,0,0,-0.0197330829370014,0,0.198339352384785,0,0,0,0,0,0,0,0,0,0,-0.0104680346152146,0,0,0
X000002.CH.EQUITY,0,0,0,-0.257900407086196,0.173132075432396,0,0,0,0.279882134069853,0.0280223371269684,0,0,0.150069391679125,0.387245854566791,0,0,0,0,0,0,0.0541111680091368,0,0,0,0,0,0,0,0,-0.0480222547703936,0.0587266486469658,0,0,0,0,0,0,0,0,0,0,0,0,0.000422129324908542,0,0,0,0,0,0,0.022054826263089,0,0.0160655342702049
X000001.CH.EQUITY,0,0.0946202992227842,0,0,0,0.657215892770364,0,0,0,0,0,0,0.0442047399606312,0,0,0,0,0,0,0,0,0,0,0,0,0.0553912966564167,0,0.111103661173005,0,0,-0.0712782642032132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.190307630014891,0
X601328.CH.EQUITY,0.324216815188154,0,0.0105341805486386,0,0,0,0,0,0,0,0,0.00436901172465876,0,0,0,0,0,0,0.108877888457026,0,0,0,0,0,0.0073315729195339,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0473945933816163,0,0,0,0,0,0.161562534645162,0,0,0,0,0,0,0,0
