,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X300059.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X2891.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0.412974929625631,0.0327778038843064,0.0634205867274462,0,0,0,0,0,0,0.191123405591889,0,0,0,0,0,0,0,0,0,0,0.0593461380458021,0,-0.0255191406592709,0.0599102422742323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000572056511283366,0,0.0097222704560017,0.00198325502932348,0,0,0,0,0.0622226262440946,0.0507636627793556,-0.101036036924267,0
X601939.CH.EQUITY,0.177605564226824,0,0,0.20636180760045,0,0,0,0,-0.095628763160527,0,0.131153124885697,0,0,0.217648286077726,-0.0714531732884731,0,0,0,0,0,0,0,0,0,0.196817888052118,0,0,0,-0.025748100059305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0270906919875714,0,0,0.16138982525224,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.224788711865036,0.117469268322905,0,0,0,0,0,0,0,0,0.0515834085436623,0,0,0,0,0,0,0.188867653030786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0395607537104335,0,0,0,0,0,0,0.187273519154752,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.376213531671869,0,0,0,0.214645191440864,0,0,0,0,0,0,0,0,0.146401944314897,0,0,0,0.0916314412836228,0,0,0.0341718741036758,0,0,0,0,0,0,0,0,0,0,0,0.0842762026837054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.545451198795232,0,0,0,0,0,0.269333380933121,0,0,0,0,-6.93889390390723e-18,0.0901862299602311,0.08158425857819,0,0,0,0.0496008904951053,0,0,0,0,0,0.0687202228036903,0,0,0,0,0,0,0,0,-0.547262505113269,0,0,0,0,0,0,0,0.157224997580187,-0.0586533562263662,0,-0.0767106895491491,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0.00134679169994868,0,0,0,0,5.42101086242752e-20,0,0,0,0.273995325937876,0,0,0,0,0.0921084874894942,0,0,0,0,0,0,0.0111469813570712,0,0,0,0,0,0.1784210420553,0.0424753635630053,0.0889907647172449,0,0,0,0,0,0,0.0189543610575246,0,0,0,0.173386162995737,0,0,0,0.104886667496872,0.0155099640159681,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.0326547156681834,0,0,0,0,0,0,0,0,0.203592404374291,0,0,0.0437077301586362,0,0.479684967491247,0,0,0,0,0.135672215915829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0864803670761942,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.142315829835389,0,-0.16941505363803,0,0,0,0,0,-0.218883240493849,0.476224426505901,0,0,0,0.709702594895112,0,0,0,0,0,0,0,0,0,0.373196531396203,0,0,0,0,0,0,0,-0.23267972146627,0,0,0,0,0,-0.0165768544280497,0
X601628.CH.EQUITY,0.0414272263790982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12535187963242,0,0,0,0,0.280414474489852,0,0,0,0,0,0,0.131743496821698,0,0,0,0,0,0,0,0,0,0,0,0,0.0600947258268587,0,0,0.0341784056707068,0,0,0.037275282320532,0.0240466959860267,-6.93889390390723e-18,0.0650094078640361,0,0
X601658.CH.Equity,0,0,0,0.0581113765619373,0.154819087298088,0,0,0,0,0,0,0,0,0.152601306945026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223118153337266,0,0,0,0,0,0,0,0,0.146510615470736,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0.312043255024803,0,0,0,0
