,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0.208294852886454,0,0.106660665301038,0,0,0,0,0.273069775770193,0.0495248137257597,-1.38777878078145e-17,0,0,0,0,0,0,0,0.130755670083366,0,0,0,-0.0440717525151758,0,0,0,0,0,0,0,0.100084514390236,0,0,0,0,0.0545595207681486,0,0,0,0,0,0,0,0,0,0.0118818921829397,0.0551416289068367,0,0,0,0,0,0
X601939.CH.EQUITY,0.441025564582774,0,0,0.0484189546116078,0,0,-0.0732873387127638,0,0,0,6.93889390390723e-18,0,0.429482886271209,0,0,0,0,0,0,0,0,0,0,0,-0.00410649571777051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0.0392670376537445,0,0,-0.0378734633275834
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.165270686188061,0,0,0,0,0,0,0,0,0.0301701660311417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149665667669601,0,0,0.0800571502424141,0,0.175627321289924,0.201158564190339,0,0,0,0,0,0
X601288.CH.EQUITY,0.425784513461301,0.0835031287184095,0.0661739351617676,0,0.162654566639377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0312283493057229,0,0,0,0,0,0,0,0,0,0,0.0890158159971359,0,0.0522282407996872,0,0,0,0,0,0,0,0.0599304911388579,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.562546387227347,0,0,0,0,0,0.22997366595235,0,0,0,0,0,0,0.227369265126951,0,0,0,0,0,0,0,0,0,0.00367142536402654,0,0,0.0339044456791485,0,0,0,0,0,-0.0711459931354776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0506952602560964
X600036.CH.EQUITY,0,0,0.0216993677953971,0,0,0,-3.46944695195361e-18,0,0,0,0,0.415391894520797,0,0,0,0,0,0,0,0,0,0,0.0541550690223901,0,0.125594371987503,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0.0850113854765909,0,0,0,0,0.0600137199957876,-2.16840434497101e-19,0,0,0,0,0,0,0.26955778237069,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.113976591537679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0535599161755642,0,0.200965659677921,0,0,0.054102007507558,0,0,0.194240528056752,0,0,0,0,0,0,0,0,0.00136382061301464,0,0,0,0.190278737461611,0,0,0,0,0
X5.HK.EQUITY,0,-0.190994552875183,0,-0.0853569949921793,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,1.21369258977695,-0.792236459455635,0,0,-0.00332793119097494,0.488091613177951,0,0,0,0,0,0,0,0,0,0,0,0.417421948825499,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,-0.083656988104575,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0634221510026944,0,0,0,0,0,0,0.0825114899850267,0.277020466463591,-6.93889390390723e-18,0.0958699320315068,0,0,0,0.210196280888658,0,0,0.0439043711385832,0,0,0,0,0,0,0.016042711346902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0726938632138525,0,-0.00794500970058544
X601658.CH.Equity,0,0,-0.0233350660938865,0.540602256968292,0.0501996548500892,0,0,0,0,0,0,0,0,0,-0.368925168058661,0,0,0,0,0,0,0,0.107775386290375,0,0.0490480422709246,0,0,-0.00973420885445289,0.93001263613081,0,0,0,0,0,0,0,0,0,0,-0.10116019025572,0,0,0,0,0,0,0,0,0,-0.128985604073897,0,0,0
X601328.CH.EQUITY,0,0,0,0.25418491359137,0,0,0,0,0,-0.0220366579514106,0,0,0.237122305349966,0,0,0.0017395161370469,0,0,0,0,0.166558127683213,0,0,0,0,0,0,0,0,0,0.218673660415959,0.0210006350042372,0,0.10387697587591,0,0.0662704903001579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046239989036195,0.047137896666007
