,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600030.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600999.CH.EQUITY,X1113.HK.EQUITY,X600837.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X601881.CH.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0,1.73472347597681e-18,0,0.266926685302385,0,0,0,0,0,-0.134553800600278,0,0,0,0,0,0,0,0,0,0,0.489841805994312,0,0.502365189017325,0,0,0.173159584004588,0,0,0,-0.00716126902336982,0,-0.147721115715001,0,0,-0.28889369080446,0,0,-0.830061468364854,-0.0673658248905965,-0.00254095101377862,0,0,0,0,0,0,0,0,0,0.0888703187714276,0,0
X601939.CH.EQUITY,0,0,0,0.252732831393064,3.46944695195361e-18,0,0,0,0.0823505204659146,0,0,0.0951305964953174,0,0,0.031149727967005,0,0,0,0.0716962019050844,0,0,0,0,0.0418326944748515,0,0,-0.0788061686792114,-0.0229705091618892,0,0,0,0,0,0,0,0,0,0,0,-0.0504708827511657,0,0,0,0,0,0,0.0816517533051167,0.443635689575391,0.061301408343534,0,-0.120587133539273,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.388965203878977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15699737005648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.330372910342054,0,0,0.0180019770683655,0,0,0,0.0323738395451904,0,0,0,0
X601288.CH.EQUITY,0,0.353789305104828,0,0,0.276153020338642,0,0.0715726721260497,0,0,0,0,0.186040590104563,0,0,0.0362205047966467,-0.0405352384494415,0,0,0,0,0,0,0.159363865927349,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,-0.0457499762106175,0,0,-0.0959965127368596,0,0,0,0,0,0.0200564631296994
X601988.CH.EQUITY,0,0,-6.93889390390723e-18,0.33300940448459,0,0,0,0,0,0.203257398213743,0,0,0,0,0,0,0.253263161963712,0,0.162460181565809,0,0,0,0.0419717464958792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.550235156274146,0,0,0,0.0724027680480831,0,0,0,0,0,0,0,0,-0.265303656494176
X600036.CH.EQUITY,0,0.0716350192818984,0,0,0,0,0.0810683701111656,0.0388891463884012,0,0,0,0,0.105550805622591,0,0,0,0,0,0,0.00103191731705227,0.141838791812132,0,0,0,0,0.0161555431841944,0,0,0,0,0,0,0,0.425181883525107,0,0,0.00592294353727074,0,0,0,0,0,0,0,0.0915945775811632,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0.12581723232033,0,0,0,0.122637806805364,0,0,0,0.236592829872,0,0,0,-0.0586999907322251,0,0.0219813253988202,0,0.080294964450003,0,0,0.0368256720537384,0,0,0,0,0,0.134093951343539,0.0696230097714839,0,0,0.0431442872686044,0,0,0,0.247529950135419,0,0,0,0,0,0.0155483342754169,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.364528753965562,0,0,0,0,-0.142721001444227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0101556553475616,0,0.059059032283951,0.234877479324923,0,0.112839576855111,0,0,-0.0674468252781352,0,0.117548788369246,0,0,0,0.0503498565915106,0,0,0,-0.0137554787938235
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0323254079304006,0,0,0.00809311533245034,0,0,0.0354758162205595,0.871644641297207,-0.620150914780996,0,0,0.644168790945169,0.1208964224757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122305393322271,0,0,0
X601658.CH.Equity,0,0,0,0.101945009988672,0,0,0,0,0,0,0,0,0.144926557993013,0,0,0,0,0.145612726579109,0.219004830386664,-0.343056867254173,0,-0.16038134796112,0.063880657756969,0,0,0,-0.194766593926222,0,0,0,0,0,0,0,0,0,0,0,0,0,0.715200636167126,0,0,0,0,0,0,0,0,0,0,-0.0838569930551483,0
