,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X300059.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0.205533244222053,0,0.0734757301879474,0,0,0,0,0.2821837530258,0.0559709277949853,0,0,0,0,0,0,0,0.168147259137528,0,0,0,0,-0.00416743714153236,0,0,0,0,0,0,0,0.124310203844489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037008917994445,0,0,0,0,0.0163850656827506,0,0
X601939.CH.EQUITY,0.458484829176188,0,0,0.0178302513445579,0,0,-0.0321461383081492,0,0,0,0.191743423357757,0,0.228213724024294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00861556374044113,0,0,0,0,0,0,0,0,0,0.000192988626196204,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.14816451182442,0,0,0,0,0,0.00573460084819226,0.287472823480299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.241653507378286,0,0,0,0,0,0,0.00686959858051907,0,0,0.0738477717429958,0,0,0.0691909860722673,0,0,0,0,0,0
X601288.CH.EQUITY,0.424696409518586,0,0.0178210095173328,0,0.209112570406525,0,0,0,0,0,0,0,0.0162968800434851,0,0,0,0,0,0,0.0720782022774106,0.119466744192005,0.0417398698077776,0,0,0,0,0,0,0,0,0.018350222532035,0,0,0,0,0,0,0,0,0,0.0307801673318609,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.0586506922130694,0,0.228611453643268,0,0,0,0,0,0,0.163075590607576,0.223935334490756,0.125206560880836,0.0828315423860041,0,0,0.0248594585090876,0,0,0.0555070792221899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0564849334328216,0,0,0,0,0,0,0,0,0,0,-0.0942035766146812,0,0
X600036.CH.EQUITY,0,0,0.0196609344102839,0,0,0,0,0,0,0,0,0.409571068856041,0,0,0,0,0,0,0,0,0,0,0.0527905766034461,0.0138072110035432,0.126798096259507,0,0,0,0,0,0,0,0,0,0,0.0863293017559446,0,0,0,0.0580437570259459,0,0,0,0,0,0,0,0,0,0.265162483595709,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.117635429939635,0,0,0,0,0,0,0,0,0,0,0,0.00564785077614251,0,0,0,0,0,0,0,0,0.074373379882204,0,0,0.158495730657838,0,0.0455335466453391,0,0,0.1984930811111,0,0,0,0,0,0,0,0,0,0,0,0,0.199582869779804,0,0,0,0,0
X5.HK.EQUITY,0,-0.164289380360894,0,-0.11234204080687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21878820928183,-0.793133386817377,0,0,-0.0083296825275431,0.491407252542344,0,0,0,0,0,0,0,0,0,0,0,0,0,0.422790085042415,0,0,0,0,0,0,0,0,0,-0.0878342764413046,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.147082164059747,-6.93889390390723e-18,0,0,0,0,0.0896155653116527,0,-6.93889390390723e-18,0.186060017449011,0.116843433812749,0,0,0,0.163600637055333,0,0,0,0.0394886939193496,0,0,0,0,0,0,0,0,0,0,0.0327969465473074,0,0,0,0,0,0,0,0,0,0.0505435087891979,0,0
X601658.CH.Equity,0,0,0,0.286594353043675,0,0,0,0.124928949506928,0,0,0,0,0,0,-0.222788253957138,0,0,0,0,0,0,0,0,0,0,0,0,-0.184392141636622,-0.027146859862435,0.87121504806165,0,0,0,0,0,0,0,0,0,0,0,-0.113288630178315,0,0,0,0.602853882291253,0.0124746533940989,0,0,-0.151428456229555,0,0,0.202549759757494
