,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X688.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X000776.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0,0.430185379635177,0.128055715983484,0.0260953780245085,0,0,0,0,0,0,0,0,0,0,0.0924923911088399,0,0,0,-0.0469447198587153,0,0,0,0,0,0.0790332660611886,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0407180333631731,0,0.0408482900452229,0,0,0.0329423478786117,0.160191519412292,0,0.247543442882986,-0.090825551296118,0.102873138101939,0
X601318.CH.EQUITY,0,0,0,0.27305426106839,0,0,0,0,0.188304480725706,0,0,0.0132192606731736,0,0,0,0,0,0.0676667135318813,0,0,0.0666994446171301,0,0,0,0,0,0,0,0,0.0139551141201444,0.0634088409816644,0,0,0,0.00696636260940217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.113124933548076
X601939.CH.EQUITY,0,0,0,0,0.144443764396072,0,0,0,0,-0.0059348861078834,0,0.125730544716032,0,0.0812540192606635,0,0,0,0,0.0317906021446648,0,0,0,-0.0248894687285409,-0.0999497908305463,0.576306067606574,0,0.159205293760366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0317500921900795,0.0368876171824235
X600036.CH.EQUITY,-3.46944695195361e-18,0.193897289350439,0,0,0,0,0.103301310147938,0.109680526414299,0,0,0,0,0.174469017176779,0.0708835080722766,0,0,0,0,0,0,0,0,0,0,0,0.255928783174878,0,0.060855097851275,0,0.0146661924433357,0,0,0,0,0,0,0,0,0,0.0344061462111606,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.118256034486253,0,0.166574341341164,0,0,0.140665022941178,0,0.199604674853347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0950020570914714,0,0,0.082087660272813,0,0,0,0,0,0,0,0,0,0.122124934053987,0,0,0.116506508261216,0,0,0,0,0,0,-0.0957224238496605,0
X601628.CH.EQUITY,0.168926315797974,0,0,-0.0750855342849791,0,0,0,0,0,0.0610620061579849,0,0,0,-0.0881829471121041,0,0,-0.0130675473221282,0,0.0442502577201956,-0.091228401260763,0,0,0,0.138808432579471,0,-0.0326355293389541,0,0,0,0,0,0,0,0,0,0.676804958086756,0,0,0,0,0,0,0,0,0,0,0,0.14401055949673,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.145264913022321,0,0,0,0,0,0,0,0,0,0,0,0,0.10374328234787,0,0,0,0,0,-0.267778908594044,0,0,0.00125949918450607,0,0,0,0,0,0,0.0780104367124688,0.301270432161232,0,0.160631531908846,0.0689681367874769,0.106965815182388,0,0.0521529103630854,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0.0288775168366853,0.0977419555358089,0.31457283275909,0,0,0,0,0,0,0,0.106548232690081,0,0,0,0,0.23263807269323,0,0.0196025039585734,0,0,0.196132295832738,0,0,0.217413482668298,0,-0.0244462363673897,0,-0.09312691517381,0.255084840818541,0,-0.0900099884810112,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.0341012535577385,0,0,0,0.092137922277488,0,0,0,0.0402528899990884
X5.HK.EQUITY,0,0,0,0,0,0.0158718896894859,0,0.040666259690209,0,0.0184288411535848,0,0,0,0,0,0,0,0,0,0,0.203887031719259,0.107844131875357,0.157792613032665,0,0,0,3.46944695195361e-18,0,0,0.031128775786382,0,0,0,0,0.00374349766648621,0,0,0,0.24503382172571,0,-0.0700325758526102,0,0,0.189359602933391,0,0,0,0.0594060808704823,0,0,0,0,0
X388.HK.EQUITY,0,0,0,-0.114084326704365,0,-0.0713432166048017,0.166913285185198,0,0,0,0,0,0,0,0.388881902053689,-0.141911829461957,0,0,0,-0.135590208716323,0,0,0.168338528983026,0.233869933102455,0,0,0,0,0,0.0321048299024745,0,0,0.187963471903342,0,0,0,0,0,0,0,0.00744579029548757,0,0,0,0,0,-0.163872171346526,-0.0373153302108174,0,0,0.158604803169404,0,-0.0323600887555655
X601166.CH.EQUITY,-1.73472347597681e-18,0,0.0502817626623076,0.0582635797133419,0,0.0283306410696589,0,0,0,0,0,0.0197508211000422,0.108180448025789,0.069841620903409,0,0,0,0,0,0,0,0,0,0,0,0.168145535127422,0,0,0.371814857766525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00486406086761039,-2.16840434497101e-19,0,0,0
X601658.CH.Equity,0.262341192634458,0,0,0,0.0272901163594069,0,0,0,0,-0.0217657360593877,0.277959166376168,0,0,0.210980397126848,0,0.0633978626746772,0,0,0,0,0,0,0,0,0,0,0,0,0.195098619565683,0.0340595481340648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.106917860557893,0,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0.0460791744538619,0,0.470337678157374,0,0,0,-6.93889390390723e-18,0,0.110268152114844,0,0,0,0,0,0,0,0,0,0,0.0955855632324323,0,0.208333576151356,0,0,0.308526122951864,0.00334053296832775,0,0,0,-0.279567620170794,-0.103792756115387,0,0,0,0,0,0,0,-0.0113781064084639,0,0,0,0,0,0,0,-0.0997731698178875,0,0,0.0269496218195456,0,0
X000002.CH.EQUITY,0,0,0,0.131439201734058,-0.0209556277591575,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,-0.00832517412288666,0,0,0,0,0,0,0.663752220118923,0,0,0,0,0,0,0,0,0,0,0.00225603873348378,2.16840434497101e-19,0,0,0,0,0.0451903887294303,0,0,0,0,0,-0.108327538929633
X600030.CH.EQUITY,0,0,0,0,0,0,-0.0199138773867415,0,0.0769587731525817,0,-0.0306748229009956,0,0,0,0,0,0,0,0.433467290965894,0,0.246052774452004,0,0,0.0621522149522031,0,0,0,0,0,0,0,0,0,0.0303605602421494,0,0,0.043317637871235,0,0,0,0,0,0.246357296312231,0,0,0,0,0,0.0125277273685293,0,0,0,0
X601601.CH.EQUITY,0,0.282007738142364,0,0,0.062996239024176,0,0,0.0786937482457554,0,-0.104099340345557,0,0,0.13234389130227,0,0,0,0,0,0,0,0.277072762071043,0,0,0,0,0.133314701606522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0374893321574673,0,0,0,0,0,-0.0864952056508159
X601328.CH.EQUITY,0.0384443411082867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.484523616127093,0,0,0,0,0,0,0,0,0.104254008239451,0,0,0.100490359005828,0,0,0,0,0.102021616497687,0,0.0230868795118557,0.0322628963804401,0,0,0,0,0,0,0.088982920076763,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0.0122771831465788,0,0.0681327928900571,0,0,0,0,0,-1.73472347597681e-18,0,0.0502054847173439,0,0.0352506545062827,0,0,0.408101357004522,0,0,0,0,0,0,0,0.0842655955020356,0,0,0,0,0,0,0,0,0,0.0672227453934181,0,0,0,0,0.0731793835684143,0,0,0,0,0,0.093633030444293,0.0343678519178134,0,0,0,0,0,0
X601066.CH.EQUITY,0,0,0.075381976791513,0,0,0,0,0,0,0,0,0,-0.00708799940143557,0,0.480349185216793,0,0,0,0,0,0,0,-0.193533881753201,0,0.0655992892416332,0,0,0,0,0,0,0.0881556547012811,0.159029760600145,0,0,0,0,0,0,0,0.161985115026226,-0.0955470378241064,0,0,-0.0504885147909753,0,0,0,0.0364289043233086,0,0,0,0
X16.HK.EQUITY,0,-0.0590927708016543,0,0,0,0.00429024575344235,0,0.0753080201174885,0,0.0495317938479734,0,0,0,-0.079561296812253,0,0,0,0,0,0,0,0,0,0,0,0,0.0880354933169548,0.132222907424944,0,0,0,0.124404449875297,0,0,0,0,0,0,0.0518200755801848,0.324904997614288,0,0,0,0.31055383815318,0,-0.557725467164752,0,-0.0971650947190771,0,0,0,0.0298750952829225,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.47985157907455,0,0.165198601187971,0,0,0,0,-0.0571976490868959,0,0,0.0169602755588527,0,0,-0.129241578284323,0,0,0,0.110035160682473,-0.110417975874272,0,0,0,0,0.318370900223415,0,0,0,-0.0514658512316809,0,0,0,-0.0538964751264041,0,0,0.160416285069204,0,0,0,0,0,0.0104067269086364
X2388.HK.EQUITY,0,0,0,0,0,0,0,0,0.0672049776851961,0,0,0.131194755129654,0,0.277524986878611,0,0,0,0,0,0.15372053911725,0,0,0.170175771430656,0,0,0,0,0,0,0,0,0,0,0,0,-0.0898420218789559,0,0,0,0.0880079346828641,0,0.0525382470566895,0,0,0,0,0,0,0,0,0,0,0
X11.HK.EQUITY,8.67361737988404e-19,0,-0.0346675759871289,0,0.354856794012025,0,0.0695672412768258,0.104008535598883,0.0930059439038571,0,0,0,0,0,0,0,0,0,0,0,0,0.509961282245898,0,0,0,-0.0704011907092898,0,0.0392375497975919,0,0,0,0.109512480958187,0,0,0,0,0,0,0,0,0,0,0,0,-0.0488671707286195,0.0117666395618765,0,0.0215727230230873,0,0,0,0.146512305983258,0
X300059.CH.EQUITY,0,0,0,0,0,0.0646458460856394,0,0,0,0.0619571863223544,0,0,0.14217151999797,0,0.103614487745997,0,-0.191736758315185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0363011181349532,0.0714553834801293,0,0,0.048338914628265,0,0,0,0,0,0.132785921094296,0,0,0.169458246302724,0,0,0.380361890438872,0,0,0,0
X601998.CH.EQUITY,0,0,0,-0.0312962129702743,0.139562864101337,0,0,0,0,0,0,0,0,0,0,0,0.200801425389741,0,0.0807155184323134,0,0,0,0,0,0,0,0.151503602403092,0,0,0,0,0,0,0,0,0.0767513157836934,0,0,0,0,0,0,0.104627553431341,0,0,0,0.271650087744699,0,0,0,0,0,-0.0376964710059198
X002142.CH.EQUITY,0,0,0,0.443850771569025,0,0,-0.187607871200036,0,0,0,0,0,0,0,0,0.0400049302837307,0,0.0781156528294985,0,0,0,0,0,0,0,0,0,0,0.0226782123640304,0,0,-0.0307464734173935,0,0,0,0.167590441384187,0,0,0,0,0.141429291314287,-0.0565147789092583,0,0,0,0,0,0,0,0,0,0.0528450437647619,0
X600016.CH.EQUITY,0,0,0.131165647743383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0430813451134754,0,0,-0.0397446678400599,0,0.143150076600282,0,0,0.132465346843596,0,0.163431794077226,0.0379415503562384,0,-0.048890152728496,0.811127153291862,0,0,0,0,0,0,-0.0134053771796364,0,-0.561014073713206,0,0.199002615112582,0,0,0,0,0,0,-0.0279788222003045,0
X1109.HK.EQUITY,0,0,0,0,0,0,0,0.0433891101298722,-0.114827341517805,0,0,0,0.116264000185847,-0.0327889752254526,0,0,0,0,0,0,0,0,0,0,0,0.0374770953312788,0,0,0,0,0,0.275636527844244,0,0,0,0,0.0323425258798749,0,0.328855228282323,0,0,0,0,0,0,0,-0.00396598703994539,0,0,0,0,-0.0475123559121921,0
X601818.CH.EQUITY,0,0,0.0461533567964865,0,0.116568747429623,0,0,0,0,0,0.255038451593346,0.133685299387573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196562885585151,0,0,0,0,0,0,0.0241626402331977,0,0,0,0,0,0.110373324883397,0,0,0.0519450920024457,0,0,0
X600048.CH.EQUITY,0,0,0,0.101365536173335,0,0,0,0,0,0.143937090181572,0,-0.0316402949275815,0,0.384747331822492,0,0,0,0.142217982433805,-0.109530201051994,-0.0194743660123173,0,0,0,0,0,0.134825470521139,0,0,0,0,0.118984623689441,0,0,0,0.26429080868552,0,0,0,0,0,0,0,0,0,0.0194319996743155,0,0,0,0,0,0,0,0.219226617438614
X2007.HK.EQUITY,0,0,0,0,0,0,0,0.0654481157211535,0,0,0,0,0,0,0,-0.0884086190195793,-0.487258122483562,0,0,0,0,0,0,0,0,0,0,0,0,0.044378832260305,0,0.185133814281512,0,0,0.501870591465732,0,0,0,0.0184145809852086,0,-0.0626449831200949,0,0,-0.0710475019952365,0.230299721657847,0,0,3.46944695195361e-18,0,0,0,0,0
X688.HK.EQUITY,0,-0.135512643189441,0,0.0476065186689996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102627490519559,0,0,0.105200022471473,-0.0483979338102125,0.411498299257189,0,-0.119056580289129,0.472728016518424,0,0,0,0,0,0,0,0,0,0,-0.0556647698935773,-0.114513119252993,0,0,0,0,0,-0.0605083559119956,0,0,0,0
X600999.CH.EQUITY,0,0,0,0,0,0,0.137692728321489,0,0,0,0,0,0,0,0.183963267955009,0,0,0,0,0,0,0,0,0.143911392747893,0,0,0,0,0,0,0,0,0,0.11628318147441,0,0,0,0,0,0,0,0,0,0,0,0.420765331580202,0.106861889519029,-0.149875659066125,0,0,0,0,0.0418274847789092
X601688.CH.EQUITY,0,0,0,-0.0694311472571797,-0.0234001143746934,0,0,0,0,0,0,0,0,0,0.189461247427761,0,0,0,0.0340343915397823,0,0,0,0,0,0,0,0.314277236442992,0,0,0,0,0,0,0,0,0.144496162117079,0.392159566061151,0,0,0,0,-0.081676689323786,0,0,0,0,0,0,0.00248341228195892,0,0,0,0.0340731178722207
X267.HK.EQUITY,0.242339252766398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189276210385409,0,0,0,0,0,0,0.0425627852912211,0.0909388435701939,0.161121112345595,-0.172199404619415,0,0,0.105931913473607,0,0,0,0.163035385512598,0,0,0,0.115863639168315,0.0832009453714646,0,-0.0440223117808364,0.186531716266155,0,0,0,0,0
X601336.CH.EQUITY,0,0,0,0,0,0.495372238745758,0,0,0,0,0,0,0,0,0.125293481991751,0,0,0.00626957372984181,0,0,0.14138111576871,0,0,0,0,0,0,-0.177142545446957,0,0,0,0,0,0,0.0586128447730023,0,0,0,0,0,0,0,0.00700816940180068,0,0.272062809385785,-0.0272396464723777,0,0,0,0,-0.228611951433774,3.46944695195361e-18,-0.0459757060164101
X601211.CH.EQUITY,0,0,0,0.150104482676921,0.0230604365140036,0.0223026649892934,0.0674609078970789,0,0,0.0242838260089224,0,0,0,0,0.196707761990476,5.42101086242752e-20,0,0,0,0,0,0,0,0,0,0,0.0770706590136971,0.0626690330631927,0,0,0,0,0,0.257897220735745,0,0,0,0,0,0,0.0202023444294302,0,0.0760770108136122,0,0,0,0,0,0,0,0,0,0
