,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X688.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X600837.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X601229.CH.EQUITY,X001979.CH.EQUITY,X600918.CH.Equity,X2881.TT.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0,0.0598136886830302,0,0.196961964712164,0.0427380335614208,0.029804861277545,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0.207705318240579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0688233596300478,0.0353185113072174,0,0,0,0.00625289036620947,0,0.107194357971123,-0.0317078739045575,0,0
X601318.CH.EQUITY,0,0,0.0127190702251099,0.289190563369585,0,0,0,0,0.147595814801188,0,0.0245674222134144,0,0.0126564209841486,0,0,0,0,0.038685254371949,0,0.187229234647165,0,0,0,0,0,0,0,0,0.0182375472049694,0,0.111195611265679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0418468564341437,0,0,0,-0.119570994022261
X601939.CH.EQUITY,0,0,0,0,0.126093565771016,0,0,0,0,0,0.0955906196039025,0,0,0.10142736303697,0,0,0,0,0,0,0.00131743978962986,-0.0303316862590141,0.535926485618452,0,0,0,0.167152214543708,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.205726988689744,0,0,0,0,0.133273980249001,0.111461732655862,0,0,0,0,0.179403997092195,0.0888689104183751,0,0,0,0,0,0,0,0,0,0,0.261687051960896,-2.16840434497101e-19,0,0,1.73472347597681e-18,0.0737417531422076,0,0,0,0,0,0,0,0,0,0.0236961046376348,0,0,0,0,0,0,0,0,0,0,0,0,0.00106843426404117
X601288.CH.EQUITY,0,0,0.235201915964571,0,0,0.114959323154459,0,0.238991714558947,0,0,0,3.46944695195361e-18,0,-0.0335521604109033,0,0.1695559790463,0,0,0,0,0,0,0,0,0,0.0238318449550571,0,0.10074112837218,0,0,0,0,0,0,0,0,-0.0465190136030732,0,0,0,0,0,0.0853684377261827,0,0,0,0.0763276393429322,0,0,0,0,-0.0506819043968957,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.112860767514442,0,0,0,0,0.100758593554753,0,0,0.0983681447231977,0,0,-0.0943932180099807,0,0,0,0,0.00855315518438475,-0.042945327045519,0,0,2.77555756156289e-17,0.717843753186539,-0.0101538163745519,0,0,0,0,0,0,0.0545724373486211,0,0,0,0.185004799875812,0,0,0,0,-0.0760252069608844,0
X1299.HK.EQUITY,0,0,-0.00617593845442508,0,0,0,0,-0.0536088518480384,0,0,0,0.208165128027251,0,0,0,0.0101707564902824,0,0,0,0,0,0,0,0,0,0.150653987269792,0,-0.0669941246163351,0,0,0,0.102623105940828,0,0,0,0,0,0,0,0.109313763718334,0,0,0.120648569518214,0.272873160461759,0.0482844266579592,0,0,0,0,0,0,0.021658115706961,0
X601988.CH.EQUITY,0,0,0.0248051954946801,0.255868685901759,0.131430656768775,0,0,0,0,0,0,0,0,0,0,0,0,0.176158751516443,0,0,0,0,0.111569816347512,0,0.116971724757687,0.18270541648208,0,0,0,0,0.0994835073984889,0,0,0,0,0,0,0,0,0,0.0014174450846688,0,0,0,0,0,0,0,0,0,0,0,0.0523131265419412
X5.HK.EQUITY,0,0.0522988153305558,0,0,0,0.0461703503005609,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123963578206617,0,0,0,0.105096077597348,0,0.121663837484499,0,0,0.00766399325396483,0,0,0,0,0,0,0,0.0447189408634861,0,0.273733963836944,0,-0.058378877090873,0,0,0.158558320173751,0,8.67361737988404e-19,0,0,0.095934319298425,0,0,0,0
X601166.CH.EQUITY,0,0,0.0447669218572869,0.0234893245718066,0,0.00837288466079893,0,0,0,0,0.0274581692230921,0,0.125524404274805,0.0835914622098808,0,0,0,0,0,0,0,0,0,0,0.165127436353578,0,0,0.400648937764501,0,0,0,0,0,0,0.0344747907740807,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0
