,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X601601.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X1113.HK.EQUITY,X601229.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X601336.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X1997.HK.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0.368630524665482,0,0.297491354759821,0.00315539976337548,0,0.172798673535746,0,0.128379297104671,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,-0.107704555654213,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0.10449935762408,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0212722391422048,0,0,0,0
X601939.CH.EQUITY,0.369710097877473,0,0,0,0,0,0,0,0,0,0,0.0757496222145399,0.307438864227164,0,0,0,0,0.102137966225158,0.0709071706643389,0,0,0,0,0,0,0,-0.106724481341867,-0.012264180841862,0,0,0,0,0,0,0,0,0.0130916857387015,0,0,0,0,0,0,0,0,0,0.0298807926484444,0,0,0.032642327487097,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.0589403624058073,0,0,0,0,0.279113464753969,0,0,0,0,0,0,0,0,0,0,0,0,0.0398139369779153,0,0,0,0,0,0,0,0,0.0946199948898837,0,0,0,0,0,0.421717441267614,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.386981020789817,0.0536309014190752,0,0,0.3545099167008,0,0,0,0,0,0.113290893639494,-1.73472347597681e-18,0,0,0,0,0.0602036461407219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0318192808951031
X601988.CH.EQUITY,0,0,0,0.26477160965341,0,0,0,0,0,0,0,0,0,0.0198390842640593,0,0,0,0,0.165274038193284,0.17088599187953,0,0,0,0,0,0,0,0,0,0,0.0667554975966478,0,0,0.024125315786513,0,0,0,0,0,0,0,0,0,0.181018316479897,0,0,0.0980556704564596,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054785406955237,0,0,0,0,0,0,0,0,0,0,0,0.61218758834087,0.183416379354962,0,0,0,0,0,0,0,0,0,0.0433078988330051,0,0,0,0,0,0,0,0,0,0,0,0,0.44507618122508,0,-0.0550485087201853,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.176155543549318,0,0,0,0.561555002839587,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121148480605174,0.0981357516488866,0,0,0,0,0,0,0,0,0.093359339965612,0.0985022872426025,0,0.0500445817549436,0,0.0426231787604537,0,0,0,0,0,0,0,0,0,0,0,0.0385473286806049
X1299.HK.EQUITY,0.0280640690363191,0,0,0,0,0.0399629736708108,0.0707755712997091,0,0.0709069185965909,0,0,0,0,0,0,0,0.347542506524321,0,0,0,0.222801745761823,0,0.193689485609663,0,0,0,0,0.0911795370052014,0,0,0.140267724550393,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.132362513044049,0.0404334054540753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39807920357083,0,0.0522686852503551,0,0,0,0,0,0,0.136813870587358,0,0,0,0,0,0,0,0,0.0272767826469464,0,0,0,0,0,0,0,0,0,0,0.0361240317564068,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.108130820331925,0,0,0,0,0,0,0,0,0,0,0,0,0.311015076167074,0,0,0.244569171982407,0,0,0,0,-0.0191693131948706,-0.361300700674879,0.454502472750622,0,-0.118243849528517,0,0,0,-0.17763232226231,0.534623522853925,0,0,0,0,0,0
