,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X2891.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0.409903456832048,0.0323113451162387,0.063394429841217,0,0,0,0,0,0,0.188099228434012,0,0,0,0,0,0,0,0,0,0,0.059362725020167,-0.0266227866183503,0.05904987310198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00926049317979682,0,0,0.00280793417708063,0,0,0.0628918007811226,0.0507872407397729,-0.100674364976472,0
X601939.CH.EQUITY,0.396345608693949,0,0,0.186438403606707,0,0,0,0,-0.0372855164187121,0,0.143198449321428,0,0,0,-0.0803400099828373,0,0,0,0,0,0,0,0,0.178535081889083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00598769153697815,0,0,0,0.0969426643717672,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.304738784913059,0.0831699950297301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18194567148926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0760916599528725,0.10838344611901,0,0,0.0119512319558201,0.14347595220323,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.377089770318809,0,0,0,0.214131634898902,0,0,0,0,0,0,0,0,0.146985615722252,0,0,0,0,8.67361737988404e-19,0.0914110495498648,0.034314697190995,0,0,0,0,0,0,0,0,0,0,0,0.0843506184655914,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.535064807907899,0,0,0,0,0,0.268502861280116,0,0,0,0,0,0.0912327283216499,0.110725346971382,0,0,0,0.0325590647109932,0,0,0,0,0,0.0788531991952565,0,0,0,0,0,0,0,0,-0.538710117146692,0,0,0,0,0,0,0,0.176724617110743,0,-0.0588618357005239,-0.0828740068146281,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0.0453335613819803,0,-0.036959601150115,0,0,0,0,0,0,0.286364588234508,-0.0497750020875296,0,0,0,0.0710647847289258,0,0,0,0,0.175753046731658,0.0114384718735373,0,0,0,0,0,0,0,0,0.208542062158225,0,0,0,0,0,0,0,0.109872238699954,0.00663158652838448,0.0865567229203256,0,0,0,0.074963538152649,0,0.0614110968723124,0,0,-0.0391720618290122,0,0
X1299.HK.EQUITY,0,0,0,0,0.0353273931372952,0,0,0,0,0,0.0348058132634642,0,0,0.187236994474013,0,0,0.0341623523942363,0.502060248630144,0,0,0,0,0.115531819635665,0,0,0,0,0,0,0.0173683282587963,0,0,0,0,0,0,0,0,0,0.0849988235234661,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,-0.00791775689371587,0,0,0,0,0,0,0,0,0,0,0,0,-0.153382166860608,0,-0.185038205803866,0,0,0,0,0,0.515424372910133,0,-0.259004410531759,0,0,0.760371465082246,0,0,0,0,0,0,0,0,0,0.399913758328149,0,0,0,0,0,0,-0.263940869978742,0,0,0,0,0,0,-0.0155458088970745,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.130761763773701,0,0,0,0.00502838264127674,0,0,0,0,0.36809015579816,0,0,0,0,0,0,0,0,0,0,0,0.0300207592158383,0,0,0.0741465724132545,0,0,0,0,0.247531450156193,0.0491748909932798,0,0,0,0,0.039064431061778,0,0,0.165099990337198,0,-0.0276910085071227
X601658.CH.Equity,0,0,0,0.135815904570546,0.154333894969978,0,0,0,0,0,0,0,0,0.125617782904794,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0.175539311918873,0,0,0,0,0,0,0,0,0.219609441217113,0,0,0,0,0,0,0,0,0,0,0.352431557011231,0,0,0.0285797457497343,0
