,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X688.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X000776.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0,0.421970989077739,0.108833723317899,0.0863540143305343,0,0,0,0,0,0,0,0,0,0,0,0.0860651204426932,0,0,-0.0438532921922347,0,0,0,0.0371325642569801,0,0.0969520777448466,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.0953219044934748,0.0259473491834782,0,0,0,0,0,0.226741777298167,0.00603843603472778,-0.102805149281625,0,0
X601318.CH.EQUITY,0,0,0,0.145598819172181,0,0,0,0,0.147970937899826,0,0.107420055141106,0,0.0240757834871959,0,0,0,0.00851076785876133,0,0.116802992973371,0,0.293571704480274,0,0,0,0,0,0,0,0.114190307018458,0,0,0,0,0,0.0218820364430122,0,0,0,0,0,0,0,0,0,0.0153486517060699,0,0,0,0,0,0,-0.017973442856371,-0.149010867053333
X601939.CH.EQUITY,0.264861246678095,0,0,0,0.138082188245536,0,0,0,0,-0.0363705958971036,0.105522769390242,0,0,0,0.0653242426876856,0,0,0,0,0.0977104326445982,0,0,0,0.269522866041082,0.220904674939696,0,0,0,0.00376727311339666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.199313419803174,0,0,0,0,0,0.136722222425058,0,0,0,0,0.196486084289362,0,0,0,0,0.0375207252185304,0,0,0,0,0,0,0,0.0549117955176167,0,0.259766487136667,0,0.0305311561922437,0,0,0,0,0,0,0,0,0,0,0.0117441334697882,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.114845677334928,0,0.0797464139067156,0,0,0.0985906816933206,0,0.381245930314801,0,0,0.0193603078791753,0,0,0,0,0.0465881756785286,0,0,0,0,0,0,0.013604609227167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19310554474803,0,0,0,0,0,0.0879198337927894,-0.0276054754698652,0
X601628.CH.EQUITY,0.0848910356985467,0,0,0,0,0,0,0,0,0.0223750997410903,0,0,0,0,0,0,0.196784945495165,0,0,0,0,0,0.136009270278226,0,0,0,-0.0670775286737188,-0.0985724614606592,0,0,0,0,0.0695498145278318,0,0,0,0.655405298158458,0,0,0,-0.040265969333293,0.17883083196696,0,0,0,0,0,0,0,-0.0213859118946061,0,0,-0.0524070114021209
X1299.HK.EQUITY,0,0,-0.0348082578170278,0,0,0,0,-0.0814962336433552,0,0.0969033556619612,0,0,0,0,0,0.00632288923802797,0,0,0,0,0,0,0,0,0,0,0.0223557660371597,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0.0727335803228066,0,0.294621544235961,0.265886071447327,0,0.176311274078054,0,0,0,0,0,0.288442799094224,0,0.0875286067083106,0
X601988.CH.EQUITY,0,0,0.0862475125063419,0.168660045138752,0.148370233368953,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32751659592713,0.0267919514228455,0,0,0,0,0,0,0.261261035630172,0.11946236700277,0.165746975973265,0,0,0,-0.0463237580635023,0,0.00739537206186095,0,0,0,-0.085822093538028,0,0,0,0,0,0.0469914109414456,0,0,0,0,-8.67361737988404e-19,0,0,0
X5.HK.EQUITY,0,0.0302223686069214,0,0,0,0,0,0.177709862947487,0,0,0,0,0,-0.203095807218334,0.0433686548127524,0,-0.0435205242166277,0,0,0,0,0.045493853120731,0.218703143522102,0,0.0599207151377733,0,0.351074008714082,0,0,0,0,0,0,0,0.0497843353389203,0,0,0,0.207801279026123,-0.0452084723847462,0,0.374970562278169,0,0,0,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,-0.188512245455358,0,0,0.186469106582435,0,0,0,0,0,0,0.210138502116213,0.00875184880835103,0,0,0,0,-0.138898617564696,0,0,0.258002856926404,0,0,0,0,0,0,0,0,-0.00976758406498241,0.122213533651118,0,0,0,0,0,0,0.290978322881789,0,0.0654512592794708,0,0,0,0,-0.179484344646543,0,0,0.154860462680917,0.0909716497234451,0,0
