,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601066.CH.EQUITY,X600030.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X002736.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,8.67361737988404e-19,0,0,0,0,0,-0.0344549746552458,0,0,0,0,0,0,0,0,0,0,-0.00193123477596284,0,0.536650123742036,0.789831590896791,-0.107316844249848,0.0108902652734675,0,0,0.20739341630377,0,-0.234031932443868,0,0,0,0,-0.324459428211848,0,0,0,-0.0450280039372974,-0.080199293916411,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.20797812619246,0,0,0,-0.0185291642460024,0,0,0,0,0,0,0,0.0854488411422639,0,0,0,0,0,0,0,0,0,0,0,0.0325486369983898,0,0.0707734722180614,0,0,0,0,0,0.245999518311816,0,0,0,0,0,0,0,0.0982371562682732,0,0,0,0.218548667428771,0,0,0.0818516462949053
X601939.CH.EQUITY,0,0,0,0.826023097297954,0,0,0,0,0,0.0184503256599238,-0.0766607626233493,0,0,0,0,0,0.068791219273722,0.0735589369163888,0,0,0,0.00170362230523974,0,0,0,0,0.0551911453606468,0,0.0301291152204058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0217916092846191,0,0,0,0,0.0280954218671843,0.0350514023131689,0,0,0
X601288.CH.EQUITY,0.0242704403924922,0,0.897353281653119,0,-0.0660930080016755,0,0,0,0,0,0,0,0,0,0,0.0104743574384122,0,0.136326735429646,0,0,0,0,0,0,0,0,0.0504730552115579,0,0,0,0,0,0.00192860356506182,0,0,0,0,0,0,-0.096162977581412,0,0,0,0,0,-0.0313182461706345,0,0,0,0,-0.0527073324849211,0,0
X601628.CH.EQUITY,0,0.0152637427486741,0,0,0,0,0,0,0,0.0502683356493821,-1.73472347597681e-18,0.393847962147142,0,0,0,0,0,0,0,0,0,0.0613342090690093,0,0,0,0,0,0,0,0,0,0,0,0,0.356241923852587,0,0,0,0,0,0,0,0,0.11454456987882,0,0,0.0686908607073009,0,0,0,0.170021645994847,0.163021569434683,0.100747801971911
X600036.CH.EQUITY,0,0,0.383823989260644,0,0,0,0,0,0.0189904859118908,0,0,0,0,0,0,0,0.125795001947915,0,0,0.00148580931472839,0.00715610704188455,0,0,0,0,0,0.186277860904683,0,0.176596745264139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0194951043470718,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.00122933067021328,-0.145563788366125,0.080414905378555,0,0.0274834976293341,0,0,0,-3.46944695195361e-18,0,0.0374995935647639,0,0,0,0,0,0,-0.0746051626802969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.105522380289512,0,0,0.0104357912347815,0,0,0,0,0,0,1.01467717147373,0,0.0373540900829783,0
X1299.HK.EQUITY,0,0.0725875333271477,0,0,0.149769505392229,0,0,0,0,0.254904955163587,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.215845293647663,0,0,0.34001616523829,0,0,0.220530818354206,0.124433816754017,0.125956156137434,0,0,0,0,0,0.0398118604102643,0,0,0,0.128628620537983,0,0,-0.0988340930762646,0,0,0,0,0,0.107644645428888,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0476764074935904,0,0,0,0.0748788569004512,0,0,0,0.295876266103661,0.405731323755462,0,0,0,0,0,0,-0.0451675266765015,0,0,0,0,0,0,0,0.0354532050009268,-0.158081285187446,0,0,0,0,0,0,0.214599231732433,0,-0.097259406762126
X388.HK.EQUITY,0,0,0,0,0.303886540073514,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.158801803641577,0,0,0,0,0,0,0.409351539078986,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,-0.116320213030147,0.223427616397987,-0.146588169717011,0,0.0804085591477248,0,0,0,-0.135020849352131,-8.67361737988404e-19,0.0588337072505975
