,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X2007.HK.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X601229.CH.EQUITY,X001979.CH.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600918.CH.Equity,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0.319153165012233,0,0,0.0893540587495848,0,0,0,0,0,0,0,0,0.0245374953360951,0,0,0,0,-0.0808694041129849,0,0,0.00551418174027488,0,0,0,0,0,-1.73472347597681e-18,-0.0278421698274739,0,0,0,0.159244411533238,0,0,0,0.00860858659826279,0,0,0,0,0,0,0,0,0.258036017385994,0,0,-0.0555503572331101,0,0
X601318.CH.EQUITY,0,0,0,0,0.0150637282987555,0,0,0,0.14759954220463,0,0.0523365619490762,0,0.104721863961134,0,0,0,0,0,0.220277013599556,0.231335721398329,0,0,0,0,0.00603677285639379,0,0,-0.0183221909780454,0,0,0,0.0795293544264636,0,0,0,0,0,0.0496370025632341,0,0,0,0,0,0,0.0138832705330739,0,0,0,0,0,0,0,0.0807121383591862
X601939.CH.EQUITY,0,0,0,0.302943566777368,0,-0.118447183452726,0.0232835670390774,0,0,0,0.0225857184509363,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0.00137821661550098,0,0.748771417226823,0,-0.243649311571225,-0.128292597594248,1.38777878078145e-17,0,0,0,0,0.0659038645334635,0,0,0,0,0,0,0,-0.120023166938771,0,0,0,0,0,0,0,0,0,0,0,-0.0887970128845249,0
X601288.CH.EQUITY,0.212951986563926,0,0.0323157157804048,0,0.0558701926834007,0,0.342954806906174,-0.0974261708985823,0,0,0.0488800698552688,0,0,0,0,0.0670956986863658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162844432108076,0,0,0,0,0,0,-0.107565498019056,0
X601628.CH.EQUITY,0,0,0,0.0739449102913984,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221696366836311,0,0,0,0.0786441489633675,0,0,0.154098648863375,-0.183562942570089,0,0,0,0.0505678183068019,0,0,0,0.49140844017463,0.0562529038177386,0,0,0,-0.0156665409016053,0,0,0,0,0,0,0,0.0590970309714039,0,0,0,0,0,0.0462919927255562
X600036.CH.EQUITY,0,0.194756577998934,0,0,0.104015676749442,0,0.0817587756130646,0,0,0,0,0,0.227369037829442,0,0,0,0,0,0,0,0,0,0,0.307409553545915,0,0,0,0,0,0,0.137364868985788,0,0,0,0,0,0,0,0.0528621403507924,0,0,0,0,0,0,0,0.0207397821689667,0,-0.0624233548242559,0,0,-0.0100023318781161,-2.16840434497101e-19
X601988.CH.EQUITY,0,0,0,0,0,0.330405173523832,0,0,0,0,0,0,0,0,0,0.505093924690497,0,0,0,0,0.0388646669522376,0,0,0,0,0,0,0,0,0,0.0101432898494251,0.142848238993352,0,-0.0681801869048727,0,0,0,0,0,0,0,0,-0.014033515775978,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.330162127421858,0,0,0,0,0,0,0.0530152781014732,0,0,0,0,0,0,0,0,0,0.0567977445167848,0.0466799963466527,0,0,0,0,0,0,0,0,0,0.0537120149705677,0,0.154167958670171,0,0.119841743797885,0,-0.0373371063689666,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0456854331456138,0,0,0,0,0,0.0945477181410679,-3.46944695195361e-18,0,0,0,0.595422125271883,0.0500619740471996,0,0,0.0604095700363286,0.0526982807378311,0,0,0,0,0,0,0,0,0.180983160914022,0,-0.106706486581858,0.0979019961502387,0.051953644357149,0,0,0.120297928768747,0,0.171304834179997,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0.153706540977692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00829038909804351,0.468440938423085,0.0743371454666797,0,0,0,0,0.124453532867395,0,0,0.218311465932001,0,0,0,0.0886078441328502,0,0.0462268810084003,0,0,0,-0.207601265137633,0,0.0790079326051832,0.121123059152689,0,0,0,0.0734995128668409,0,0
X601658.CH.Equity,0.253715900991659,0.124999088034354,0,0,0,0,0,0,0,0,0,0,0.142512464544914,0,0,0.239478755362231,0,0,0,0,0,0,0.00286895864665718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0580468261753181,0,0,0,-0.0373009547884106,0.110096026662234,0,0.0387255902377176,0,0,0.0533360691478147,0,0,0,0
X601166.CH.EQUITY,0,0,0.0248644414567876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0641129403190789,0,0,0,0,0,0,0.0783460288096317,0,0,0.00956715511792427,0.339491596519595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25197877962681,0,0.185909666925572,0,0,0,0,0.00789246696640834,0,0
