,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X601601.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X601066.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X600999.CH.EQUITY,X601336.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.0959877552966134,0,0.421794775184654,0,0.0461285110455552,0,0,0.236538192336195,0,0,0.151833151819995,-6.93889390390723e-18,0,0,0,0,0.0143746498317869,0,0.0112500071642513,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0.0580961169377461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.526517523742679,0,0,0,0,0,-0.111429239657868,0,0,0.0352366309411043,0,0,0.380742254124136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0167680058437753,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0729219321997623,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.0147350655436668,0,0,0,0,0,0,0.377698113114843,0,0,0,0,0,0,0,0,0.0511522771723613,0.0497901174913422,0,0,0.0276141655557445,0,0,0,0,0,0,0,0,0,0.0264797842929361,0,0,0,0.077438326590139,0.18149302183794,0,0,0,0.00817291796473271,0,0,0.121461914096077,0,0,0,0,0,0
X601288.CH.EQUITY,0.335438459803392,0.0827371815878846,0,0,0.396697699451921,0,0,-0.0481407417688169,0,0,0.0425877179860666,0,0,0,0,0.0986001082917829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0205190571626095,0,8.67361737988404e-19,0,0,0,0,0,0,0,0.0325676006915875,0,0,0,0,0,0,0,0,0,0,0,-0.0188791400674989
X601988.CH.EQUITY,0,0.0529704582488987,0,0.319539744899803,0,0,0,0,0,0,0.183380664145699,0,0,0.083334294136103,0,0,0,0.202473766143722,0,0,0,0,0,0,0,0,-0.00831199621670221,0.0411578456206286,0,0,0.079131616610541,0,0,0,0,0,0,0,0,0,0,0.0644365581394128,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0.171655247924829,0,0,0.00834646890412564,0,0.551752689391075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0426108880374299,0,0.052940180152417,0,0.0791902432763946,0,0,0,0,0.108987387727962,0,0,0,0,0.0567934539182795,0,0,0,0,0,0,0.10428650180919,0,0,0,0.0654316682706733
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0349471459364655,0.0943399224231357,0,0,0,0,0.163950506166722,0,0,0.0716414949653932,-3.46944695195361e-18,0.118640003807963,0,0,0,0,0,0,0.0529206694962879,0,0.139734212061111,0,0,0,0,0,0,0.0563262157075248,0,0,0,0,0,0,0.196949522627856,0,0,0,0
X5.HK.EQUITY,0,-0.206295429210988,0,-0.0321667344847589,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.265114134805734,0,0,0,0,0,1.41168996120886,-0.821087538954493,0,0.174725470209327,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194734715381204,0,0,0,0,0,0,0,0,0.392817210208333,0,-0.134746847430539,-0.23490232599089
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.146829447866491,0,0,0,0,0,0.173835846907858,0,0,0,0.104830185019319,0.175127614452383,0,0,0,0,0,0.0513119980500154,0,0,0,0,0,0,0.0478026803740264,0,0,0,0,0,0,0.124832560589982,0,0,0,0,0,0,0,0.0608027828681576,0,0
X601658.CH.Equity,0,0,0,0.34348158802291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0394291743613332,0,0,0,0.327630577677239,0.625694079205127,0,0,0,0,0,0.0293946225003938,0,0,0,0,0,-0.107381336510795,0,0,0,0,0,0.124971671499317,0,0,-0.531759216720458,0,0,0
X601328.CH.EQUITY,0,0,0,0.319720854860828,0,0,0,0,0,0,0,0,0.309159492959613,0,0,0,0,0,0.138513976532139,0,0,0,0,0,0,0,0,0,0,0,0.0665024665034779,0,0,0,0,0.0911208972886187,0,0.0758316477509239,0,0,0.0512707201949404,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0.0152767884524082,0
X601166.CH.EQUITY,0,0.0502380906980071,0,0,0,0.147391790995417,0,0,0,0,0,0,0,0,0,0,-0.0797013110263685,0.0406997518814095,0,0,0,0,0,0.0175082836677593,0,0,0,0,0,0.0150654905145807,0.278868708586241,0,0,0,0,0,0,0,0.0883456315995525,0,0,0,0,0,0,0.328184813918778,0.0341812610876452,0,0.0761380832268285,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0966408391509621,0,0,0,0,0,0,0,0.468971148228927,0,0,0,0.128522336135521,0,0,0,0,0,0,0,0,0.0120346283579927,0,0,0,0,0,0,0,0.0475238384604464,0,0,0,0,0.0808397685257196,0.0687333500536,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0.0267743465419612,0,0,0,0,0,0,0,0,0,0,0,0,0.0171532349513701,0,0,0,0,0,0,0,0.0782118112857221,0,0,0,0.529426483787107,0,0,0.133856729016536,0,0.149378153844125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,6.93889390390723e-18,0.0726772304021187,0.109026427169939,0,0,0,0.064680513849684,0,0,0.0797272594817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122747241610884,0,0.189369346440455,-0.0158265619204511,0,0,0.306337612511384,0,0.153383467768635,0,0,0,0,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0.205841276105601,0,0,0,0.475563326954847,0,0,0,0.0314484397356959,0,0,0,4.33680868994202e-19,0,0,0.0387916325963559,0,0,0,0,0,0,0,0,0,0.044030958891683,0,0,0,0,0,0,0,0,0,0,0,0,0.0185319983425895,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,-0.00350065347067228
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0241372934467693,0,0,0,0,0,0,0,0,0.245737437214324,0,0.156190322171111,0,0,0,0,0,0,0,0.0185245507907297,0,0.0339664020200072,0.232742676886364,0,0,0.215827017953535,0,0,0,0,0
X000001.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0321310293902589,0,0.0350330660653232,0.390273400783605,0,0,0.0882253209335174,0,0,0,0,0,0,0,0,0,0,0,0.0844340261899058,0.248353335873643,0,0,0,0.0056603589668213,0,0,0,0.142040188199185,0,0,0,0,0.0207584777588615,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0.0270584052307165,0,-6.93889390390723e-18,0.0518608415773067,0,0,0,0,0,0,0.27179212707841,0,0.0214570544689977,0,0,0,0,0,0,0,0,0,0.357794373609777,0,0,0,0,0,0,0,0.0616230694440436,0,0,0,0,0,0,0,0,0.0605976898473166,0,0,0,0,0,0.0909344865842726,0.0465808097855018,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0706618264283654,0,0,0,0,0,0,0.077316225618469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127943414474847,0,0,0,0,0,3.46944695195361e-18,0,0,0,0.461700467371984,0,0,0,0.230619856974879,0,0,0,0,0
X688.HK.EQUITY,0,0,0,0,0,0,0,0,0.0563658516773072,0.0807292109337657,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0158900880722672,1.73472347597681e-18,0.23375215542551,0,0,0.417564645930708,0,0,0,0,0,0,0.0833355511823315,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0
X601601.CH.EQUITY,0,0,0,0.257189334797403,0,0,0.107744328784662,0,0.0977564931627174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0662447220799276,0.00369507826174425,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0.0737641820831823,0.308436296496358,0,0,0,0,0,0,0,0,0
X601998.CH.EQUITY,0,0.0764728507463947,0,0,0,0,-0.015611760869277,0,0,0,0,0,0.0296733477665031,-0.034969869019003,0,0,0,0,0,0.161778449544563,-0.0476861374745593,0,0,0,0,-0.037277839357484,0,0,0,0,0.343395377063003,0,0,0,0,0,0,0,-0.0479764316621859,0,0,0,0,0,0,0.177183048460969,0.268483282430457,0.0177128421370852,0,0.0674382396303477,0.0399126334421579,0,0.0256785605511515
X11.HK.EQUITY,0,0,0,0,0,0,0.240275563184832,0.369987458933109,0,0.0243973245134972,0,0,0,0,0,0,0,0,0,0,-0.200168661996291,0,0,0,0.592523145638344,0,0,0,0,0,0,0,0,0,0,-0.0693572625875293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,-0.0345405200539405
X2388.HK.EQUITY,0,0,0,0,0,0,0.0714664062831933,0.0881644225288023,0,0,0,0,0,0,0,0.0109053586976365,0,0,0,0,0,0,0,0.437579752572442,0,0,0,-0.0125896309360035,0,0,0,0,0,0,0.339552746940094,0,0.021052108727089,0,0,0,0,0,0,0,0,0,0,0,0.107615946269434,0,0.0847817740516416,0,-0.0218271672482536
X1109.HK.EQUITY,0,0,0,0,0,0,0,-0.0622359052168159,0,-0.0184037104377505,0,0,0,0.245497960219947,0,0,0,0,0,0,0.49633794862639,0.0274092814281694,0,0,0,0,0.336248839925921,0,0,0,0,0,0,0,0,0,0,0,0.0830564651888094,0,0,0,-0.218232880895033,0,0,0,0,0,0,0,0,0,-0.0995362129513085
X267.HK.EQUITY,0,0,0,0,0,0,0,0.244498628080856,-0.250602283528111,-0.172636937756292,0,-0.00962533098343789,0,0,0,0,0,0,0,0.251346559019477,0,0,0,0.0638029922160238,0,0.355021906100635,0,0,0,0,0,0,0,0,0,0.0246364570485876,0,0,0.169079854985604,0.10104706894103,0,0.0470107932394369,0,0,0.151752535856643,0,0,0,0,0,0,-0.0439656979348817,-0.0621833023180519
X601066.CH.EQUITY,0,0,0,-0.0420352294645535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00921867644574247,0,0.522992071899958,0,0,0.246147159742351,0.257833104252268,0,0,0,0,0,0.239109143379502,0,0,-0.126282681796815,0,0
X2007.HK.EQUITY,0,0,0,0,0,0,0,0.0320724147635863,0.149094690890077,0.0118025595320782,0,0,0.0199861804603655,0,0,0,0,0,0,0,0.160256070482163,0,0,0,0,0.303347885578849,0,0,0,0,0,0,0,0,0,0.0930943753959034,0,0,0,0,0.11645859741447,0,0,0,0,0.072566544034379,0,0,0,0,0.0266177884680579,0,0
X600048.CH.EQUITY,0,0,0,0.066475585556964,0,0,0,0,0,0,0,0,0,0.539949698697878,0,0,0,0,0,0,0,0,0,0.0957012817463157,0,0,0,0,0.00516264791972782,0,0.0113984287194775,0.11148342605994,0,0,0,0,0,0,0,0,0.151231011424123,0,0,0,0,0,0,0,0,0,0,0,-0.0345126321155957
X601818.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.412071667326737,0,0,0,0,-0.0545513205156415,0,0,0,0,0,0.556749491561182,0,0,0,0,0,0,0,0,0,-0.00964706182741971,0,0,0,0.0486208894006722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601688.CH.EQUITY,0,0,0,0.0123432452915577,0,0,0,0,0,0,0,0,0,0,0,0,0.151590969341646,0,0,0,0.050900145016362,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0071559894463436,0,0,0.261866765978638,0,0.196815933990783,0,0.0620294617909893,0.127182005755523,0.0740598680857559,0,0,0,0,0,0,0,0,0
X1113.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.103335928691185,0,0,0,0.170190556544573,0.282271914054033,0,0,0,0,0,0,0,0,0,0.0645923113755968,0,0,0,0.213045908634569,0,0,0,0,0,0.249429706675197,-0.133873036663478,0,0,0,-0.110100703293708,0,0,0,-0.0244229971933034,0,0,0.150784056721911,0,0,0,0,0,0
