,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X000001.CH.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X000166.CH.EQUITY,X002736.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.17256941849711,0.200386314487758,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0.0444875921651397,0,0,-0.191127098477592,0,0,0,0,0,-0.291048235471103,0,0.0487664618530378,0,0.865870418899168,-0.151666769636973,0,-0.0998545866420737,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.270299573459983,0,0,0,0,0,0,0.102553202506794,0,0.116377550969643,0,0,0.0903743458617414,0,0,0.0262404017584818,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153241549892999,0,0.014244352431336,0,0.298104234199822,0,0,0,0,0.0344090267297322,0,0,0,0,0,0,-0.115623619672558
X601939.CH.EQUITY,0.197153552974347,0,0,0,0,0,0,0,0,0.161737688369801,0,0,0,0,0,0,0,0.0807176992713924,0,0,0,0,0,0,0,0,0,0,0,0.103111244830485,0,0,0,-0.0879959415726067,0,0,0,0,0,0.449658887405315,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0.0459830499882068
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.432930781327609,0.0911767613238663,0.0277109507241502,0.455927722093036,0,0,0,0.367608926839856,0,0,0,0,0,0,0,0,0,-0.278088320698174,0,0,0,0,0,0,0,-0.652972710813135,0,0,0,0,0,0,0,0,0.375391311959646,0,0,0,0,0.183536399321867,0,0,0,-0.155878500568737,0
X5.HK.EQUITY,-0.0177371836688234,-0.105111830898339,0,0,0,0,0,0,0,0,0,0,0,0,0,0.519422063238388,0,0.0332029651810195,0.538862331742894,0,0,0,0,0.0905662007363403,0,0,0,0,-0.187079206473857,-0.0524138329631572,-0.0754107401585904,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248701865584799,0,0,-0.16499902747655,0,0,0,0
X601988.CH.EQUITY,-0.354442202202536,0,0,-0.0305172815622614,0.481222829838848,0,0,0,0,0,0,-0.000138786869864284,0,0,0,0,0,0,0,0.755369982349416,0,0,0,0,-0.0671243796250135,0,0,0,0,-0.524362027263969,0,0,0,0,0,0,0,-0.0624736706880525,0.0797951324815839,0,0,0,0.134963207071607,0,0,0,0,0,0,0,0,8.67361737988404e-19
X600036.CH.EQUITY,-0.0714971028203554,0.388447626638415,-0.0700914184363866,0,0,0,0,0,-0.0424408785908126,0.484964228577048,0,0.220871651330186,0,0,0,0,0,0,0,0,0,-0.123632587138501,0,0,0.241728658879475,0,0,0.0858615549853259,0,0,0.0556059345949355,0,0,-0.31525399396885,0,0,0,0,0,0,0,0.2330098798945,0,0,0.127361686289956,0,0,0,0,0,0,0.0686531032975729
X1299.HK.EQUITY,0,0,0,0,0.130608929484125,0.0115549832515015,0,0,0.132772705607942,0,0,-0.0823856767473698,0,0,0.142448973856165,0.0301525882187215,0,0,0.0508091445263876,0,0,0,0,0,0,0.151373284264549,0,0,0,0,0,0.146673149273961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0056852181634288,0,0,0
X601628.CH.EQUITY,0,0.0357016280288797,0.0523102703707171,0.0382883334705817,0,0,0,0,0,0,0.0364684462058118,0,0,0.352178132093242,0,0,0,0,0,0.0859213705056499,0,0,0,0,0,0,0,0,0,0,-0.0304301561417387,0,0,0,0,0.192292123438552,0.128043444518811,-0.0376586600274903,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,-0.117548303388712
X601328.CH.EQUITY,0,0,0,0,0,0,0.413633751592552,0,0,0,0,0.0617908629332146,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.0375330460989422,0,0.230629987437407,0.174192923300435,0,0,0,0,0,0,0,0,-0.122454126304872,0,0,0,0,0,-0.109048280086148,0,0,0.123694935136437,0,0,0,0,0,0,0,-0.207769072612245
X601166.CH.EQUITY,0,0,0,0.250160423010823,0,0,-6.93889390390723e-18,0,0,0,0,0.256276432572508,0,0,0,0.0168733065859303,0,0,0.0406365088068664,0,0,0.13479321354861,0,0,0,0,0,0,0.151910000218419,0,0.049814674758821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0169084274837092,0
X600000.CH.EQUITY,0,0,0,0,0,0,0.413672473657992,0,0,0.209758699725765,0.0399555678918513,0,0,0,4.33680868994202e-19,0,0,-0.308955696617775,0,0,0,0.135341743658997,0,0,0,0.235020149819408,0,0,0.0509886014849902,0,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,-0.236358810577326,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0.0202187325972749,0,-0.0442874546514271,0,0,0,0,0,-0.0871866478520424,0,0,0,0.357950697166793,0,0,0,0,-0.0790039532665062,0,0,0,0,0.157762831401098,0,-0.0546948361101145,0,0,0,0,0,0,0,0,0,0.350551124690101,0,0,0,0,0,0.106785239027953,0,0,0,0,0,0,-0.127015998459978,1.73472347597681e-18,-0.00499163475239769,0
X601601.CH.EQUITY,0,0,0,-0.172882307227408,0,-0.0507320665598236,0.0266767006547389,0,0.719774957343966,0,0,0,0.0121127407571333,0,0,0,0,0,0,0,0,0,0,0.0487412262113734,-0.0726948764878604,0,0.16010541846284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0134382179853805,0,0,0.0804352112599324
