,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X2881.TT.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600999.CH.EQUITY,X2886.TT.EQUITY,X1997.HK.EQUITY,X600918.CH.Equity,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.125457298680638,0,0,0.0936781917246985,0,0,0,0,0,0.0757105789772879,0,0,0,0,0,0,0,0,0,0,0,0,0.202996492787944,0,0.29255912646483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137080998316209,-0.0432010314605583,0,0,-0.231021989935557,0
X601939.CH.EQUITY,0.205571725232009,0,0,0.329771312263351,0,0,0,0,0,0,0,0,0,0.260469371284006,-0.0215835453677492,0,0,0,0,0,0.000979853223455493,0,0,0,-0.109497381041278,0.235423300080227,0,0,0,0,-0.108086873755684,0,0,0,0,0,0,0,-0.0222668408425297,0,-0.0384386380813858,0,0,0,0,0,0,0.0797819889406559,0,0,0,0,0
X601318.CH.EQUITY,0.0577067832034747,0,0,0,0.246165620864151,0.187319736645458,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107947030275179,0,0,0,0.136947664666332,0.0121640315085939,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.0650026797560654,0,0,0,0,0.0466660122334368,0,0,0,0,0,0,0,0,0,0,0,-0.0213552176202958,0
X601288.CH.EQUITY,0,0.261660488560652,0.077785128608049,0,0.226100918671568,0,0,0,0,0,0.370509942145188,0,0.174874987980322,0.0438187778789122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0176139467381298,0,0,0,0,0,0,-0.0426974132593995,0,0,0,0,0,0,-0.123698277141711,0,-0.0600265037765177,0,0,0
X601988.CH.EQUITY,0,0,0,0.416260587078058,0,0,0,0,0,0.343626976101375,0,0,0,0,0,0.197480776891014,0,0.0676706197475023,0,0.110726005155258,0,0,0,0,0,0,0.079738434713458,0,0,0,0,0,0,0,0,0,0,0,-0.535279774647059,0,0.0633524259872497,0,0,0,0,0,0,0,0,0,0,0,0.246561781520789
X600036.CH.EQUITY,0,0.175165422887945,0,0,0,0,0,0,0.0971243900088756,0,0,0,0.0355543133729638,0,0,0,0,0.175113603067781,-0.00180828031335833,0,0,0,0,0.181299189762017,0,0,0,0,0,0,0,0,0.369992917277292,0,0,0,0,0,0,0,0,0,0.0430150936039139,0.00829429027106271,0,0.0893221458325817,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131097448261174,0,0,0.373020989319932,8.67361737988404e-19,-3.46944695195361e-18,0,0,0,0.00749409220919766,0,0,0,0,0,0,0,0.0441561952304549,0,0,0,0,-2.16840434497101e-19,0,0,0,0.291457275168127,0,0,0.0289319712121197,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.104584495896772,0,0,-0.0110928829628606,0,0,0,-0.356866284359103,0.563570849260943,0,0,0,0,0.640181357930469,0,0.105666774494631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245346772954286,0.0126136678183734,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.401803834208989,0,0,0,0,0,-0.0777769806919054,0,0,0,0,0,0,0,0,0,0.219979364986374,0.0487921301237801,0,0,0,0,0,0,0,0,0.019583972165447,0,0,0,0,0,0,0,0,0,0.0180456126268191,0,0,0,0,0,0,0,0,0.207045819888771,0,0.0883484027761085
X601658.CH.Equity,0,0.145499043954317,0,0,0.0151792010643008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.394244035625445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187778467742656,0,0,0.111777849894544,0,0,0,0,0,0,0.00876736699173312,0,0,0,0,0,0,0
