,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X600030.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X300059.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X823.HK.EQUITY,X002736.CH.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0.0146113046485281,0,0,0,0,0,0,-0.174481820374164,0,0,0,0,0,0,0,0,0,-0.19800551706372,0.708246769128626,0,0.742267069685233,0,0,0.045528357959829,0,-0.0982783748860729,0,-0.115769750870339,0,0.00331370943878533,0,-0.334376935015062,0,0,-0.0624723485788218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0.0345132202373895,0,0.0679202350946486,0,0,0,0,0.0451300079504722,0,0,0,0,0,0,0,0,0.390797124786288,0,0,0,0,0,0,0,0.132215333478729,0,0.00955344780580212,0,0,0,0,0,0,-8.67361737988404e-19,0,0.174065748537414,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146991929619364
X601939.CH.EQUITY,0,0,0,0.806620962024183,0,0.0570865721631808,0.00833521756813269,0,0,0,0,0,0.0236456576133249,0,0,0,0.0057844261463993,0,0,0,0,0,0.0155608489158282,0,0,-5.42101086242752e-20,0,0,0,0,0,0.074824762635123,0,0,0,0,0,0,0.0153021344294684,0,0,0,0,0,0,0,0,0,0.0464173383018065,0,0,0,0.0165360671380457
X601288.CH.EQUITY,0.0574451823680482,0,0.889225143772549,0,0,0,-0.0575699047252605,0,0,0,0,0,0,0,0,0,0.0261184232402743,0,0.11761049923431,0,0,0,0,0,0,0.0262099719943438,-0.0797583413283253,0,0,0,0.00492618817790061,0,0,0,-0.0230186702536735,0,0,-0.0940195103667683,0,0,0,0,0,0,0,0,0,0,0,0,-0.0610151176430783,-0.0218292278763853,0
X601988.CH.EQUITY,0,0,0,0,0,0,-0.115190824442154,0,0,0,0,0,0.942227852690064,0,0,0,0,0,-0.114330779758193,-0.144374418102679,-0.0299119450362622,0,0,0.253133114602695,0,0,0,0,0,0,0,0,-0.105481921758077,0,0,0,-0.0923744220946629,0,0,0,0,0,0,0,0.0238177943215348,0,0,0,0,0,0,0.0176817823262344,0.276445052634965
X600036.CH.EQUITY,0,0,0.279987663010607,0.0979943396421359,0,0,0,0.0167637068969149,0.0193726418400219,0,0,0,0,0,0,0,0,0,0,0.0263998493126239,0,0,0,0,0,0.065884954177359,0,0,0,0.103346835613869,0,0,0.372920790524581,0,0,0,0,0,0,0,0,0,0,-0.0577219480594457,0.0630661620973764,0.0701886720002864,0,0,0,0,0.0648686104137418,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.766715430415425,0,0,0,0.0650088984656323,0,0,0,0,0,0,0.126561441667073,0,0,0,0,0,0,0,-0.0366728847384456,0,0,0,0,0,0,0,0.00216260772949609,0,0,0,0,0.049151127690603,0,0,0,0,0,0,0.106966097070874,0,0.163994396588706
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.264861059937881,0,0,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,-0.216183468101805,0,0.0500993795134668,0.0457345262261759,0,0,0.0706358150273297,0.260160284365616,0,0,0.0747652264712228,0,0,0,0,0,0,0,0,0,0,0,0.451587097033378,0,0,0.0153436940027281,0.0252153131497422,0,-0.0797127028086462,0
X5.HK.EQUITY,0,0,0,0,0,0,-0.170508051827989,0,0,0,0,0,0,0,0,0,0.331029328625989,0,0,0,0,0.106370328200471,0,0,0.354123575678694,0.161748914042111,0,0.0951297343940171,0,0,0,0.0106329596702461,0,0,0,0,0,0,0,-0.073418104287396,0,0,0.0769628684849617,-0.107461434370393,0,0,0,0,0,0,0.0585873023020764,0,-0.114612033630149
X601658.CH.Equity,0,0,0,0.227303267859501,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109892316082263,0.243145707902626,0,-0.175666550906596,0,0,0,0,0,-0.130753665480439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.415183613726902,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0
X388.HK.EQUITY,0,0,0,0,0,0,0.364555926854026,0,0,-0.184947834378049,0,0,0,0.0407015165627555,0,0,0,-0.0795885566750017,-0.0206923424229728,0,0,0.132799907702552,0,0,0,0,0,0,0.332672735994826,0,0.134353572966701,0,0,0,0,0,0,0.186324593741484,0,0,0,0,0,0,-0.283648019569649,0.0809509792840772,0,0,0,0,0,0,0.0415138981031003
X600030.CH.EQUITY,0,0,0,0,0,0,0.137543500151919,0,0,0,0.0159335151033188,0,0,0.0378364878393596,0,0.200249745317445,0,0,0,0,0,0,0,0,-0.0108734974289641,0,0,0,0,0,0,0,0,0.604661459224823,-0.0330002097085563,0,0,0,0,0,0,0,0,0.0111865694938375,0,0,0,0,0,0,0,0,0.0574899184300299
