,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X001979.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.0511973605058454,0.20536951074222,0,0.0415880096047088,0.0286353990751582,0,0,0,0,0,0,0,0,0,0,0.201245790894003,0,0,0,0,0.0223826860884772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0624921004526419,0.00258238126035675,0,0.0292585853699144,0,0,0.102088102213801,0,-0.0353188719720416,0,0
X601318.CH.EQUITY,0,0,0.0977031816848981,0,0.100649612000261,0,0,0,0.120772887640145,0,0.0981788078233287,0,0.0381949090814739,0,0,0,0,0.0680536099064052,0,0.190394721713679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0436345111170764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146882517526969
X601939.CH.EQUITY,0,0,0,0.0764837181342439,0,0,0,0,0,0,0.109033407914659,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0.640818006660851,0,0.150097131434713,0,0,0,0.0821449663377838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.108493496785536,0.118315227617422,0.0374624333548398,0,0,0.133345809465121,0,0.377156909178903,0,0,0.0617798372398698,0,0,0,0.0266753895554783,0,0,0,0,0,0,0,0,0,0,0,0,0.0883389965754982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00358904176054607,0,0,0,0,0,0,0,0,-0.0362647602384688,-0.0753567572715925
X600036.CH.EQUITY,0,0.131503972154421,0,0,0,0,0.200209665974475,0.0223896684171995,0,0,0,0,0.173525405370728,0,0,0.127109379912469,0,0,0,0,0,0,0.175573114463141,0.24581865004813,0,0,0.00129239835519209,0,0,0.0372775038913215,0,0,0,0,0,0,0,0.00461091030154494,0,0.0711903844321015,0.0196388484400431,0,0,0,0,0,0,0,0,0,-0.0669115987167229,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.05586949025373,0,0,0,-0.132683053406147,0,0,0,0,-0.0428931391464779,0.107376729345884,0,-0.0502137962719477,0,0,0,0,0,0,0,0,0,0,0.670345359289056,0,0,0,0,0,0,0,0.0739933454122432,0,0,0,0,0.190495814935955,0,0,0,-0.017283004264333,0.14387483351812
X1299.HK.EQUITY,0,0,-0.0956120745763661,0,0.1140645979735,0,0,0,0,0,0,0.192427203737642,0,0,0,0,0,0,0,0,0.138993949211171,0,0,0,0,0,0.16464075736852,0,0,0,0,0,0.0493277441848848,0,0,0,0,0,0,0.0329607931012973,0.132653695618437,0,0.08626534946626,0,0.0489556468914992,0.118248216677169,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,-4.33680868994202e-19,0.663378667260885,0.158443288733774,0,0,0,0,0,-0.0036680346071958,0,0,0,0,0,0,0,0,0,0.0842484805302818,0,0,0.237406915500544,0,0,0.00778347185712343,0,-0.0239198705827052,0,0.100477259395864,0,0.132653767491593,-0.0108075790229625,0,0,0,0,0,0,0,0,-0.0188758794289558,0,-0.0324823742597273,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.00850340344081846,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130287803067285,0,0,0,0,0,0.0852880152432831,0.179403571604168,0,0.0145180949827468,0,0,0,0,0,0,0,0,0,0,0.345820350439564,0,0,0,0,0,0.152196908716069,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.0850491395858789,0,0.0419116972108976,0.0376632634584225,0,0,0,0,0.0348508477257779,0,0.123162593670296,0,0,0.0439820203183925,0,0,0,0,0,0,0,0.158186757960876,0,0,0,0.391089898832054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0
X601658.CH.Equity,0,0.108608239451904,0,0.0891606463530102,0,0,0,0,0,0.324238460566646,0,-0.0330378769292791,0,0,0,0,0,0,0,0,-0.065045022944253,0,0,0,0,0,0,0.286994251753401,0.280952622983089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0134815585518841,0,0,-0.175177243568129,0,0,0.0375480493934538,0,0
X388.HK.EQUITY,0,0,-0.0350026096596117,0,-0.110977851181692,0,0.132715712122274,0,0,0,0,0,0,0,-0.128120428638046,0,0,0,0,0,-0.111816893483486,0.54436580043755,0,0,0,0,0.178836036901524,0,0,0,0,0,-0.0309208844082148,0,0,0,0,0,0.0961591947414877,0,0,0.135075553345725,0.0304502914002397,0,0,0,0,0,0,0,0.123546031316362,0,0
X000001.CH.EQUITY,0,0.112421265061121,0,0,0.460679216660901,0,0,0,0,0,0,0.0847931135125841,0,0,0,0,0,0,0,0.0540103367476453,0,0,0,0.389478093814257,0,0,0.222341844754284,0,0,0,-0.279186410899356,0,-0.0786202346674821,0,0,0,0,0,0,0,-0.0157060455323609,0,0,0,0,0,0,0,0,-0.134185344062139,0.0834331052608756,0,0.0167337586234801
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0612225599821227,0,0,0,0,0,0,0.416533431387443,0,0,0.0335831308101195,0,0,0,0,0,0,0,0,0,0,0,0.0441663646449772,0,0.208201857319795,0.0463739120102771,0,0,0,0,0.234934632669297,0,0.0458852444885525,0.0327455685208043,0,0,0,0,0,0,0,0
X601601.CH.EQUITY,0,0,0,0,0,0,0,0,0.0365470622803983,0,0.046904596646278,-0.066425555434558,0.309903261801715,0,0,0,0,0.0715844963512782,0,0.255684181027018,0,0,0,0,0,0.104375908364484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0544370481660348,0,0,0,0,0,0.082284456040271,0.015788318767116,0,0,0,0,0.0656352745732122
X000002.CH.EQUITY,0,-0.0257452409125168,0,0,0.097376127866696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.231689193945632,0,0,0,0,0,0.432630497380502,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0101130050463339,0,0,0,0,0,0,0,0,0,0.105904800723896
