,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.279067545117033,0.0524917689437849,0.0798518930418686,0,0,0,0,0,0,0,0,0,0,0.156885054489174,0,0,-0.115636852194867,0,-0.244347703158322,0,0,0,-0.336409913795809,0,0.117065439165884,0,0.774448834968563,-0.000551765780090419,0,-0.0805532043873356,0,0.19702225617754,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.230859048763341,0,0,0,0,0,0,0.157374102781185,0,0.138317734215321,0,0,0.0346088236358141,0,0,0.0267176896086701,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146955663173494,0,0.118425625608209,0,0.2041990545706,0,0,0,0,0,0,0,0,0,0,0,-0.108138562977464
X601939.CH.EQUITY,0,0,0,0,0,0,0,0.0290202421651456,0,0.362788299923464,0,0,0,0,0,0,0,0.0861632094733883,0,0,0,0,0,0,0,0,0,0,0,0.10549719291081,0,0,0,-0.322371030518728,-0.302704892903897,0,0,0.200508528600263,0.0631728112788882,0.528465860440678,0,0,0,0,0,0.22422683851561,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.511146283412948,0,0.0285167604756673,0.573400085122816,0,0,0,0.449505235184085,0,0,0,0,0,0,0,0,0,-0.409747765424306,0,0,0,0,0,0,0,-0.705940072739351,0,0,0,0,0,0,-0.0506507584581815,0,0.525211870562367,0,0,0,0,0.149849291172918,0,0,-0.125004033444246,-0.352476402419173,0
X5.HK.EQUITY,-0.0836929038211137,-0.1124678369427,0,0,0,0,0,0,0,0,0,0,0,0,0,0.597074836725253,0,0,0.401432660991211,0,-0.0147689739451375,0,0,0.141424415500886,0.0308539150647775,0,0,0,0,0,0,-0.0587224715067631,0,0,0,0,0,0,-0.144471627849575,0,0,0,0.0785728242607105,0,0,0,0,-0.122274167589271,0,0.0233938021742843,0,0
X601988.CH.EQUITY,-0.28146486996229,0,0,0,0.347900521084717,0,0,0,0,0,0,0,0,0,0,0,0,0.179194472822434,0,0,0.654184941526644,-0.018364394737914,0,0,-0.0349708906651409,0,0,0,0,-0.480973357934728,0,0,0,0,0,0,0,0,0.080272347931379,0,0,0,0,0,0,0.105090772420581,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.367571650024207,-0.0817438613684333,0,0,0,0,0,0,0.616435761592558,0,0.0752632956055758,0,0,0,0,0.0145429560813359,0,0,0,0,-0.0844433549764932,0,0,0.24710866075682,0,0,0.104214276445901,0,0,0,0.0428776424157815,0,-0.3476289428466,0,0,0,0,0,0,0,0.112088387432469,0.119756814419568,0,-0.0441228057217137,0,0,0,0,0,0,0.076276440399798
X1299.HK.EQUITY,0,0,0,0,0.168625756429236,1.73472347597681e-18,0,0,0,0,0,-0.125795053992093,0,0,0.0508535912285481,0,0,0,0.0152838287052478,0,0,0.148547840676616,0,0,0,0.157639120496057,0,0,0.0575287240337893,0,0.212405416579759,0,0,0.00132602344722015,0,0,0,-0.0239724235605967,0,0,0,0,-0.12383850588863,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.0589848486688954,0.00482304097688543,0.0345416799899868,0,0,0,0,0,0,0.0694251162762686,0,0,0.357854519397423,0,0,0,0,0,0,0.0873121242673042,0,0,0,0,0,0,0,0,0,0,-0.0393663656095002,0,0,0,0.0708502568373278,0.144747397421852,0,0,0,0,0,0,0,0,0.100501848564811,0,0,0,0,0,-0.079118182264926
X601328.CH.EQUITY,0,0,0,0.0165414931454557,0,0,0.478819790455078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0424132728878396,0,0.230562416620074,0.218084270762449,0,0.0777160556797931,0,0,0,0,0,0,-0.268238920577169,0,0,0,0,0,-0.0376218016046755,0,0,0.132078100448798,0,0,0,0,0,0,-0.0375134384957423,-0.240142661884549
