,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X601066.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X2891.TT.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.27947493146509,0,0.257481483851658,0,0,0,0,0.0595751360791183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0890878225203078,0,0,0,0,0,0,0,0,0,0.00287825027036747,0,0,0,0.0836029185240764,0,0.0833264769614966,0,0,0,0,0,0
X601318.CH.EQUITY,0.118976962527232,0,0,0,0,0,0,0,0.182634392035483,0,0,0,0,0,0,0,0.165495754892695,0,0,0,0,0,0,0,0.0752187512438862,0,0,0,0,0,-0.0516990059304147,0.153122575675322,0,0,0.148600440771385,0,-8.67361737988404e-19,0,0,0,0.0457796114638469,0,0,0.027781981204331,0,0,0.0551800958899158,0,0.135259187629652,0,0,0,0
X601939.CH.EQUITY,0.219543171055759,0,0,0,0,0,0,0,0,0,0,0.0189490586763471,0.265524534131972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0423617605306303,0,0.19979593167944,0,0,0,0,0,0,0,0,0.182107198106616,0,0,0,0.0410478549581504,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.287459920060891,0,0.0917672505436933,0,0,0.274377614678955,0,0,0,0,0,0,0,0,0.0533835046977469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0.175834257381992,0,0,0,0,0,0,0.113313041472968,0,0,0,0
X5.HK.EQUITY,0.0259541493505065,0,0,0,0,0,0,-0.0463530426762948,0,0,0,0,0,0,0,0,0,0,0.386541168832696,0,0.130388792534101,0,0,0,0,-0.0877357203478574,0,0,0,0,0.580585821025946,0,0,0,0,0,0,0,0,0.0582420895366109,0,0,0,0,0,0,0,-0.172307771538098,0,0,0,-0.030625765010008,0
X601988.CH.EQUITY,0.445107001662284,1.73472347597681e-18,0,0,0,0,0,0,0.0137961114978647,0,0,0,0,0,0,0,0,0,0.0701661293609894,0,0,0,0.0258111670378288,0,0,0,0,0,0,0,0,0,0.160807756954463,0,0.0235018091133762,0,0,0,0,0,0,0,0,0,0,0,0,0.241699044704213,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.225263285496377,-0.0262366067867888,0,0,0,0,0.0958331080391973,0,0,0.54943920322793,0,0,0,0,0,0,0,0,0,0,0.0391824767929617,0,0,0,0,0,0,0.0588486350206952,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,-0.031905671413559,0,0,0,0.0357327121773997
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0735978823331219,0,0,0,0.413773626419915,0,0,0,0.115535367089834,0,0.0512189094855557,0,0,0,0,0,0,-0.0336965399118917,0.397770052731711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.219689198620069,0,0,0,0,6.93889390390723e-18,0,0,0,0,0.0249905647623287,0,0,0,0,0,0,0,-0.0797757086661397,0,0.0187149868605301,0,0.199302821172708,0,0,0,0,0,0.254502554187618,0,0,0,0,0,0.0567265696134867,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0821029848715807,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.105420676661468,0,0,0,0.275255882111288,-0.265801814223833,0,0.208238702890492,-0.258628023156542,0,0,0,0,0,0,0,0.527310646301961,0,0,0,0,0,0,0,0.0585514044405068,0,0,0,0,0,0,0,-0.0672850762727537,0,-1.07979511371714,0,0,0,1.34478685690585,-0.183105286023861,0,0,0,0,0,0,0
