,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X601601.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X601211.CH.EQUITY,X1997.HK.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X002142.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.413311963758704,0.0764412787201056,0,0,0,0,0,0,0,0,0,0,0.0519678135304009,0,0,0.0763334016550403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0.0521429967162742,0,0,0,0,0,0,0,0,0,0.0786690065471394,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0.0766553121279124,0.246944481854512,0,0,0,0,0,0,0,0,0.327847643364969,0,0.0906285861742868,0.0574180456608737,0,0,0,0,0.0921474161629186,0,0,0,-0.0128884608374193,0,0,0,0,0,0.0267390461274847,0,0.00909264805168823,0,0.0425975026468861,0,0,0,0,0,0,0,0,0.0119313020779856,0,0,0
X601939.CH.EQUITY,0,0,0,0.661930151873038,0,0.0545565819722062,0,0,0,0.261790880161255,0,0,0,0,0,0,0,0,0,0,0.0587676562092922,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0158229087946922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00363773799342787
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.259406396595795,0.0343954647579658,0,0.757297864966723,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132023706041427,0,0,6.93889390390723e-18,0.112544619893427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,-3.46944695195361e-18,0,0,0.154174530112934,0,0.30677067385235,0,0,0,0,0.0445003218727682,0,0,0,0,0,0,0.0211669493229961,0,0,0,0,0,0.0149522646322836,0,-0.144296643077698,0,0,0,0,0,0,0,0,0.112304123774996,0,0,0.291276292246041,0,0,0,0,0,0,-0.0588658671221943,0,0.0602286032659443,0,0,0
X601988.CH.EQUITY,0,0,0,0,0.309387959556108,0,0,0,0.253874794342625,0,0,0,0,0,0,0,0.0163800254938871,0,0,0,0,0,0,0,0.0499293486622061,0.0328162668107999,0,0,0,-0.152898699852769,0,0,0.0425600737201046,0,0,0,0,0,0,0,0,0.123871657696027,0,0,0,0,0,0,-0.0183290346282623,0,-0.163669881643172,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.441156442537665,0,0,0,0,0,0,0,0.187279538368148,0,-0.115035069639396,0,0,0,0,0.204542539929629,0,0,0,0,0,0.176381103999049,0,0,-0.0112271755087264,0,0,0,0,-0.0124930411476055,-0.198443515984454,0,0.152867723882142,0,0,0.125948905487773,0,0,0,0,0,0,0.0102501765563789
X1299.HK.EQUITY,0,0,0,0,0.213274440021639,0,0,0,0,0,0,0,0,0,0,0,0.194350439034436,0,0,0,0,0,0,0,0,0.0672719893585702,0,0.0940824667450123,-0.0749596341110599,0.00060466012663787,0.0999852658144561,0,0,0,0,0,0.414596344204226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0475471501074243
X601628.CH.EQUITY,0,0.167048090732698,0,0.00497562893910707,-0.107359459238207,0,0,0,0,0,0,0.00754812496933403,0,0,0,0,0,0.18474395117524,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0.0207031628161096,0,0.344212564462045,0,0.0375220356408328,0.157972368461175,0,0.0810564734055057,0,0.0983268763883861,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.179052598274993,0,0,0,0.374855905288395,0,0,0,0,-0.00355513961157834,0.459801682783134,0,0,0,0,0,0,0,0.0481024253168198,0.186583935773472,0,0,0,0,0,0,0,0,0,0,-0.0389740786527978,-0.092019763900146,0,0,0,0,0,0,0,-0.0433073261771472,0,0,0,-0.097036772038576,0,0,0,0,0,0
