,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600015.CH.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.31091415379865,0,0.370134005079339,0,0,0,0,0,0,0.0844987872622191,1.73472347597681e-18,0,0,0,0,0,0,0,0.0137633460473226,0,0,-0.0503147664687312,0,0,0,0,0,0,0,0.0852323399079286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0648197411045331,0,0,-0.108445067087475,0
X601939.CH.EQUITY,0.395746302185845,0,0,0.200700122108111,0,0,-0.115701311775121,0,0,0.00720106297944474,0,0,0.208019857884834,-0.0522936810380541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0.21932583194417,0,0,-0.0263792282026748,0,0
X601318.CH.EQUITY,0.0239099001249385,0,0,0,0,0,0,0,0,0,0.256875082890452,0,0,0,0,0,0,0,0,0,0,0.178573242913943,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192624115099439,0,0,0,0,0,0,0.0600121912904836,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.286760885161031,0.165585684439792,0,0,0.117754278194133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163983091091998,0,0,0,0,0,0,0.00522910682770314,0,0,0,0.0359652752863631,0,0,0.0272397293881591,0,0,0,0.10852389478574,0,0,0.079028038388466,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.074025803382805,0,0.438037877963331,0,0,0,0,0,0.270430461210836,0,0,0,0,0,0.100072598761645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147113482110494,0,0,0,0,0,0,0,0,0,0,0,0.0177314007896005
X600036.CH.EQUITY,0,0,0.0351430871785414,0,0,0,0,0,0,0,0,0.371481624957815,0,0,0,0,0,0,0,0,0,0,0.03544999812625,0.0244643090093834,0.124077614794073,0,0,0,0,0,0,0,0.0131113616504476,0.0876362123104178,0,0,0,0,0,0,0.054647650100939,0,0,0,0,0,0,0,0.280636370209183,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.118234015740241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0399498363550455,0.203437658746008,0,0,0.0731217769150067,0,0,0.188290953448271,0,0,0,0,0,0,0,0,0,0,0,0.195052736600078,0,0,0,0,0,0
X5.HK.EQUITY,0,-0.184951163240625,0,-0.0867180158017839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17057798481179,-0.759056777744799,0,0,0.491646163626005,0,0,0,0,0,0,0,0,0,0,0,0,0.434857867021194,0,0,0,0,0,0,0,0,0,0,0,-0.0831787844313777,0
X601628.CH.EQUITY,0.113562184602329,0,0,0,0,0,0,0,0,0,0,0.123265706203088,0,0,0,0,0.148853473307572,0,0,0,0,0.104420158092205,0,0,0,0.0549949137111919,0,0,0.124958638327673,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133330633729778,0,0,0,0,0,0,0,0.0586985872222554,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127837855227156,0,0.264205287163803,0,0,0.400655364248967,0,0,0,0,0,0,0.12996817983453,0,0,0,0,0.089183313522251,0,0,0,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.206319537201874,0,0,0.16763061539694,0,0,0,0,0,0,0,0,0.12697337603457,0,0,0,0,0,0,0,0.13885639173217,0,0,0,0,0.0288237266810955,0,0,0,0,0,0,0,0,0,0,0.0726031069349963,0,0.161769104629283,0,0,0,0.131335079872731,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0.0283562655190091,0.0613112689554046,0,0,0,0.284797356272569,0,0,0,0,0.0764710716146001,0,0,0,0,0.0182434538188262,0.0899284395508737,0,0,0,0.0563611549096502,0,0,0,0,0,0,0,0,0,0.163592118520325,0,0,0,0,0.0283507938877429,0,0.00187111181621556,0,0,-8.67361737988404e-19,0,0,0,0,0.0552078319772045,8.67361737988404e-19,0.11843200021317,0.0336983980456152,0,0,0,0
X600000.CH.EQUITY,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0.0628215447867891,0,0,0,0,0,0,0,0,0,0.400050511731261,0,0,0,0,0.184805210805406,0,0,0,0,0,0,0.0868928376304252,0,0,-5.42101086242752e-20,0,0,0,0,0,0,0.0319764883840469,-3.46944695195361e-18,0.0513497262351346,0.0793612235600132,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0932411440906615,1.38777878078145e-17,0.42380348858398,0,0.0251300416032415,0,0.0363670077097272,0.241754331229763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0.159745959119445,0,0,0.0508902535023618,0.209760621882511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0513658684161847,0,0.0897643106815147,0,0,0,0,0,0,0,0,0,0.0637484494506203,0,0,0,3.46944695195361e-18,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,-0.0565168753120582,0,0,0,0,0,0,0,0,0,0.055343210657094,0,0,0,0,0,0,0,0.111215688749261,0,0,0,0,0,0.0402963700985592,0,0,0,0,0.291233887884011,0,0,0,0,0.0115931877116443,-4.33680868994202e-19,0,0.181090612053341,0.35135348857459,0,0,0,0,0.0143747669905363,0.0234105253874653,0,0
X000001.CH.EQUITY,0,0,0.216069306379156,0,0,0,0,0,0,0,0,0.41931198012022,0,0.137470265321969,0,0,0,0,0,0,0,0.0438545095273565,0,0,0.036135057932445,0,0,0,0,-1.38777878078145e-17,0,0.00592984862637412,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0.0508370065219842,0,0,0,-0.0909470663646829,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0380401553249024,0,0,0,0,0,0.181567497560579,0,0,0,0,0,0,0,0,-0.104534307318081,0,0.279067474066265,0,0,0.162346463920524,0,0,0.158142492891058,0,0,0,0,0.137416401996795,0.0682186408657345,0,0,0,0,0,0,0,0,-0.0167115852878288
X688.HK.EQUITY,0,0.00178798995402409,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,-8.67361737988404e-19,0.060451580826189,0,0,0,0,0,0,0,0,0,-0.075181135864602,0,0,0.199747806320473,0.192124466796524,0,0,0,0,0,0,0.61786372062988,0,0,0,0,0,0,0,0,0,0,0,0.020372394585195,0,0,0,0,-0.0854612968219555,0
X601601.CH.EQUITY,0.169815044094107,0,0.645884767090647,0,0,0,0,0,0,-0.0995340933390134,0,0,-4.33680868994202e-19,0,0.108074853958579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00514987800296885,0,0,0,0,0,0,0,0,0.0379502430257153,0,0,0,0,0,-0.0310199587881753
X600016.CH.EQUITY,0,0.0801102853808386,0,0.0537284461283478,0.106190671245434,0,0,0,0,0,0.185911449770851,0,0.132605191613839,0,0,0,0,0.0144519161210501,0,0,0,0,0,0,0,0,0,0,0,0,0.0551303654434543,0,0,0,0,0,0,0,0,0,0,0,0.176244701514352,0,0,0.181434490562306,0,0.0109503400221725,0,0,0,0,0
